"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","rt_ref","rt_paired","ref_cat_num","paired_cat_num","ref_cat","paired_cat"
"","","","","","","","","","","","html-button-response","23","2.0.0","117455","60d3432bc679834595ca8139","4","5","1569","","","","","","","","","<img src= ""rock_img/I_Andesite_02.jpg"" style=""width:8cm; height:8.5cm;""><p>What type of rock is this?</p>","2","class_response","0","test","9","Diorite","Andesite","02","false","3","1","","","","","",""
"","","","","","","","","","","","html-keyboard-response","24","2.0.0","117967","60d3432bc679834595ca8139","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","9","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","25","2.0.0","119444","60d3432bc679834595ca8139","4","5","1475","","","","","","","","","<img src= ""rock_img/I_Pumice_02.jpg"" style=""width:8cm; height:7.3999999999999995cm;""><p>What type of rock is this?</p>","7","class_response","0","test","10","Pumice","Pumice","02","true","8","8","","","","","",""
"","","","","","","","","","","","html-keyboard-response","26","2.0.0","119950","60d3432bc679834595ca8139","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","10","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","27","2.0.0","120875","60d3432bc679834595ca8139","4","5","922","","","","","","","","","<img src= ""rock_img/I_Pegmatite_03.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>","6","class_response","0","test","11","Peridotite","Pegmatite","03","false","7","6","","","","","",""
"","","","","","","","","","","","html-keyboard-response","28","2.0.0","121376","60d3432bc679834595ca8139","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","11","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","29","2.0.0","122420","60d3432bc679834595ca8139","4","5","1044","","","","","","","","","<img src= ""rock_img/I_Diorite_15.jpg"" style=""width:8cm; height:5.54cm;""><p>What type of rock is this?</p>","5","class_response","0","test","12","Pegmatite","Diorite","15","false","6","3","","","","","",""
"","","","","","","","","","","","html-keyboard-response","30","2.0.0","122922","60d3432bc679834595ca8139","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","12","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","31","2.0.0","123473","60d3432bc679834595ca8139","4","5","550","","","","","","","","","<img src= ""rock_img/I_Andesite_01.jpg"" style=""width:8cm; height:5.87cm;""><p>What type of rock is this?</p>","1","class_response","0","test","13","Basalt","Andesite","01","false","2","1","","","","","",""
"","","","","","","","","","","","html-keyboard-response","32","2.0.0","123980","60d3432bc679834595ca8139","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","13","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","33","2.0.0","124478","60d3432bc679834595ca8139","4","5","497","","","","","","","","","<img src= ""rock_img/I_Diorite_07.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>","0","class_response","0","test","14","Andesite","Diorite","07","false","1","3","","","","","",""
"","","","","","","","","","","","html-keyboard-response","34","2.0.0","124980","60d3432bc679834595ca8139","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","14","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","35","2.0.0","125504","60d3432bc679834595ca8139","4","5","522","","","","","","","","","<img src= ""rock_img/I_Basalt_01.jpg"" style=""width:8cm; height:7.880000000000001cm;""><p>What type of rock is this?</p>","0","class_response","0","test","15","Andesite","Basalt","01","false","1","2","","","","","",""
"","","","","","","","","","","","html-keyboard-response","36","2.0.0","126006","60d3432bc679834595ca8139","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","15","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","37","2.0.0","126737","60d3432bc679834595ca8139","4","5","728","","","","","","","","","<img src= ""rock_img/I_Gabbro_05.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>","4","class_response","0","test","16","Obsidian","Gabbro","05","false","5","4","","","","","",""
"","","","","","","","","","","","html-keyboard-response","38","2.0.0","127248","60d3432bc679834595ca8139","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","16","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","39","2.0.0","127736","60d3432bc679834595ca8139","4","5","486","","","","","","","","","<img src= ""rock_img/I_Pegmatite_16.jpg"" style=""width:8cm; height:5.8cm;""><p>What type of rock is this?</p>","5","class_response","0","test","17","Pegmatite","Pegmatite","16","true","6","6","","","","","",""
"","","","","","","","","","","","html-keyboard-response","40","2.0.0","128249","60d3432bc679834595ca8139","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","17","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","41","2.0.0","128726","60d3432bc679834595ca8139","4","5","475","","","","","","","","","<img src= ""rock_img/I_Diorite_11.jpg"" style=""width:8cm; height:7.11cm;""><p>What type of rock is this?</p>","1","class_response","0","test","18","Basalt","Diorite","11","false","2","3","","","","","",""
"","","","","","","","","","","","html-keyboard-response","42","2.0.0","129228","60d3432bc679834595ca8139","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","18","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","43","2.0.0","130298","60d3432bc679834595ca8139","4","5","1068","","","","","","","","","<img src= ""rock_img/I_Pegmatite_11.jpg"" style=""width:8cm; height:8.14cm;""><p>What type of rock is this?</p>","2","class_response","0","test","19","Diorite","Pegmatite","11","false","3","6","","","","","",""
"","","","","","","","","","","","html-keyboard-response","44","2.0.0","130815","60d3432bc679834595ca8139","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","19","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","45","2.0.0","131287","60d3432bc679834595ca8139","4","5","469","","","","","","","","","<img src= ""rock_img/I_Peridotite_15.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>","6","class_response","0","test","20","Peridotite","Peridotite","15","true","7","7","","","","","",""
"","","","","","","","","","","","html-keyboard-response","46","2.0.0","131796","60d3432bc679834595ca8139","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","20","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","47","2.0.0","132981","60d3432bc679834595ca8139","4","5","1182","","","","","","","","","<img src= ""rock_img/I_Pumice_13.jpg"" style=""width:8cm; height:8.200000000000001cm;""><p>What type of rock is this?</p>","7","class_response","0","test","21","Pumice","Pumice","13","true","8","8","","","","","",""
"","","","","","","","","","","","html-keyboard-response","48","2.0.0","133482","60d3432bc679834595ca8139","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","21","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","49","2.0.0","134303","60d3432bc679834595ca8139","4","5","819","","","","","","","","","<img src= ""rock_img/I_Peridotite_07.jpg"" style=""width:8cm; height:4.83cm;""><p>What type of rock is this?</p>","3","class_response","0","test","22","Gabbro","Peridotite","07","false","4","7","","","","","",""
"","","","","","","","","","","","html-keyboard-response","50","2.0.0","134805","60d3432bc679834595ca8139","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","22","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","51","2.0.0","135539","60d3432bc679834595ca8139","4","5","733","","","","","","","","","<img src= ""rock_img/I_Pumice_10.jpg"" style=""width:8cm; height:7.609999999999999cm;""><p>What type of rock is this?</p>","2","class_response","0","test","23","Diorite","Pumice","10","false","3","8","","","","","",""
"","","","","","","","","","","","html-keyboard-response","52","2.0.0","136041","60d3432bc679834595ca8139","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","23","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","53","2.0.0","137813","60d3432bc679834595ca8139","4","5","1769","","","","","","","","","<img src= ""rock_img/I_Basalt_16.jpg"" style=""width:8cm; height:7.659999999999999cm;""><p>What type of rock is this?</p>","5","class_response","0","test","24","Pegmatite","Basalt","16","false","6","2","","","","","",""
"","","","","","","","","","","","html-keyboard-response","54","2.0.0","138315","60d3432bc679834595ca8139","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","24","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","55","2.0.0","139073","60d3432bc679834595ca8139","4","5","757","","","","","","","","","<img src= ""rock_img/I_Peridotite_02.jpg"" style=""width:8cm; height:5.859999999999999cm;""><p>What type of rock is this?</p>","1","class_response","0","test","25","Basalt","Peridotite","02","false","2","7","","","","","",""
"","","","","","","","","","","","html-keyboard-response","56","2.0.0","139575","60d3432bc679834595ca8139","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","25","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","57","2.0.0","140991","60d3432bc679834595ca8139","4","5","1415","","","","","","","","","<img src= ""rock_img/I_Peridotite_06.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>","0","class_response","0","test","26","Andesite","Peridotite","06","false","1","7","","","","","",""
"","","","","","","","","","","","html-keyboard-response","58","2.0.0","141497","60d3432bc679834595ca8139","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","26","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","59","2.0.0","142231","60d3432bc679834595ca8139","4","5","732","","","","","","","","","<img src= ""rock_img/I_Gabbro_08.jpg"" style=""width:8cm; height:5.15cm;""><p>What type of rock is this?</p>","4","class_response","0","test","27","Obsidian","Gabbro","08","false","5","4","","","","","",""
"","","","","","","","","","","","html-keyboard-response","60","2.0.0","142744","60d3432bc679834595ca8139","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","27","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","61","2.0.0","143183","60d3432bc679834595ca8139","4","5","437","","","","","","","","","<img src= ""rock_img/I_Obsidian_09.jpg"" style=""width:8cm; height:5cm;""><p>What type of rock is this?</p>","5","class_response","0","test","28","Pegmatite","Obsidian","09","false","6","5","","","","","",""
"","","","","","","","","","","","html-keyboard-response","62","2.0.0","143684","60d3432bc679834595ca8139","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","28","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","63","2.0.0","144173","60d3432bc679834595ca8139","4","5","488","","","","","","","","","<img src= ""rock_img/I_Diorite_09.jpg"" style=""width:8cm; height:5.27cm;""><p>What type of rock is this?</p>","1","class_response","0","test","29","Basalt","Diorite","09","false","2","3","","","","","",""
"","","","","","","","","","","","html-keyboard-response","64","2.0.0","144675","60d3432bc679834595ca8139","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","29","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","65","2.0.0","145521","60d3432bc679834595ca8139","4","5","843","","","","","","","","","<img src= ""rock_img/I_Pegmatite_07.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>","2","class_response","0","test","30","Diorite","Pegmatite","07","false","3","6","","","","","",""
"","","","","","","","","","","","html-keyboard-response","66","2.0.0","146022","60d3432bc679834595ca8139","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","30","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","67","2.0.0","146675","60d3432bc679834595ca8139","4","5","652","","","","","","","","","<img src= ""rock_img/I_Pumice_05.jpg"" style=""width:8cm; height:7.25cm;""><p>What type of rock is this?</p>","6","class_response","0","test","31","Peridotite","Pumice","05","false","7","8","","","","","",""
"","","","","","","","","","","","html-keyboard-response","68","2.0.0","147190","60d3432bc679834595ca8139","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","31","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","69","2.0.0","147947","60d3432bc679834595ca8139","4","5","754","","","","","","","","","<img src= ""rock_img/I_Diorite_12.jpg"" style=""width:8cm; height:4.88cm;""><p>What type of rock is this?</p>","7","class_response","0","test","32","Pumice","Diorite","12","false","8","3","","","","","",""
"","","","","","","","","","","","html-keyboard-response","70","2.0.0","148456","60d3432bc679834595ca8139","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","32","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","71","2.0.0","149201","60d3432bc679834595ca8139","4","5","743","","","","","","","","","<img src= ""rock_img/I_Andesite_03.jpg"" style=""width:8cm; height:5.73cm;""><p>What type of rock is this?</p>","3","class_response","0","test","33","Gabbro","Andesite","03","false","4","1","","","","","",""
"","","","","","","","","","","","html-keyboard-response","72","2.0.0","149704","60d3432bc679834595ca8139","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","33","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","73","2.0.0","150545","60d3432bc679834595ca8139","4","5","840","","","","","","","","","<img src= ""rock_img/I_Gabbro_15.jpg"" style=""width:8cm; height:6.29cm;""><p>What type of rock is this?</p>","2","class_response","0","test","34","Diorite","Gabbro","15","false","3","4","","","","","",""
"","","","","","","","","","","","html-keyboard-response","74","2.0.0","151046","60d3432bc679834595ca8139","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","34","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","75","2.0.0","151783","60d3432bc679834595ca8139","4","5","736","","","","","","","","","<img src= ""rock_img/I_Diorite_16.jpg"" style=""width:8cm; height:6.74cm;""><p>What type of rock is this?</p>","6","class_response","0","test","35","Peridotite","Diorite","16","false","7","3","","","","","",""
"","","","","","","","","","","","html-keyboard-response","76","2.0.0","152289","60d3432bc679834595ca8139","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","35","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","77","2.0.0","153295","60d3432bc679834595ca8139","4","5","1003","","","","","","","","","<img src= ""rock_img/I_Gabbro_03.jpg"" style=""width:8cm; height:8.52cm;""><p>What type of rock is this?</p>","5","class_response","0","test","36","Pegmatite","Gabbro","03","false","6","4","","","","","",""
"","","","","","","","","","","","html-keyboard-response","78","2.0.0","153798","60d3432bc679834595ca8139","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","36","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","79","2.0.0","154511","60d3432bc679834595ca8139","4","5","712","","","","","","","","","<img src= ""rock_img/I_Obsidian_05.jpg"" style=""width:8cm; height:6.33cm;""><p>What type of rock is this?</p>","1","class_response","0","test","37","Basalt","Obsidian","05","false","2","5","","","","","",""
"","","","","","","","","","","","html-keyboard-response","80","2.0.0","155013","60d3432bc679834595ca8139","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","37","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","81","2.0.0","155515","60d3432bc679834595ca8139","4","5","499","","","","","","","","","<img src= ""rock_img/I_Obsidian_11.jpg"" style=""width:8cm; height:6.05cm;""><p>What type of rock is this?</p>","0","class_response","0","test","38","Andesite","Obsidian","11","false","1","5","","","","","",""
"","","","","","","","","","","","html-keyboard-response","82","2.0.0","156021","60d3432bc679834595ca8139","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","38","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","83","2.0.0","156463","60d3432bc679834595ca8139","4","5","440","","","","","","","","","<img src= ""rock_img/I_Peridotite_10.jpg"" style=""width:8cm; height:5.390000000000001cm;""><p>What type of rock is this?</p>","4","class_response","0","test","39","Obsidian","Peridotite","10","false","5","7","","","","","",""
"","","","","","","","","","","","html-keyboard-response","84","2.0.0","156970","60d3432bc679834595ca8139","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","39","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","85","2.0.0","157401","60d3432bc679834595ca8139","4","5","429","","","","","","","","","<img src= ""rock_img/I_Gabbro_01.jpg"" style=""width:8cm; height:5.21cm;""><p>What type of rock is this?</p>","5","class_response","0","test","40","Pegmatite","Gabbro","01","false","6","4","","","","","",""
"","","","","","","","","","","","html-keyboard-response","86","2.0.0","157906","60d3432bc679834595ca8139","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","40","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","87","2.0.0","158377","60d3432bc679834595ca8139","4","5","470","","","","","","","","","<img src= ""rock_img/I_Basalt_02.jpg"" style=""width:8cm; height:6.45cm;""><p>What type of rock is this?</p>","1","class_response","0","test","41","Basalt","Basalt","02","true","2","2","","","","","",""
"","","","","","","","","","","","html-keyboard-response","88","2.0.0","158879","60d3432bc679834595ca8139","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","41","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","89","2.0.0","159297","60d3432bc679834595ca8139","4","5","416","","","","","","","","","<img src= ""rock_img/I_Pegmatite_12.jpg"" style=""width:8cm; height:5.7cm;""><p>What type of rock is this?</p>","2","class_response","0","test","42","Diorite","Pegmatite","12","false","3","6","","","","","",""
"","","","","","","","","","","","html-keyboard-response","90","2.0.0","159811","60d3432bc679834595ca8139","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","42","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","91","2.0.0","160445","60d3432bc679834595ca8139","4","5","631","","","","","","","","","<img src= ""rock_img/I_Gabbro_16.jpg"" style=""width:8cm; height:6.44cm;""><p>What type of rock is this?</p>","6","class_response","0","test","43","Peridotite","Gabbro","16","false","7","4","","","","","",""
"","","","","","","","","","","","html-keyboard-response","92","2.0.0","160946","60d3432bc679834595ca8139","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","43","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","93","2.0.0","161353","60d3432bc679834595ca8139","4","5","404","","","","","","","","","<img src= ""rock_img/I_Pumice_06.jpg"" style=""width:8cm; height:6.9399999999999995cm;""><p>What type of rock is this?</p>","7","class_response","0","test","44","Pumice","Pumice","06","true","8","8","","","","","",""
"","","","","","","","","","","","html-keyboard-response","94","2.0.0","161865","60d3432bc679834595ca8139","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","44","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","95","2.0.0","162651","60d3432bc679834595ca8139","4","5","783","","","","","","","","","<img src= ""rock_img/I_Obsidian_07.jpg"" style=""width:8cm; height:4.76cm;""><p>What type of rock is this?</p>","3","class_response","0","test","45","Gabbro","Obsidian","07","false","4","5","","","","","",""
"","","","","","","","","","","","html-keyboard-response","96","2.0.0","163152","60d3432bc679834595ca8139","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","45","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","97","2.0.0","163599","60d3432bc679834595ca8139","4","5","446","","","","","","","","","<img src= ""rock_img/I_Basalt_11.jpg"" style=""width:8cm; height:5.359999999999999cm;""><p>What type of rock is this?</p>","2","class_response","0","test","46","Diorite","Basalt","11","false","3","2","","","","","",""
"","","","","","","","","","","","html-keyboard-response","98","2.0.0","164104","60d3432bc679834595ca8139","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","46","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","99","2.0.0","164971","60d3432bc679834595ca8139","4","5","865","","","","","","","","","<img src= ""rock_img/I_Obsidian_16.jpg"" style=""width:8cm; height:9.3cm;""><p>What type of rock is this?</p>","6","class_response","0","test","47","Peridotite","Obsidian","16","false","7","5","","","","","",""
"","","","","","","","","","","","html-keyboard-response","100","2.0.0","165484","60d3432bc679834595ca8139","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","47","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","101","2.0.0","166284","60d3432bc679834595ca8139","4","5","799","","","","","","","","","<img src= ""rock_img/I_Andesite_09.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>","5","class_response","0","test","48","Pegmatite","Andesite","09","false","6","1","","","","","",""
