"rt","url","trial_type","trial_index","plugin_version","time_elapsed","subject","condition","success","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","value","time_fb1","time_fb2"
"1487","","html-button-response","111","2.0.0","605747","rob","1","","","","","","","<img src= rock_img/I_Pegmatite_05.jpg style=""width:8cm; height:7.300000000000001cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","1","train","29","","","","","","","","",""
"3767","","html-button-response","112","2.0.0","609515","rob","1","","","","","","","<img src= ""rock_img/I_Gabbro_08.jpg"" style=""width:8cm; height:5.15cm;""><p>What type of rock is this?</p>","3","class_response","1","train","30","Gabbro","Gabbro","08","true","4","4","","",""
"1431","","html-button-response","113","2.0.0","610947","rob","1","","","","","","","<img src= rock_img/I_Gabbro_08.jpg style=""width:8cm; height:5.15cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","1","train","30","","","","","","","","",""
"5135","","html-button-response","114","2.0.0","616083","rob","1","","","","","","","<img src= ""rock_img/I_Gabbro_10.jpg"" style=""width:8cm; height:5.680000000000001cm;""><p>What type of rock is this?</p>","3","class_response","1","train","31","Gabbro","Gabbro","10","true","4","4","","",""
"1223","","html-button-response","115","2.0.0","617307","rob","1","","","","","","","<img src= rock_img/I_Gabbro_10.jpg style=""width:8cm; height:5.680000000000001cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","1","train","31","","","","","","","","",""
"1927","","html-button-response","116","2.0.0","619235","rob","1","","","","","","","<img src= ""rock_img/I_Pegmatite_12.jpg"" style=""width:8cm; height:5.7cm;""><p>What type of rock is this?</p>","5","class_response","1","train","32","Pegmatite","Pegmatite","12","true","6","6","","",""
"1031","","html-button-response","117","2.0.0","620267","rob","1","","","","","","","<img src= rock_img/I_Pegmatite_12.jpg style=""width:8cm; height:5.7cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","1","train","32","","","","","","","","",""
"1575","","html-button-response","118","2.0.0","621843","rob","1","","","","","","","<img src= ""rock_img/I_Obsidian_07.jpg"" style=""width:8cm; height:4.76cm;""><p>What type of rock is this?</p>","4","class_response","1","train","33","Obsidian","Obsidian","07","true","5","5","","",""
"1175","","html-button-response","119","2.0.0","623019","rob","1","","","","","","","<img src= rock_img/I_Obsidian_07.jpg style=""width:8cm; height:4.76cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","1","train","33","","","","","","","","",""
"1399","","html-button-response","120","2.0.0","624419","rob","1","","","","","","","<img src= ""rock_img/I_Obsidian_14.jpg"" style=""width:8cm; height:7.64cm;""><p>What type of rock is this?</p>","4","class_response","1","train","34","Obsidian","Obsidian","14","true","5","5","","",""
"1039","","html-button-response","121","2.0.0","625459","rob","1","","","","","","","<img src= rock_img/I_Obsidian_14.jpg style=""width:8cm; height:7.64cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","1","train","34","","","","","","","","",""
"1127","","html-button-response","122","2.0.0","626587","rob","1","","","","","","","<img src= ""rock_img/I_Obsidian_12.jpg"" style=""width:8cm; height:6.53cm;""><p>What type of rock is this?</p>","4","class_response","1","train","35","Obsidian","Obsidian","12","true","5","5","","",""
"1159","","html-button-response","123","2.0.0","627747","rob","1","","","","","","","<img src= rock_img/I_Obsidian_12.jpg style=""width:8cm; height:6.53cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","1","train","35","","","","","","","","",""
"1687","","html-button-response","124","2.0.0","629435","rob","1","","","","","","","<img src= ""rock_img/I_Andesite_05.jpg"" style=""width:8cm; height:4.12cm;""><p>What type of rock is this?</p>","0","class_response","1","train","36","Andesite","Andesite","05","true","1","1","","",""
"999","","html-button-response","125","2.0.0","630435","rob","1","","","","","","","<img src= rock_img/I_Andesite_05.jpg style=""width:8cm; height:4.12cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","1","train","36","","","","","","","","",""
"1727","","html-button-response","126","2.0.0","632163","rob","1","","","","","","","<img src= ""rock_img/I_Pumice_14.jpg"" style=""width:8cm; height:6.39cm;""><p>What type of rock is this?</p>","7","class_response","1","train","37","Pumice","Pumice","14","true","8","8","","",""
"1055","","html-button-response","127","2.0.0","633219","rob","1","","","","","","","<img src= rock_img/I_Pumice_14.jpg style=""width:8cm; height:6.39cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","1","train","37","","","","","","","","",""
"1783","","html-button-response","128","2.0.0","635003","rob","1","","","","","","","<img src= ""rock_img/I_Pumice_08.jpg"" style=""width:8cm; height:6.67cm;""><p>What type of rock is this?</p>","7","class_response","1","train","38","Pumice","Pumice","08","true","8","8","","",""
"1087","","html-button-response","129","2.0.0","636091","rob","1","","","","","","","<img src= rock_img/I_Pumice_08.jpg style=""width:8cm; height:6.67cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","1","train","38","","","","","","","","",""
"2055","","html-button-response","130","2.0.0","638147","rob","1","","","","","","","<img src= ""rock_img/I_Peridotite_02.jpg"" style=""width:8cm; height:5.859999999999999cm;""><p>What type of rock is this?</p>","6","class_response","1","train","39","Peridotite","Peridotite","02","true","7","7","","",""
"1463","","html-button-response","131","2.0.0","639611","rob","1","","","","","","","<img src= rock_img/I_Peridotite_02.jpg style=""width:8cm; height:5.859999999999999cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","1","train","39","","","","","","","","",""
"1871","","html-button-response","132","2.0.0","641483","rob","1","","","","","","","<img src= ""rock_img/I_Pumice_15.jpg"" style=""width:8cm; height:7.86cm;""><p>What type of rock is this?</p>","7","class_response","1","train","40","Pumice","Pumice","15","true","8","8","","",""
"1479","","html-button-response","133","2.0.0","642963","rob","1","","","","","","","<img src= rock_img/I_Pumice_15.jpg style=""width:8cm; height:7.86cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","1","train","40","","","","","","","","",""
"1647","","html-button-response","134","2.0.0","644611","rob","1","","","","","","","<img src= ""rock_img/I_Andesite_07.jpg"" style=""width:8cm; height:5.93cm;""><p>What type of rock is this?</p>","0","class_response","1","train","41","Andesite","Andesite","07","true","1","1","","",""
"1303","","html-button-response","135","2.0.0","645915","rob","1","","","","","","","<img src= rock_img/I_Andesite_07.jpg style=""width:8cm; height:5.93cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","1","train","41","","","","","","","","",""
"2999","","html-button-response","136","2.0.0","648915","rob","1","","","","","","","<img src= ""rock_img/I_Diorite_10.jpg"" style=""width:8cm; height:5.949999999999999cm;""><p>What type of rock is this?</p>","6","class_response","1","train","42","Peridotite","Diorite","10","false","7","3","","",""
"2033","","html-button-response","137","2.0.0","650949","rob","1","","","","","","","<img src= rock_img/I_Diorite_10.jpg style=""width:8cm; height:5.949999999999999cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>","0","corr_feedback","1","train","42","","","","","","","","",""
"1549","","html-button-response","138","2.0.0","652499","rob","1","","","","","","","<img src= ""rock_img/I_Peridotite_05.jpg"" style=""width:8cm; height:7.1499999999999995cm;""><p>What type of rock is this?</p>","6","class_response","1","train","43","Peridotite","Peridotite","05","true","7","7","","",""
"983","","html-button-response","139","2.0.0","653483","rob","1","","","","","","","<img src= rock_img/I_Peridotite_05.jpg style=""width:8cm; height:7.1499999999999995cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","1","train","43","","","","","","","","",""
"1487","","html-button-response","140","2.0.0","654970","rob","1","","","","","","","<img src= ""rock_img/I_Obsidian_16.jpg"" style=""width:8cm; height:9.3cm;""><p>What type of rock is this?</p>","4","class_response","1","train","44","Obsidian","Obsidian","16","true","5","5","","",""
"1207","","html-button-response","141","2.0.0","656178","rob","1","","","","","","","<img src= rock_img/I_Obsidian_16.jpg style=""width:8cm; height:9.3cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","1","train","44","","","","","","","","",""
"1367","","html-button-response","142","2.0.0","657546","rob","1","","","","","","","<img src= ""rock_img/I_Pumice_10.jpg"" style=""width:8cm; height:7.609999999999999cm;""><p>What type of rock is this?</p>","7","class_response","1","train","45","Pumice","Pumice","10","true","8","8","","",""
"1023","","html-button-response","143","2.0.0","658570","rob","1","","","","","","","<img src= rock_img/I_Pumice_10.jpg style=""width:8cm; height:7.609999999999999cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","1","train","45","","","","","","","","",""
"5159","","html-button-response","144","2.0.0","663730","rob","1","","","","","","","<img src= ""rock_img/I_Gabbro_11.jpg"" style=""width:8cm; height:6.2cm;""><p>What type of rock is this?</p>","3","class_response","1","train","46","Gabbro","Gabbro","11","true","4","4","","",""
"1119","","html-button-response","145","2.0.0","664850","rob","1","","","","","","","<img src= rock_img/I_Gabbro_11.jpg style=""width:8cm; height:6.2cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","1","train","46","","","","","","","","",""
"1319","","html-button-response","146","2.0.0","666170","rob","1","","","","","","","<img src= ""rock_img/I_Peridotite_07.jpg"" style=""width:8cm; height:4.83cm;""><p>What type of rock is this?</p>","6","class_response","1","train","47","Peridotite","Peridotite","07","true","7","7","","",""
"904","","html-button-response","147","2.0.0","667075","rob","1","","","","","","","<img src= rock_img/I_Peridotite_07.jpg style=""width:8cm; height:4.83cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","1","train","47","","","","","","","","",""
"1375","","html-button-response","148","2.0.0","668450","rob","1","","","","","","","<img src= ""rock_img/I_Andesite_16.jpg"" style=""width:8cm; height:6.010000000000001cm;""><p>What type of rock is this?</p>","0","class_response","1","train","48","Andesite","Andesite","16","true","1","1","","",""
"1463","","html-button-response","149","2.0.0","669914","rob","1","","","","","","","<img src= rock_img/I_Andesite_16.jpg style=""width:8cm; height:6.010000000000001cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","1","train","48","","","","","","","","",""
"3551","","html-button-response","150","2.0.0","673466","rob","1","","","","","","","<img src= ""rock_img/I_Basalt_12.jpg"" style=""width:8cm; height:6.010000000000001cm;""><p>What type of rock is this?</p>","1","class_response","1","train","49","Basalt","Basalt","12","true","2","2","","",""
"1847","","html-button-response","151","2.0.0","675314","rob","1","","","","","","","<img src= rock_img/I_Basalt_12.jpg style=""width:8cm; height:6.010000000000001cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","1","train","49","","","","","","","","",""
"35295","","instructions","152","2.0.0","710610","rob","1","","","","","","[{""page_index"":0,""viewing_time"":8951},{""page_index"":1,""viewing_time"":22240},{""page_index"":2,""viewing_time"":4104}]","","","","","","","","","","","","","","",""
