"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","rt_ref","rt_paired","ref_cat_num","paired_cat_num","ref_cat","paired_cat","text_Gabbro","text_Diorite","time_obs","time_resp","text_Peridotite","text_Pegmatite","text_Pumice","text_Basalt","time_fb1","time_fb2","text_Andesite"
"","","","","","","","","","","","html-button-response","129","2.0.0","315953","60f4a8cec0899207895635cb","4","10","1237","","","","","","","","","<img src= rock_img/I_Diorite_06.jpg style=""width:8cm; height:6.03cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>","0","corr_feedback","1","train","12","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","130","2.0.0","363045","60f4a8cec0899207895635cb","4","10","47092","","","","","","","","[{""page_index"":0,""viewing_time"":5820},{""page_index"":1,""viewing_time"":19344},{""page_index"":2,""viewing_time"":19218},{""page_index"":3,""viewing_time"":2711}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","131","2.0.0","364223","60f4a8cec0899207895635cb","4","10","1177","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","132","2.0.0","374133","60f4a8cec0899207895635cb","4","10","","","","","","","","","","","","cat_selection","1","train","1","","","","","","","4466.699999988079","5440.5999999940395","4","3","","","","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","133","1.0.0","458765","60f4a8cec0899207895635cb","4","10","","","","","","","","","","","","paired_cat_display","1","train","1","","","","","","","","","","","","","Gabbro are more solid colored, and they are more uniform in their color, they're mostly shades of grey except for a couple that are more brown","Diorite have more a marble like pattern and there is much more color variations","12476","72153.60000002384","","","","","","",""
"","","","","","","","","","","","html-button-response","134","2.0.0","463307","60f4a8cec0899207895635cb","4","10","","","","","","","","","","","","cat_selection","1","train","2","","","","","","","3650.899999976158","889.6000000238419","7","6","Gabbro","Diorite","","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","135","1.0.0","524611","60f4a8cec0899207895635cb","4","10","","","","","","","","","","","","paired_cat_display","1","train","2","","","","","","","","","","","","","","","14039.800000011921","47263.29999998212","Peridotite are more flat in finish and there's less color variations ","Pegmatite have larger spots on them that are shiny","","","","",""
"","","","","","","","","","","","html-button-response","136","2.0.0","531281","60f4a8cec0899207895635cb","4","10","","","","","","","","","","","","cat_selection","1","train","3","","","","","","","4832.300000011921","1836.4000000059605","8","2","Peridotite","Pegmatite","","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","137","1.0.0","562072","60f4a8cec0899207895635cb","4","10","","","","","","","","","","","","paired_cat_display","1","train","3","","","","","","","","","","","","","","","6522.299999982119","24266.100000023842","","","Pumice has more texture and more colors","Basalt is much darker and more flat in color","","",""
"","","","","","","","","","","","instructions","138","2.0.0","578279","60f4a8cec0899207895635cb","4","10","16206","","","","","","","","[{""page_index"":0,""viewing_time"":5795},{""page_index"":1,""viewing_time"":10411}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","139","2.0.0","579961","60f4a8cec0899207895635cb","4","10","1679","","","","","","","","","","0","start_test","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","140","2.0.0","592948","60f4a8cec0899207895635cb","4","10","12985","","","","","","","","","<img src= ""rock_img/I_Peridotite_12.jpg"" style=""width:8cm; height:4.54cm;""><p>What type of rock is this?</p>","6","class_response","1","test","1","Peridotite","Peridotite","12","true","7","7","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","141","2.0.0","593451","60f4a8cec0899207895635cb","4","10","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","1","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","142","2.0.0","603359","60f4a8cec0899207895635cb","4","10","9906","","","","","","","","","<img src= ""rock_img/I_Peridotite_05.jpg"" style=""width:8cm; height:7.1499999999999995cm;""><p>What type of rock is this?</p>","0","class_response","1","test","2","Andesite","Peridotite","05","false","1","7","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","143","2.0.0","603862","60f4a8cec0899207895635cb","4","10","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","2","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","144","2.0.0","613213","60f4a8cec0899207895635cb","4","10","9348","","","","","","","","","<img src= ""rock_img/I_Gabbro_01.jpg"" style=""width:8cm; height:5.21cm;""><p>What type of rock is this?</p>","3","class_response","1","test","3","Gabbro","Gabbro","01","true","4","4","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","145","2.0.0","613714","60f4a8cec0899207895635cb","4","10","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","3","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","146","2.0.0","615413","60f4a8cec0899207895635cb","4","10","1696","","","","","","","","","<img src= ""rock_img/I_Obsidian_10.jpg"" style=""width:8cm; height:6.260000000000001cm;""><p>What type of rock is this?</p>","4","class_response","1","test","4","Obsidian","Obsidian","10","true","5","5","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","147","2.0.0","615916","60f4a8cec0899207895635cb","4","10","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","4","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","148","2.0.0","620475","60f4a8cec0899207895635cb","4","10","4557","","","","","","","","","<img src= ""rock_img/I_Andesite_07.jpg"" style=""width:8cm; height:5.93cm;""><p>What type of rock is this?</p>","3","class_response","1","test","5","Gabbro","Andesite","07","false","4","1","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","149","2.0.0","620977","60f4a8cec0899207895635cb","4","10","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","5","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","150","2.0.0","624976","60f4a8cec0899207895635cb","4","10","3997","","","","","","","","","<img src= ""rock_img/I_Basalt_01.jpg"" style=""width:8cm; height:7.880000000000001cm;""><p>What type of rock is this?</p>","1","class_response","1","test","6","Basalt","Basalt","01","true","2","2","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","151","2.0.0","625479","60f4a8cec0899207895635cb","4","10","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","6","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","152","2.0.0","631745","60f4a8cec0899207895635cb","4","10","6264","","","","","","","","","<img src= ""rock_img/I_Gabbro_13.jpg"" style=""width:8cm; height:5.08cm;""><p>What type of rock is this?</p>","2","class_response","1","test","7","Diorite","Gabbro","13","false","3","4","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","153","2.0.0","632248","60f4a8cec0899207895635cb","4","10","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","7","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","154","2.0.0","635714","60f4a8cec0899207895635cb","4","10","3463","","","","","","","","","<img src= ""rock_img/I_Peridotite_06.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>","6","class_response","1","test","8","Peridotite","Peridotite","06","true","7","7","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","155","2.0.0","636217","60f4a8cec0899207895635cb","4","10","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","8","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","156","2.0.0","637516","60f4a8cec0899207895635cb","4","10","1296","","","","","","","","","<img src= ""rock_img/I_Pumice_03.jpg"" style=""width:8cm; height:6.64cm;""><p>What type of rock is this?</p>","7","class_response","1","test","9","Pumice","Pumice","03","true","8","8","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","157","2.0.0","638019","60f4a8cec0899207895635cb","4","10","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","9","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","158","2.0.0","642224","60f4a8cec0899207895635cb","4","10","4203","","","","","","","","","<img src= ""rock_img/I_Pegmatite_03.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>","6","class_response","1","test","10","Peridotite","Pegmatite","03","false","7","6","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","159","2.0.0","642726","60f4a8cec0899207895635cb","4","10","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","10","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","160","2.0.0","644196","60f4a8cec0899207895635cb","4","10","1467","","","","","","","","","<img src= ""rock_img/I_Obsidian_02.jpg"" style=""width:8cm; height:7.51cm;""><p>What type of rock is this?</p>","4","class_response","1","test","11","Obsidian","Obsidian","02","true","5","5","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","161","2.0.0","644699","60f4a8cec0899207895635cb","4","10","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","11","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","162","2.0.0","646526","60f4a8cec0899207895635cb","4","10","1824","","","","","","","","","<img src= ""rock_img/I_Gabbro_09.jpg"" style=""width:8cm; height:7.279999999999999cm;""><p>What type of rock is this?</p>","4","class_response","1","test","12","Obsidian","Gabbro","09","false","5","4","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","163","2.0.0","647030","60f4a8cec0899207895635cb","4","10","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","12","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","164","2.0.0","648327","60f4a8cec0899207895635cb","4","10","1295","","","","","","","","","<img src= ""rock_img/I_Obsidian_11.jpg"" style=""width:8cm; height:6.05cm;""><p>What type of rock is this?</p>","4","class_response","1","test","13","Obsidian","Obsidian","11","true","5","5","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","165","2.0.0","648830","60f4a8cec0899207895635cb","4","10","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","13","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","166","2.0.0","658001","60f4a8cec0899207895635cb","4","10","9169","","","","","","","","","<img src= ""rock_img/I_Diorite_09.jpg"" style=""width:8cm; height:5.27cm;""><p>What type of rock is this?</p>","2","class_response","1","test","14","Diorite","Diorite","09","true","3","3","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","167","2.0.0","658503","60f4a8cec0899207895635cb","4","10","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","14","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","168","2.0.0","662370","60f4a8cec0899207895635cb","4","10","3864","","","","","","","","","<img src= ""rock_img/I_Basalt_04.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>","1","class_response","1","test","15","Basalt","Basalt","04","true","2","2","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","169","2.0.0","662873","60f4a8cec0899207895635cb","4","10","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","15","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","170","2.0.0","664454","60f4a8cec0899207895635cb","4","10","1577","","","","","","","","","<img src= ""rock_img/I_Peridotite_16.jpg"" style=""width:8cm; height:6.989999999999999cm;""><p>What type of rock is this?</p>","6","class_response","1","test","16","Peridotite","Peridotite","16","true","7","7","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","171","2.0.0","664956","60f4a8cec0899207895635cb","4","10","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","16","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","172","2.0.0","670217","60f4a8cec0899207895635cb","4","10","5258","","","","","","","","","<img src= ""rock_img/I_Andesite_11.jpg"" style=""width:8cm; height:4.92cm;""><p>What type of rock is this?</p>","0","class_response","1","test","17","Andesite","Andesite","11","true","1","1","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","173","2.0.0","670720","60f4a8cec0899207895635cb","4","10","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","17","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","174","2.0.0","685989","60f4a8cec0899207895635cb","4","10","15268","","","","","","","","","<img src= ""rock_img/I_Pegmatite_05.jpg"" style=""width:8cm; height:7.300000000000001cm;""><p>What type of rock is this?</p>","2","class_response","1","test","18","Diorite","Pegmatite","05","false","3","6","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","175","2.0.0","686493","60f4a8cec0899207895635cb","4","10","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","18","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","176","2.0.0","688327","60f4a8cec0899207895635cb","4","10","1831","","","","","","","","","<img src= ""rock_img/I_Basalt_12.jpg"" style=""width:8cm; height:6.010000000000001cm;""><p>What type of rock is this?</p>","7","class_response","1","test","19","Pumice","Basalt","12","false","8","2","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","177","2.0.0","688830","60f4a8cec0899207895635cb","4","10","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","19","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","178","2.0.0","690315","60f4a8cec0899207895635cb","4","10","1483","","","","","","","","","<img src= ""rock_img/I_Andesite_03.jpg"" style=""width:8cm; height:5.73cm;""><p>What type of rock is this?</p>","6","class_response","1","test","20","Peridotite","Andesite","03","false","7","1","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","179","2.0.0","690818","60f4a8cec0899207895635cb","4","10","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","20","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","180","2.0.0","693081","60f4a8cec0899207895635cb","4","10","2261","","","","","","","","","<img src= ""rock_img/I_Basalt_14.jpg"" style=""width:8cm; height:5.82cm;""><p>What type of rock is this?</p>","1","class_response","1","test","21","Basalt","Basalt","14","true","2","2","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","181","2.0.0","693584","60f4a8cec0899207895635cb","4","10","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","21","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","182","2.0.0","695086","60f4a8cec0899207895635cb","4","10","1500","","","","","","","","","<img src= ""rock_img/I_Peridotite_13.jpg"" style=""width:8cm; height:7.58cm;""><p>What type of rock is this?</p>","6","class_response","1","test","22","Peridotite","Peridotite","13","true","7","7","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","183","2.0.0","695588","60f4a8cec0899207895635cb","4","10","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","22","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","184","2.0.0","696761","60f4a8cec0899207895635cb","4","10","1170","","","","","","","","","<img src= ""rock_img/I_Pumice_04.jpg"" style=""width:8cm; height:6.819999999999999cm;""><p>What type of rock is this?</p>","7","class_response","1","test","23","Pumice","Pumice","04","true","8","8","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","185","2.0.0","697264","60f4a8cec0899207895635cb","4","10","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","23","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","186","2.0.0","698708","60f4a8cec0899207895635cb","4","10","1442","","","","","","","","","<img src= ""rock_img/I_Obsidian_14.jpg"" style=""width:8cm; height:7.64cm;""><p>What type of rock is this?</p>","4","class_response","1","test","24","Obsidian","Obsidian","14","true","5","5","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","187","2.0.0","699211","60f4a8cec0899207895635cb","4","10","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","24","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","188","2.0.0","700456","60f4a8cec0899207895635cb","4","10","1242","","","","","","","","","<img src= ""rock_img/I_Obsidian_09.jpg"" style=""width:8cm; height:5cm;""><p>What type of rock is this?</p>","4","class_response","1","test","25","Obsidian","Obsidian","09","true","5","5","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","189","2.0.0","700958","60f4a8cec0899207895635cb","4","10","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","25","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","190","2.0.0","707864","60f4a8cec0899207895635cb","4","10","6903","","","","","","","","","<img src= ""rock_img/I_Andesite_01.jpg"" style=""width:8cm; height:5.87cm;""><p>What type of rock is this?</p>","0","class_response","1","test","26","Andesite","Andesite","01","true","1","1","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","191","2.0.0","708367","60f4a8cec0899207895635cb","4","10","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","26","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","192","2.0.0","709839","60f4a8cec0899207895635cb","4","10","1469","","","","","","","","","<img src= ""rock_img/I_Pumice_08.jpg"" style=""width:8cm; height:6.67cm;""><p>What type of rock is this?</p>","7","class_response","1","test","27","Pumice","Pumice","08","true","8","8","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","193","2.0.0","710342","60f4a8cec0899207895635cb","4","10","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","27","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","194","2.0.0","713144","60f4a8cec0899207895635cb","4","10","2799","","","","","","","","","<img src= ""rock_img/I_Andesite_14.jpg"" style=""width:8cm; height:5.449999999999999cm;""><p>What type of rock is this?</p>","3","class_response","1","test","28","Gabbro","Andesite","14","false","4","1","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","195","2.0.0","713646","60f4a8cec0899207895635cb","4","10","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","28","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","196","2.0.0","718182","60f4a8cec0899207895635cb","4","10","4534","","","","","","","","","<img src= ""rock_img/I_Diorite_10.jpg"" style=""width:8cm; height:5.949999999999999cm;""><p>What type of rock is this?</p>","2","class_response","1","test","29","Diorite","Diorite","10","true","3","3","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","197","2.0.0","718683","60f4a8cec0899207895635cb","4","10","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","29","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","198","2.0.0","720002","60f4a8cec0899207895635cb","4","10","1316","","","","","","","","","<img src= ""rock_img/I_Obsidian_08.jpg"" style=""width:8cm; height:7.39cm;""><p>What type of rock is this?</p>","4","class_response","1","test","30","Obsidian","Obsidian","08","true","5","5","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","199","2.0.0","720504","60f4a8cec0899207895635cb","4","10","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","30","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","200","2.0.0","723747","60f4a8cec0899207895635cb","4","10","3241","","","","","","","","","<img src= ""rock_img/I_Diorite_13.jpg"" style=""width:8cm; height:6.29cm;""><p>What type of rock is this?</p>","0","class_response","1","test","31","Andesite","Diorite","13","false","1","3","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","201","2.0.0","724251","60f4a8cec0899207895635cb","4","10","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","31","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","202","2.0.0","727095","60f4a8cec0899207895635cb","4","10","2841","","","","","","","","","<img src= ""rock_img/I_Pegmatite_08.jpg"" style=""width:8cm; height:7.68cm;""><p>What type of rock is this?</p>","5","class_response","1","test","32","Pegmatite","Pegmatite","08","true","6","6","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","203","2.0.0","727597","60f4a8cec0899207895635cb","4","10","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","32","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","204","2.0.0","728884","60f4a8cec0899207895635cb","4","10","1284","","","","","","","","","<img src= ""rock_img/I_Pumice_06.jpg"" style=""width:8cm; height:6.9399999999999995cm;""><p>What type of rock is this?</p>","7","class_response","1","test","33","Pumice","Pumice","06","true","8","8","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","205","2.0.0","729387","60f4a8cec0899207895635cb","4","10","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","33","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","206","2.0.0","731945","60f4a8cec0899207895635cb","4","10","2556","","","","","","","","","<img src= ""rock_img/I_Peridotite_14.jpg"" style=""width:8cm; height:5.3cm;""><p>What type of rock is this?</p>","3","class_response","1","test","34","Gabbro","Peridotite","14","false","4","7","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","207","2.0.0","732447","60f4a8cec0899207895635cb","4","10","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","34","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","208","2.0.0","735739","60f4a8cec0899207895635cb","4","10","3289","","","","","","","","","<img src= ""rock_img/I_Gabbro_03.jpg"" style=""width:8cm; height:8.52cm;""><p>What type of rock is this?</p>","5","class_response","1","test","35","Pegmatite","Gabbro","03","false","6","4","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","209","2.0.0","736240","60f4a8cec0899207895635cb","4","10","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","35","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","210","2.0.0","738932","60f4a8cec0899207895635cb","4","10","2689","","","","","","","","","<img src= ""rock_img/I_Pegmatite_15.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>","6","class_response","1","test","36","Peridotite","Pegmatite","15","false","7","6","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","211","2.0.0","739435","60f4a8cec0899207895635cb","4","10","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","36","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","212","2.0.0","742036","60f4a8cec0899207895635cb","4","10","2599","","","","","","","","","<img src= ""rock_img/I_Basalt_09.jpg"" style=""width:8cm; height:6.2cm;""><p>What type of rock is this?</p>","1","class_response","1","test","37","Basalt","Basalt","09","true","2","2","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","213","2.0.0","742540","60f4a8cec0899207895635cb","4","10","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","37","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","214","2.0.0","744191","60f4a8cec0899207895635cb","4","10","1648","","","","","","","","","<img src= ""rock_img/I_Gabbro_10.jpg"" style=""width:8cm; height:5.680000000000001cm;""><p>What type of rock is this?</p>","1","class_response","1","test","38","Basalt","Gabbro","10","false","2","4","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","215","2.0.0","744694","60f4a8cec0899207895635cb","4","10","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","38","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","216","2.0.0","746673","60f4a8cec0899207895635cb","4","10","1976","","","","","","","","","<img src= ""rock_img/I_Pumice_16.jpg"" style=""width:8cm; height:6.79cm;""><p>What type of rock is this?</p>","7","class_response","1","test","39","Pumice","Pumice","16","true","8","8","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","217","2.0.0","747175","60f4a8cec0899207895635cb","4","10","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","39","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","218","2.0.0","748959","60f4a8cec0899207895635cb","4","10","1782","","","","","","","","","<img src= ""rock_img/I_Gabbro_14.jpg"" style=""width:8cm; height:8.48cm;""><p>What type of rock is this?</p>","1","class_response","1","test","40","Basalt","Gabbro","14","false","2","4","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","219","2.0.0","749463","60f4a8cec0899207895635cb","4","10","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","40","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","220","2.0.0","751596","60f4a8cec0899207895635cb","4","10","2131","","","","","","","","","<img src= ""rock_img/I_Diorite_08.jpg"" style=""width:8cm; height:6.37cm;""><p>What type of rock is this?</p>","2","class_response","1","test","41","Diorite","Diorite","08","true","3","3","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","221","2.0.0","752099","60f4a8cec0899207895635cb","4","10","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","41","","","","","","","","","","","","","","","","","","","","","","",""
