participant,condition,date,expName,psychopyVersion,OS,frameRate,block,phase,trial,learn_mouse.x,learn_mouse.y,learn_mouse.leftButton,learn_mouse.midButton,learn_mouse.rightButton,learn_mouse.time,learn_mouse.clicked_name,cat,token,row,col,t_select,cat_rec,token_rec,cat_mouse_l.x,cat_mouse_l.y,cat_mouse_l.leftButton,cat_mouse_l.midButton,cat_mouse_l.rightButton,cat_mouse_l.time,cat_mouse_l.clicked_name,resp,t_resp,corr,train_trials.thisRepN,train_trials.thisTrialN,train_trials.thisN,train_trials.thisIndex,train_trials.ran,cat_mouse_t.x,cat_mouse_t.y,cat_mouse_t.leftButton,cat_mouse_t.midButton,cat_mouse_t.rightButton,cat_mouse_t.time,cat_mouse_t.clicked_name,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,test_trials.order
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,10,-0.499305556,0.109027778,1,0,0,1.0604,Peridotite_13,7,13,4,1,1.06,4,08,0.120833333,-0.397222222,1,0,0,3.463,Peridotite_rect,7,3.463,1,9,0,9,0,1,,,,,,,,,,,,,,,,,,,
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,11,-0.043055556,0.088888889,1,0,0,1.6747,Peridotite_05,7,05,4,4,1.675,5,02,-0.102777778,-0.232638889,1,0,0,1.3299,Basalt_rect,2,1.33,0,10,0,10,0,1,,,,,,,,,,,,,,,,,,,
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,12,-0.1,0.089583333,1,0,0,0.8584,Peridotite_05,7,05,4,4,0.858,8,15,0.159027778,-0.395833333,1,0,0,2.6,Peridotite_rect,7,2.6,1,11,0,11,0,1,,,,,,,,,,,,,,,,,,,
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,13,-0.555555556,0.072222222,1,0,0,1.2397,Peridotite_13,7,13,4,1,1.24,6,06,0.061111111,-0.392361111,1,0,0,0.9602,Peridotite_rect,7,0.96,1,12,0,12,0,1,,,,,,,,,,,,,,,,,,,
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,14,0.055555556,0.088194444,1,0,0,2.2074,Gabbro_16,4,16,4,5,2.207,4,14,0.101388889,-0.264583333,1,0,0,2.9141,Diorite_rect,3,2.914,0,13,0,13,0,1,,,,,,,,,,,,,,,,,,,
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,15,-0.518055556,0.084027778,1,0,0,0.8,Peridotite_13,7,13,4,1,0.8,1,16,0.131944444,-0.3875,1,0,0,1.4332,Peridotite_rect,7,1.433,1,14,0,14,0,1,,,,,,,,,,,,,,,,,,,
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,1,1,16,-0.377777778,0.1125,1,0,0,1.0921,Pegmatite_13,6,13,4,2,1.092,6,13,-0.095833333,-0.391666667,1,0,0,8.1302,Pegmatite_rect,6,8.13,1,15,0,15,0,1,,,,,,,,,,,,,,,,,,,
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,1,2,1,,,,,,,,3,08,,,,,,,,,,,,,3,4.695,1,,,,,,0.070138889,-0.266666667,1,0,0,4.6954,Diorite_rect,0,0,0,0,1,,,,,,,
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,1,2,2,,,,,,,,5,11,,,,,,,,,,,,,3,1.029,0,,,,,,0.135416667,-0.234722222,1,0,0,1.0291,Diorite_rect,1,0,1,0,1,,,,,,,
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,1,2,3,,,,,,,,4,01,,,,,,,,,,,,,2,0.672,0,,,,,,-0.104861111,-0.246527778,1,0,0,0.6724,Basalt_rect,2,0,2,0,1,,,,,,,
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,1,2,4,,,,,,,,7,07,,,,,,,,,,,,,7,1.201,1,,,,,,0.093055556,-0.384722222,1,0,0,1.2014,Peridotite_rect,3,0,3,0,1,,,,,,,
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,1,2,5,,,,,,,,1,06,,,,,,,,,,,,,4,3.335,0,,,,,,0.429166667,-0.235416667,1,0,0,3.3348,Gabbro_rect,4,0,4,0,1,,,,,,,
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,1,2,6,,,,,,,,8,14,,,,,,,,,,,,,3,0.959,0,,,,,,0.126388889,-0.241666667,1,0,0,0.959,Diorite_rect,5,0,5,0,1,,,,,,,
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,1,2,7,,,,,,,,3,15,,,,,,,,,,,,,6,1.008,0,,,,,,-0.095138889,-0.404861111,1,0,0,1.0081,Pegmatite_rect,6,0,6,0,1,,,,,,,
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,1,2,8,,,,,,,,1,09,,,,,,,,,,,,,7,0.502,0,,,,,,0.048611111,-0.39375,1,0,0,0.5021,Peridotite_rect,7,0,7,0,1,,,,,,,
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,1,2,9,,,,,,,,5,14,,,,,,,,,,,,,2,1.926,0,,,,,,-0.091666667,-0.266666667,1,0,0,1.9258,Basalt_rect,8,0,8,0,1,,,,,,,
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,1,2,10,,,,,,,,8,03,,,,,,,,,,,,,5,1.42,0,,,,,,-0.413194444,-0.4,1,0,0,1.4201,Obsidian_rect,9,0,9,0,1,,,,,,,
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,1,2,11,,,,,,,,7,04,,,,,,,,,,,,,3,1.154,0,,,,,,0.082638889,-0.259722222,1,0,0,1.1538,Diorite_rect,10,0,10,0,1,,,,,,,
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,1,2,12,,,,,,,,2,02,,,,,,,,,,,,,4,0.652,0,,,,,,0.360416667,-0.260416667,1,0,0,0.6522,Gabbro_rect,11,0,11,0,1,,,,,,,
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,1,2,13,,,,,,,,2,16,,,,,,,,,,,,,8,0.499,0,,,,,,0.4125,-0.40625,1,0,0,0.4994,Pumice_rect,12,0,12,0,1,,,,,,,
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,1,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,4,14,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,1,16,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,3,09,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,6,16,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,7,08,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,1,10,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,3,13,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,1,02,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,4,13,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,5,09,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,4,05,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,8,15,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,6,05,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,8,16,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,5,12,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,5,02,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,5,10,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,8,09,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,2,14,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,4,08,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,2,06,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,8,05,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,5,04,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,7,15,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,7,13,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,6,13,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,3,10,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,7,05,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,4,16,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,2,08,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,1,11,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,1,03,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,2,05,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,8,08,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,2,09,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,6,09,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,6,07,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,5,16,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,7,10,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,2,12,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,3,02,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,3,06,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,4,03,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,7,02,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,8,06,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,1,14,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,3,11,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,6,06,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,4,14,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,1,16,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,3,09,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,6,16,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,7,08,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,1,10,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,3,13,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,1,02,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,4,13,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,5,09,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,4,05,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,8,15,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
663c900282e0f14225eae01e,SCR,2024-06-24_16h37.13.200,LearnStrategy,2023.2.3,Win32,59.88023952,,,,,,,,,,,6,05,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,0,0,0,0,1,8,15
