participant,condition,date,expName,psychopyVersion,OS,frameRate,block,phase,trial,learn_mouse.x,learn_mouse.y,learn_mouse.leftButton,learn_mouse.midButton,learn_mouse.rightButton,learn_mouse.time,learn_mouse.clicked_name,cat,token,row,col,t_select,cat_rec,token_rec,cat_mouse_l.x,cat_mouse_l.y,cat_mouse_l.leftButton,cat_mouse_l.midButton,cat_mouse_l.rightButton,cat_mouse_l.time,cat_mouse_l.clicked_name,resp,t_resp,corr,train_trials.thisRepN,train_trials.thisTrialN,train_trials.thisN,train_trials.thisIndex,train_trials.ran,cat_mouse_t.x,cat_mouse_t.y,cat_mouse_t.leftButton,cat_mouse_t.midButton,cat_mouse_t.rightButton,cat_mouse_t.time,cat_mouse_t.clicked_name,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran,Bonus,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,train_trials.order
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,1,1,10,-0.21652771,0.390740728,1,0,0,1.2117,Basalt_01,2,01,6,3,1.212,2,01,0.114953766,-0.244444504,1,0,0,1.0424,Diorite_rect,3,1.042,0,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,1,1,11,-0.048009186,0.12407402,1,0,0,0.8145,Andesite_01,1,01,4,4,0.815,1,01,-0.149861069,-0.230555496,1,0,0,0.6536,Basalt_rect,2,0.654,0,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,1,1,12,-0.356342583,-0.395370407,1,0,0,1.0501,Diorite_16,3,16,1,2,1.05,3,16,0.174213028,-0.401851959,1,0,0,1.5711,Peridotite_rect,7,1.571,0,11,0,11,0,1,,,,,,,,,,,,,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,1,1,13,0.227916718,-0.245370407,1,0,0,0.7944,Gabbro_12,4,12,2,6,0.794,4,12,0.188101883,-0.255555573,1,0,0,1.0583,Diorite_rect,3,1.058,0,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,1,1,14,-0.223935165,-0.079629669,1,0,0,0.8043,Peridotite_04,7,04,3,3,0.804,7,04,-0.11652771,-0.24722229,1,0,0,0.9022,Basalt_rect,2,0.902,0,13,0,13,0,1,,,,,,,,,,,,,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,1,1,15,-0.234120331,0.091666641,1,0,0,0.8925,Diorite_15,3,15,4,3,0.893,3,15,0.121435242,-0.381481552,1,0,0,1.5744,Peridotite_rect,7,1.574,0,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,1,1,16,0.088101883,-0.424074173,1,0,0,1.3267,Obsidian_14,5,14,1,5,1.327,5,14,0.467731476,-0.25,1,0,0,0.6238,Gabbro_rect,4,0.624,0,15,0,15,0,1,,,,,,,,,,,,,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,1,2,1,,,,,,,,3,08,,,,,,,,,,,,,3,8.264,1,,,,,,0.176064835,-0.232407532,1,0,0,8.2636,Diorite_rect,0,0,0,0,1,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,1,2,2,,,,,,,,7,02,,,,,,,,,,,,,7,8.47,1,,,,,,0.136250076,-0.405555573,1,0,0,8.4704,Peridotite_rect,1,0,1,0,1,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,1,2,3,,,,,,,,6,13,,,,,,,,,,,,,6,7.174,1,,,,,,-0.060046234,-0.386111069,1,0,0,7.1737,Pegmatite_rect,2,0,2,0,1,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,1,2,4,,,,,,,,4,01,,,,,,,,,,,,,1,5.661,0,,,,,,-0.373935165,-0.229629745,1,0,0,5.661,Andesite_rect,3,0,3,0,1,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,1,2,5,,,,,,,,3,06,,,,,,,,,,,,,4,3.903,0,,,,,,0.454768524,-0.239814758,1,0,0,3.9025,Gabbro_rect,4,0,4,0,1,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,1,2,6,,,,,,,,1,10,,,,,,,,,,,,,2,6.01,0,,,,,,-0.161898041,-0.262963028,1,0,0,6.01,Basalt_rect,5,0,5,0,1,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,1,2,7,,,,,,,,7,16,,,,,,,,,,,,,7,3.497,1,,,,,,0.155694504,-0.381481552,1,0,0,3.4965,Peridotite_rect,6,0,6,0,1,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,1,2,8,,,,,,,,5,16,,,,,,,,,,,,,5,4.516,1,,,,,,-0.323935165,-0.409259338,1,0,0,4.5163,Obsidian_rect,7,0,7,0,1,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,1,2,9,,,,,,,,6,10,,,,,,,,,,,,,7,5.986,0,,,,,,0.114027863,-0.389814835,1,0,0,5.986,Peridotite_rect,8,0,8,0,1,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,1,2,10,,,,,,,,4,05,,,,,,,,,,,,,7,9.371,0,,,,,,0.090879669,-0.409259338,1,0,0,9.371,Peridotite_rect,9,0,9,0,1,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,1,2,11,,,,,,,,5,07,,,,,,,,,,,,,5,5.547,1,,,,,,-0.348935165,-0.386111069,1,0,0,5.5472,Obsidian_rect,10,0,10,0,1,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,1,2,12,,,,,,,,8,09,,,,,,,,,,,,,8,6.57,1,,,,,,0.420509338,-0.418518524,1,0,0,6.57,Pumice_rect,11,0,11,0,1,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,1,2,13,,,,,,,,1,11,,,,,,,,,,,,,3,6.278,0,,,,,,0.142731552,-0.25092598,1,0,0,6.2782,Diorite_rect,12,0,12,0,1,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,1,2,14,,,,,,,,8,04,,,,,,,,,,,,,8,1.949,1,,,,,,0.380694504,-0.410185318,1,0,0,1.9486,Pumice_rect,13,0,13,0,1,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,1,2,15,,,,,,,,2,05,,,,,,,,,,,,,2,3.955,1,,,,,,-0.128564758,-0.260185242,1,0,0,3.9546,Basalt_rect,14,0,14,0,1,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,1,2,16,,,,,,,,2,04,,,,,,,,,,,,,4,8.821,0,,,,,,0.373287125,-0.245370407,1,0,0,8.8212,Gabbro_rect,15,0,15,0,1,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,2,1,1,0.245509338,-0.086111145,1,0,0,3.2088,Gabbro_13,4,13,3,6,3.209,4,13,-0.111898041,-0.245370407,1,0,0,2.0072,Basalt_rect,2,2.007,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,2,1,2,-0.236898117,0.087962914,1,0,0,1.247,Diorite_15,3,15,4,3,1.247,3,15,0.117731552,-0.269444504,1,0,0,1.2068,Diorite_rect,3,1.207,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,2,1,3,0.221435242,0.234259243,1,0,0,0.994,Pegmatite_08,6,08,5,6,0.994,6,08,0.10847229,-0.410185318,1,0,0,1.5714,Peridotite_rect,7,1.571,0,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,2,1,4,0.572360992,0.114814796,1,0,0,1.1111,Pegmatite_09,6,09,4,8,1.111,6,09,0.18347229,-0.245370407,1,0,0,10.2576,Diorite_rect,3,10.258,0,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,2,1,5,-0.377638855,-0.100925941,1,0,0,0.7594,Diorite_10,3,10,3,2,0.759,3,10,0.146435242,-0.2435186,1,0,0,2.8955,Diorite_rect,3,2.895,1,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,2,1,6,-0.265601807,-0.438888931,1,0,0,1.5279,Basalt_12,2,12,1,3,1.528,2,12,0.438101959,-0.411111069,1,0,0,1.5717,Pumice_rect,8,1.572,0,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,2,1,7,0.579768524,0.290740738,1,0,0,0.924,Andesite_03,1,03,5,8,0.924,1,03,0.164953766,-0.262037048,1,0,0,2.4162,Diorite_rect,3,2.416,0,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,2,1,8,-0.233194504,0.387037029,1,0,0,0.8038,Basalt_01,2,01,6,3,0.804,2,01,-0.177638855,-0.252777786,1,0,0,1.2278,Basalt_rect,2,1.228,1,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,2,1,9,0.566805573,0.402777777,1,0,0,1.4733,Basalt_06,2,06,6,8,1.473,2,06,-0.331342621,-0.401851959,1,0,0,0.7971,Obsidian_rect,5,0.797,0,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,2,1,10,-0.557268486,-0.275,1,0,0,1.6399,Gabbro_11,4,11,2,1,1.64,4,11,0.088101883,-0.258333359,1,0,0,1.8057,Diorite_rect,3,1.806,0,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,2,1,11,-0.555416641,-0.236111145,1,0,0,1.1292,Gabbro_11,4,11,2,1,1.129,4,11,-0.32671299,-0.248148193,1,0,0,2.2055,Andesite_rect,1,2.206,0,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,2,1,12,-0.098935242,-0.391666718,1,0,0,0.9447,Gabbro_09,4,09,1,4,0.945,4,09,-0.348009224,-0.246296387,1,0,0,1.9118,Andesite_rect,1,1.912,0,11,0,11,0,1,,,,,,,,,,,,,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,2,1,13,0.593657532,0.3,1,0,0,1.2136,Andesite_03,1,03,5,8,1.214,1,03,0.143657455,-0.244444504,1,0,0,1.7664,Diorite_rect,3,1.766,0,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,2,1,14,-0.263749962,-0.100000038,1,0,0,0.8875,Peridotite_04,7,04,3,3,0.888,7,04,-0.124861069,-0.386111069,1,0,0,1.5762,Pegmatite_rect,6,1.576,0,13,0,13,0,1,,,,,,,,,,,,,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,2,1,15,-0.399861069,0.238888874,1,0,0,0.8605,Andesite_07,1,07,5,2,0.861,1,07,0.126064835,-0.251851959,1,0,0,2.7032,Diorite_rect,3,2.703,0,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,2,1,16,0.375138931,-0.230555496,1,0,0,1.126,Andesite_05,1,05,2,7,1.126,1,05,0.399212952,-0.238888931,1,0,0,1.0667,Gabbro_rect,4,1.067,0,15,0,15,0,1,,,,,,,,,,,,,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,2,2,1,,,,,,,,5,08,,,,,,,,,,,,,5,9.931,1,,,,,,-0.358194427,-0.402777786,1,0,0,9.9313,Obsidian_rect,0,0,0,0,1,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,2,2,2,,,,,,,,2,02,,,,,,,,,,,,,2,9.768,1,,,,,,-0.159120255,-0.25,1,0,0,9.7683,Basalt_rect,1,0,1,0,1,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,2,2,3,,,,,,,,8,06,,,,,,,,,,,,,2,7.821,0,,,,,,-0.134120255,-0.263888931,1,0,0,7.8205,Basalt_rect,2,0,2,0,1,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,2,2,4,,,,,,,,7,05,,,,,,,,,,,,,6,5.237,0,,,,,,-0.129490738,-0.410185318,1,0,0,5.2375,Pegmatite_rect,3,0,3,0,1,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,2,2,5,,,,,,,,3,13,,,,,,,,,,,,,6,9.828,0,,,,,,-0.073009186,-0.407407532,1,0,0,9.8281,Pegmatite_rect,4,0,4,0,1,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,2,2,6,,,,,,,,2,09,,,,,,,,,,,,,4,1.349,0,,,,,,0.363101807,-0.263888931,1,0,0,1.3491,Gabbro_rect,5,0,5,0,1,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,2,2,7,,,,,,,,8,16,,,,,,,,,,,,,2,4.124,0,,,,,,-0.126712952,-0.242592621,1,0,0,4.1235,Basalt_rect,6,0,6,0,1,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,2,2,8,,,,,,,,6,03,,,,,,,,,,,,,6,4.153,1,,,,,,-0.089675827,-0.40092598,1,0,0,4.1527,Pegmatite_rect,7,0,7,0,1,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,2,2,9,,,,,,,,6,07,,,,,,,,,,,,,6,1.599,1,,,,,,-0.172083282,-0.405555573,1,0,0,1.5987,Pegmatite_rect,8,0,8,0,1,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,2,2,10,,,,,,,,1,09,,,,,,,,,,,,,4,3.741,0,,,,,,0.407546387,-0.232407532,1,0,0,3.7408,Gabbro_rect,9,0,9,0,1,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,2,2,11,,,,,,,,4,03,,,,,,,,,,,,,1,3.964,0,,,,,,-0.382268486,-0.2435186,1,0,0,3.9644,Andesite_rect,10,0,10,0,1,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,2,2,12,,,,,,,,4,08,,,,,,,,,,,,,3,5.187,0,,,,,,0.173287125,-0.254629745,1,0,0,5.1872,Diorite_rect,11,0,11,0,1,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,2,2,13,,,,,,,,1,16,,,,,,,,,,,,,3,4.379,0,,,,,,0.08717598,-0.25092598,1,0,0,4.3791,Diorite_rect,12,0,12,0,1,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,2,2,14,,,,,,,,5,04,,,,,,,,,,,,,5,2.014,1,,,,,,-0.393379593,-0.395370407,1,0,0,2.0144,Obsidian_rect,13,0,13,0,1,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,2,2,15,,,,,,,,3,14,,,,,,,,,,,,,1,2.894,0,,,,,,-0.423009224,-0.25,1,0,0,2.8935,Andesite_rect,14,0,14,0,1,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,2,2,16,,,,,,,,7,15,,,,,,,,,,,,,6,2.103,0,,,,,,-0.144305496,-0.405555573,1,0,0,2.1031,Pegmatite_rect,15,0,15,0,1,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,3,1,1,-0.090601807,-0.42222229,1,0,0,1.3285,Gabbro_09,4,09,1,4,1.328,4,09,0.061250076,-0.253703766,1,0,0,1.4162,Diorite_rect,3,1.416,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,3,1,2,0.514953766,0.092592583,1,0,0,1.1398,Pegmatite_09,6,09,4,8,1.14,6,09,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,2,0,2,0,1,8,15
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,2,0,2,0,1,8,15
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,,,,,,,,,,,5,06,1,1,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,2,0,2,0,1,8,15
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,,,,,,,,,,,3,16,1,2,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,2,0,2,0,1,8,15
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,,,,,,,,,,,2,12,1,3,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,2,0,2,0,1,8,15
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,,,,,,,,,,,4,09,1,4,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,2,0,2,0,1,8,15
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,,,,,,,,,,,5,14,1,5,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,2,0,2,0,1,8,15
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,,,,,,,,,,,7,08,1,6,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,2,0,2,0,1,8,15
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,,,,,,,,,,,5,09,1,7,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,2,0,2,0,1,8,15
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,,,,,,,,,,,2,16,1,8,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,2,0,2,0,1,8,15
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,,,,,,,,,,,4,11,2,1,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,2,0,2,0,1,8,15
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,,,,,,,,,,,8,02,2,2,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,2,0,2,0,1,8,15
5ecbfc627a51250bfb1f297f,SCR,2024-06-11_16h39.08.325,LearnStrategy,2023.2.3,Win32,60.60606061,,,,,,,,,,,7,10,2,3,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,2,0,2,0,1,8,15
