participant,condition,date,expName,psychopyVersion,OS,frameRate,block,phase,trial,learn_mouse_2.x,learn_mouse_2.y,learn_mouse_2.leftButton,learn_mouse_2.midButton,learn_mouse_2.rightButton,learn_mouse_2.time,learn_mouse_2.clicked_name,cat,token,row,col,t_select,cat_mouse_l.x,cat_mouse_l.y,cat_mouse_l.leftButton,cat_mouse_l.midButton,cat_mouse_l.rightButton,cat_mouse_l.time,cat_mouse_l.clicked_name,resp,t_resp,corr,train_trials.thisRepN,train_trials.thisTrialN,train_trials.thisN,train_trials.thisIndex,train_trials.ran,cat_mouse_t.x,cat_mouse_t.y,cat_mouse_t.leftButton,cat_mouse_t.midButton,cat_mouse_t.rightButton,cat_mouse_t.time,cat_mouse_t.clicked_name,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran,Bonus,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,test_trials.order
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,1,1,10,0.005555556,-0.008333333,1,0,0,0.888,rock_grid_rect_2,8,02,-1,-1,0.888,0.424074074,-0.400925926,1,0,0,1.5274,Pumice_rect,8,1.527,1,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,1,1,11,-0.076851852,0.012962963,1,0,0,0.8544,rock_grid_rect_2,7,12,-1,-1,0.854,0.100925926,-0.251851852,1,0,0,4.04,Diorite_rect,3,4.04,0,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,1,1,12,0.010185185,-0.009259259,1,0,0,0.9511,rock_grid_rect_2,7,14,-1,-1,0.951,0.421296296,-0.231481481,1,0,0,2.1995,Gabbro_rect,4,2.2,0,11,0,11,0,1,,,,,,,,,,,,,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,1,1,13,-0.007407407,-0.014814815,1,0,0,0.7559,rock_grid_rect_2,4,16,-1,-1,0.756,-0.381481481,-0.242592593,1,0,0,1.5741,Andesite_rect,1,1.574,0,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,1,1,14,-0.023148148,-0.008333333,1,0,0,0.7563,rock_grid_rect_2,5,12,-1,-1,0.756,-0.387037037,-0.398148148,1,0,0,1.3696,Obsidian_rect,5,1.37,1,13,0,13,0,1,,,,,,,,,,,,,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,1,1,15,-0.018518519,-0.014814815,1,0,0,0.8676,rock_grid_rect_2,3,14,-1,-1,0.868,0.409259259,-0.407407407,1,0,0,1.776,Pumice_rect,8,1.776,0,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,1,1,16,-0.037962963,0.005555556,1,0,0,0.7698,rock_grid_rect_2,1,10,-1,-1,0.77,0.098148148,-0.408333333,1,0,0,2.1944,Peridotite_rect,7,2.194,0,15,0,15,0,1,,,,,,,,,,,,,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,1,2,1,,,,,,,,4,08,,,,,,,,,,,1,5.526,0,,,,,,-0.361111111,-0.25462963,1,0,0,5.5258,Andesite_rect,0,0,0,0,1,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,1,2,2,,,,,,,,2,12,,,,,,,,,,,8,3.926,0,,,,,,0.367592593,-0.4,1,0,0,3.9258,Pumice_rect,1,0,1,0,1,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,1,2,3,,,,,,,,6,12,,,,,,,,,,,3,1.888,0,,,,,,0.131481481,-0.252777778,1,0,0,1.888,Diorite_rect,2,0,2,0,1,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,1,2,4,,,,,,,,5,08,,,,,,,,,,,5,1.112,1,,,,,,-0.413888889,-0.4,1,0,0,1.1123,Obsidian_rect,3,0,3,0,1,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,1,2,5,,,,,,,,3,02,,,,,,,,,,,2,5.021,0,,,,,,-0.09537037,-0.262962963,1,0,0,5.0209,Basalt_rect,4,0,4,0,1,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,1,2,6,,,,,,,,8,09,,,,,,,,,,,8,1.361,1,,,,,,0.364814815,-0.411111111,1,0,0,1.3613,Pumice_rect,5,0,5,0,1,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,1,2,7,,,,,,,,6,10,,,,,,,,,,,6,3.612,1,,,,,,-0.214814815,-0.401851852,1,0,0,3.6122,Pegmatite_rect,6,0,6,0,1,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,1,2,8,,,,,,,,1,03,,,,,,,,,,,2,1.228,0,,,,,,-0.131481481,-0.239814815,1,0,0,1.2283,Basalt_rect,7,0,7,0,1,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,1,2,9,,,,,,,,5,07,,,,,,,,,,,5,1.19,1,,,,,,-0.407407407,-0.408333333,1,0,0,1.1903,Obsidian_rect,8,0,8,0,1,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,1,2,10,,,,,,,,2,16,,,,,,,,,,,1,1.464,0,,,,,,-0.363888889,-0.22962963,1,0,0,1.4643,Andesite_rect,9,0,9,0,1,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,1,2,11,,,,,,,,4,12,,,,,,,,,,,2,1.217,0,,,,,,-0.09537037,-0.253703704,1,0,0,1.2166,Basalt_rect,10,0,10,0,1,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,1,2,12,,,,,,,,8,14,,,,,,,,,,,8,1.055,1,,,,,,0.406481481,-0.383333333,1,0,0,1.0554,Pumice_rect,11,0,11,0,1,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,1,2,13,,,,,,,,1,14,,,,,,,,,,,4,3.707,0,,,,,,0.321296296,-0.25462963,1,0,0,3.7071,Gabbro_rect,12,0,12,0,1,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,1,2,14,,,,,,,,7,08,,,,,,,,,,,8,1.083,0,,,,,,0.360185185,-0.411111111,1,0,0,1.0833,Pumice_rect,13,0,13,0,1,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,1,2,15,,,,,,,,3,11,,,,,,,,,,,7,1.626,0,,,,,,0.094444444,-0.399074074,1,0,0,1.6265,Peridotite_rect,14,0,14,0,1,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,1,2,16,,,,,,,,7,06,,,,,,,,,,,3,2.916,0,,,,,,0.144444444,-0.266666667,1,0,0,2.9159,Diorite_rect,15,0,15,0,1,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,2,1,1,0.036111111,0.010185185,1,0,0,1.2905,rock_grid_rect_2,3,08,-1,-1,1.291,-0.184259259,-0.25462963,1,0,0,5.6469,Basalt_rect,2,5.647,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,2,1,2,-0.023148148,-0.011111111,1,0,0,0.9715,rock_grid_rect_2,7,02,-1,-1,0.971,0.309259259,-0.253703704,1,0,0,2.5054,Gabbro_rect,4,2.505,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,2,1,3,-0.075,-0.006481481,1,0,0,0.8389,rock_grid_rect_2,2,04,-1,-1,0.839,-0.115740741,-0.248148148,1,0,0,2.3501,Basalt_rect,2,2.35,1,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,2,1,4,0.05,-0.00462963,1,0,0,0.937,rock_grid_rect_2,3,12,-1,-1,0.937,0.337037037,-0.24537037,1,0,0,2.9303,Gabbro_rect,4,2.93,0,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,2,1,5,0.015740741,-0.003703704,1,0,0,0.7426,rock_grid_rect_2,6,16,-1,-1,0.743,-0.115740741,-0.25,1,0,0,2.5006,Basalt_rect,2,2.501,0,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,2,1,6,-0.017592593,0.010185185,1,0,0,0.797,rock_grid_rect_2,1,05,-1,-1,0.797,0.130555556,-0.263888889,1,0,0,1.8542,Diorite_rect,3,1.854,0,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,2,1,7,-0.018518519,-0.009259259,1,0,0,0.7986,rock_grid_rect_2,7,14,-1,-1,0.799,-0.097222222,-0.39537037,1,0,0,2.5276,Pegmatite_rect,6,2.528,0,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,2,1,8,-0.02037037,0.015740741,1,0,0,0.7075,rock_grid_rect_2,3,08,-1,-1,0.708,0.094444444,-0.387037037,1,0,0,3.6179,Peridotite_rect,7,3.618,0,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,2,1,9,-0.061111111,0.024074074,1,0,0,0.6453,rock_grid_rect_2,2,10,-1,-1,0.645,-0.337037037,-0.39537037,1,0,0,1.7431,Obsidian_rect,5,1.743,0,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,2,1,10,-0.056481481,-0.016666667,1,0,0,1.061,rock_grid_rect_2,4,14,-1,-1,1.061,-0.088888889,-0.246296296,1,0,0,1.1333,Basalt_rect,2,1.133,0,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,2,1,11,-0.035185185,-0.009259259,1,0,0,0.8326,rock_grid_rect_2,1,02,-1,-1,0.833,0.353703704,-0.244444444,1,0,0,3.0446,Gabbro_rect,4,3.045,0,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,2,1,12,-0.069444444,-0.012037037,1,0,0,0.7073,rock_grid_rect_2,2,04,-1,-1,0.707,-0.058333333,-0.262037037,1,0,0,4.6813,Basalt_rect,2,4.681,1,11,0,11,0,1,,,,,,,,,,,,,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,2,1,13,-0.050925926,0.005555556,1,0,0,0.7143,rock_grid_rect_2,4,14,-1,-1,0.714,-0.073148148,-0.237037037,1,0,0,1.554,Basalt_rect,2,1.554,0,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,2,1,14,-0.058333333,-0.008333333,1,0,0,0.6381,rock_grid_rect_2,4,11,-1,-1,0.638,-0.090740741,-0.238888889,1,0,0,1.4892,Basalt_rect,2,1.489,0,13,0,13,0,1,,,,,,,,,,,,,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,2,1,15,-0.023148148,-0.018518519,1,0,0,0.8037,rock_grid_rect_2,1,06,-1,-1,0.804,0.342592593,-0.244444444,1,0,0,1.264,Gabbro_rect,4,1.264,0,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,2,1,16,0,0.000925926,1,0,0,0.6797,rock_grid_rect_2,7,13,-1,-1,0.68,0.132407407,-0.393518519,1,0,0,1.9524,Peridotite_rect,7,1.952,1,15,0,15,0,1,,,,,,,,,,,,,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,2,2,1,,,,,,,,4,13,,,,,,,,,,,3,5.364,0,,,,,,0.193518519,-0.249074074,1,0,0,5.3639,Diorite_rect,0,0,0,0,1,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,2,2,2,,,,,,,,7,10,,,,,,,,,,,6,7.258,0,,,,,,-0.051851852,-0.397222222,1,0,0,7.2576,Pegmatite_rect,1,0,1,0,1,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,2,2,3,,,,,,,,2,02,,,,,,,,,,,2,1.336,1,,,,,,-0.087962963,-0.264814815,1,0,0,1.336,Basalt_rect,2,0,2,0,1,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,2,2,4,,,,,,,,5,06,,,,,,,,,,,5,2.035,1,,,,,,-0.396296296,-0.386111111,1,0,0,2.0352,Obsidian_rect,3,0,3,0,1,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,2,2,5,,,,,,,,8,04,,,,,,,,,,,8,0.812,1,,,,,,0.383333333,-0.401851852,1,0,0,0.8115,Pumice_rect,4,0,4,0,1,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,2,2,6,,,,,,,,3,15,,,,,,,,,,,4,2.61,0,,,,,,0.371296296,-0.262037037,1,0,0,2.6098,Gabbro_rect,5,0,5,0,1,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,2,2,7,,,,,,,,7,04,,,,,,,,,,,7,1.474,1,,,,,,0.052777778,-0.382407407,1,0,0,1.4742,Peridotite_rect,6,0,6,0,1,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,2,2,8,,,,,,,,1,16,,,,,,,,,,,3,1.738,0,,,,,,0.112037037,-0.269444444,1,0,0,1.7385,Diorite_rect,7,0,7,0,1,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,2,2,9,,,,,,,,6,05,,,,,,,,,,,5,1.207,0,,,,,,-0.358333333,-0.392592593,1,0,0,1.2072,Obsidian_rect,8,0,8,0,1,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,2,2,10,,,,,,,,5,14,,,,,,,,,,,5,0.715,1,,,,,,-0.358333333,-0.392592593,1,0,0,0.7148,Obsidian_rect,9,0,9,0,1,,,,,,,,
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,2,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,3,16,1,1,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,5,12,1,2,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,6,16,1,3,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,7,14,1,4,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,7,07,1,5,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,3,08,1,6,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,5,09,1,7,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,3,06,1,8,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,4,14,2,1,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,1,07,2,2,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,6,06,2,3,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,1,04,2,4,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,5,11,2,5,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,8,15,2,6,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,4,16,2,7,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,5,04,2,8,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,4,11,3,1,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,4,10,3,2,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
5f4153c1ec3a660ca3fc96ac,TCR,2024-06-24_14h47.17.381,LearnStrategy,2023.2.3,Win32,238.0952381,,,,,,,,,,,6,15,3,3,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,1,0,1,0,1,8,15
