width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_type,trial_index,plugin_version,time_elapsed,subjID,condition,stimID,rt,url,success,value,timeout,failed_images,failed_audio,failed_video,view_history,stimulus,response,trialType,cycle,phase,trial,resp,cat,token,corr,resp_num,cat_num,rt_ref,rt_paired,ref_cat_num,paired_cat_num,ref_cat,paired_cat,text_Pumice,text_Diorite,time_obs,time_resp,text_Andesite,text_Basalt,text_Gabbro,text_Obsidian,time_fb1,time_fb2,text_Peridotite,text_Pegmatite
,,,,,,,,,,,html-button-response,257,2.0.0,1059565,66d74b9d2a9bfcaf3ddbe8a3,4,18,1401,,,,,,,,,"<img src= rock_img/I_Obsidian_04.jpg style=""width:8cm; height:6.930000000000001cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>",0,corr_feedback,2,train,9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,258,2.0.0,1080959,66d74b9d2a9bfcaf3ddbe8a3,4,18,21389,,,,,,,,,"<img src= ""rock_img/I_Gabbro_13.jpg"" style=""width:8cm; height:5.08cm;""><p>What type of rock is this?</p>",5,class_response,2,train,10,Pegmatite,Gabbro,13,FALSE,6,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,259,2.0.0,1082257,66d74b9d2a9bfcaf3ddbe8a3,4,18,1293,,,,,,,,,"<img src= rock_img/I_Gabbro_13.jpg style=""width:8cm; height:5.08cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>",0,corr_feedback,2,train,10,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,260,2.0.0,1090145,66d74b9d2a9bfcaf3ddbe8a3,4,18,7880,,,,,,,,,"<img src= ""rock_img/I_Peridotite_14.jpg"" style=""width:8cm; height:5.3cm;""><p>What type of rock is this?</p>",6,class_response,2,train,11,Peridotite,Peridotite,14,TRUE,7,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,261,2.0.0,1094492,66d74b9d2a9bfcaf3ddbe8a3,4,18,4341,,,,,,,,,"<img src= rock_img/I_Peridotite_14.jpg style=""width:8cm; height:5.3cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>",0,corr_feedback,2,train,11,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,262,2.0.0,1096408,66d74b9d2a9bfcaf3ddbe8a3,4,18,1909,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_16.jpg"" style=""width:8cm; height:5.8cm;""><p>What type of rock is this?</p>",3,class_response,2,train,12,Gabbro,Pegmatite,16,FALSE,4,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,263,2.0.0,1097720,66d74b9d2a9bfcaf3ddbe8a3,4,18,1306,,,,,,,,,"<img src= rock_img/I_Pegmatite_16.jpg style=""width:8cm; height:5.8cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>",0,corr_feedback,2,train,12,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,265,2.0.0,1099089,66d74b9d2a9bfcaf3ddbe8a3,4,18,1363,,,,,,,,,,0,start_train,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,266,2.0.0,1105697,66d74b9d2a9bfcaf3ddbe8a3,4,18,,,,,,,,,,,,cat_selection,2,train,1,,,,,,,3969.9,2633.2,7,1,Peridotite,Andesite,,,,,,,,,,,,
,,,,,,,,,,,paired-cat-display,267,1.0.0,1179094,66d74b9d2a9bfcaf3ddbe8a3,4,18,,,,,,,,,,,,paired_cat_display,2,train,1,,,,,,,,,,,,,,,18244.6,55134.1,rugged broken street rocks,,,,,,swamp rocks broken,
,,,,,,,,,,,html-button-response,268,2.0.0,1188832,66d74b9d2a9bfcaf3ddbe8a3,4,18,,,,,,,,,,,,cat_selection,2,train,2,,,,,,,5038.9,4691.6,3,6,Diorite,Pegmatite,,,,,,,,,,,,
,,,,,,,,,,,paired-cat-display,269,1.0.0,1251139,66d74b9d2a9bfcaf3ddbe8a3,4,18,,,,,,,,,,,,paired_cat_display,2,train,2,,,,,,,,,,,,,,"building rocks, wall climb",9471,52819.9,,,,,,,,"pretty, rugged, collectable"
,,,,,,,,,,,html-button-response,270,2.0.0,1272937,66d74b9d2a9bfcaf3ddbe8a3,4,18,,,,,,,,,,,,cat_selection,2,train,3,,,,,,,7976.5,13815.5,2,6,Basalt,Pegmatite,,,,,,,,,,,,
,,,,,,,,,,,paired-cat-display,271,1.0.0,1325903,66d74b9d2a9bfcaf3ddbe8a3,4,18,,,,,,,,,,,,paired_cat_display,2,train,3,,,,,,,,,,,,,,,6374.7,46577.5,,"stone, kind of smooth feel",,,,,,pretty collectable rugged
,,,,,,,,,,,html-button-response,273,2.0.0,1328713,66d74b9d2a9bfcaf3ddbe8a3,4,18,2803,,,,,,,,,,0,start_test,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,274,2.0.0,1356509,66d74b9d2a9bfcaf3ddbe8a3,4,18,27785,,,,,,,,,"<img src= ""rock_img/I_Peridotite_07.jpg"" style=""width:8cm; height:4.83cm;""><p>What type of rock is this?</p>",0,class_response,2,test,1,Andesite,Peridotite,7,FALSE,1,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,275,2.0.0,1357014,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,276,2.0.0,1368650,66d74b9d2a9bfcaf3ddbe8a3,4,18,11623,,,,,,,,,"<img src= ""rock_img/I_Obsidian_07.jpg"" style=""width:8cm; height:4.76cm;""><p>What type of rock is this?</p>",5,class_response,2,test,2,Obsidian,Obsidian,7,TRUE,5,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,277,2.0.0,1369156,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,278,2.0.0,1382611,66d74b9d2a9bfcaf3ddbe8a3,4,18,13445,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_05.jpg"" style=""width:8cm; height:7.300000000000001cm;""><p>What type of rock is this?</p>",5,class_response,2,test,3,Pegmatite,Pegmatite,5,TRUE,6,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,279,2.0.0,1383117,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,280,2.0.0,1403208,66d74b9d2a9bfcaf3ddbe8a3,4,18,20076,,,,,,,,,"<img src= ""rock_img/I_Gabbro_10.jpg"" style=""width:8cm; height:5.680000000000001cm;""><p>What type of rock is this?</p>",6,class_response,2,test,4,Peridotite,Gabbro,10,FALSE,7,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,281,2.0.0,1403713,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,282,2.0.0,1421960,66d74b9d2a9bfcaf3ddbe8a3,4,18,18235,,,,,,,,,"<img src= ""rock_img/I_Basalt_09.jpg"" style=""width:8cm; height:6.2cm;""><p>What type of rock is this?</p>",5,class_response,2,test,5,Pegmatite,Basalt,9,FALSE,6,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,283,2.0.0,1422464,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,284,2.0.0,1431611,66d74b9d2a9bfcaf3ddbe8a3,4,18,9139,,,,,,,,,"<img src= ""rock_img/I_Peridotite_16.jpg"" style=""width:8cm; height:6.989999999999999cm;""><p>What type of rock is this?</p>",3,class_response,2,test,6,Gabbro,Peridotite,16,FALSE,4,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,285,2.0.0,1432115,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,286,2.0.0,1434938,66d74b9d2a9bfcaf3ddbe8a3,4,18,2811,,,,,,,,,"<img src= ""rock_img/I_Basalt_02.jpg"" style=""width:8cm; height:6.45cm;""><p>What type of rock is this?</p>",5,class_response,2,test,7,Pegmatite,Basalt,2,FALSE,6,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,287,2.0.0,1435443,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,288,2.0.0,1439409,66d74b9d2a9bfcaf3ddbe8a3,4,18,3958,,,,,,,,,"<img src= ""rock_img/I_Peridotite_04.jpg"" style=""width:8cm; height:6.680000000000001cm;""><p>What type of rock is this?</p>",5,class_response,2,test,8,Peridotite,Peridotite,4,TRUE,7,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,289,2.0.0,1439914,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,290,2.0.0,1450497,66d74b9d2a9bfcaf3ddbe8a3,4,18,10572,,,,,,,,,"<img src= ""rock_img/I_Basalt_16.jpg"" style=""width:8cm; height:7.659999999999999cm;""><p>What type of rock is this?</p>",1,class_response,2,test,9,Basalt,Basalt,16,TRUE,2,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,291,2.0.0,1451002,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,292,2.0.0,1460967,66d74b9d2a9bfcaf3ddbe8a3,4,18,9956,,,,,,,,,"<img src= ""rock_img/I_Diorite_02.jpg"" style=""width:8cm; height:6.27cm;""><p>What type of rock is this?</p>",1,class_response,2,test,10,Basalt,Diorite,2,FALSE,2,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,293,2.0.0,1461474,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,10,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,294,2.0.0,1466134,66d74b9d2a9bfcaf3ddbe8a3,4,18,4653,,,,,,,,,"<img src= ""rock_img/I_Gabbro_09.jpg"" style=""width:8cm; height:7.279999999999999cm;""><p>What type of rock is this?</p>",1,class_response,2,test,11,Basalt,Gabbro,9,FALSE,2,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,295,2.0.0,1466640,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,11,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,296,2.0.0,1468310,66d74b9d2a9bfcaf3ddbe8a3,4,18,1656,,,,,,,,,"<img src= ""rock_img/I_Pumice_05.jpg"" style=""width:8cm; height:7.25cm;""><p>What type of rock is this?</p>",7,class_response,2,test,12,Pumice,Pumice,5,TRUE,8,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,297,2.0.0,1468815,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,12,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,298,2.0.0,1469813,66d74b9d2a9bfcaf3ddbe8a3,4,18,987,,,,,,,,,"<img src= ""rock_img/I_Pumice_02.jpg"" style=""width:8cm; height:7.3999999999999995cm;""><p>What type of rock is this?</p>",7,class_response,2,test,13,Pumice,Pumice,2,TRUE,8,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,299,2.0.0,1470317,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,13,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,300,2.0.0,1474482,66d74b9d2a9bfcaf3ddbe8a3,4,18,4155,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_07.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>",5,class_response,2,test,14,Pegmatite,Pegmatite,7,TRUE,6,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,301,2.0.0,1474989,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,14,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,302,2.0.0,1479727,66d74b9d2a9bfcaf3ddbe8a3,4,18,4724,,,,,,,,,"<img src= ""rock_img/I_Basalt_04.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>",5,class_response,2,test,15,Pegmatite,Basalt,4,FALSE,6,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,303,2.0.0,1480232,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,15,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,304,2.0.0,1481887,66d74b9d2a9bfcaf3ddbe8a3,4,18,1644,,,,,,,,,"<img src= ""rock_img/I_Peridotite_02.jpg"" style=""width:8cm; height:5.859999999999999cm;""><p>What type of rock is this?</p>",3,class_response,2,test,16,Gabbro,Peridotite,2,FALSE,4,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,305,2.0.0,1482391,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,16,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,306,2.0.0,1489250,66d74b9d2a9bfcaf3ddbe8a3,4,18,6850,,,,,,,,,"<img src= ""rock_img/I_Gabbro_05.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>",6,class_response,2,test,17,Gabbro,Gabbro,5,TRUE,4,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,307,2.0.0,1489753,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,17,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,308,2.0.0,1494558,66d74b9d2a9bfcaf3ddbe8a3,4,18,4799,,,,,,,,,"<img src= ""rock_img/I_Gabbro_15.jpg"" style=""width:8cm; height:6.29cm;""><p>What type of rock is this?</p>",0,class_response,2,test,18,Andesite,Gabbro,15,FALSE,1,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,309,2.0.0,1495064,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,18,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,310,2.0.0,1497428,66d74b9d2a9bfcaf3ddbe8a3,4,18,2354,,,,,,,,,"<img src= ""rock_img/I_Andesite_02.jpg"" style=""width:8cm; height:8.5cm;""><p>What type of rock is this?</p>",3,class_response,2,test,19,Andesite,Andesite,2,TRUE,1,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,311,2.0.0,1497935,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,312,2.0.0,1500323,66d74b9d2a9bfcaf3ddbe8a3,4,18,2376,,,,,,,,,"<img src= ""rock_img/I_Diorite_13.jpg"" style=""width:8cm; height:6.29cm;""><p>What type of rock is this?</p>",5,class_response,2,test,20,Pegmatite,Diorite,13,FALSE,6,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,313,2.0.0,1500827,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,20,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,314,2.0.0,1501871,66d74b9d2a9bfcaf3ddbe8a3,4,18,1038,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_06.jpg"" style=""width:8cm; height:5.17cm;""><p>What type of rock is this?</p>",5,class_response,2,test,21,Pegmatite,Pegmatite,6,TRUE,6,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,315,2.0.0,1502376,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,21,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,316,2.0.0,1507387,66d74b9d2a9bfcaf3ddbe8a3,4,18,5002,,,,,,,,,"<img src= ""rock_img/I_Obsidian_06.jpg"" style=""width:8cm; height:6.8cm;""><p>What type of rock is this?</p>",4,class_response,2,test,22,Obsidian,Obsidian,6,TRUE,5,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,317,2.0.0,1507894,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,22,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,318,2.0.0,1511341,66d74b9d2a9bfcaf3ddbe8a3,4,18,3438,,,,,,,,,"<img src= ""rock_img/I_Andesite_05.jpg"" style=""width:8cm; height:4.12cm;""><p>What type of rock is this?</p>",2,class_response,2,test,23,Diorite,Andesite,5,FALSE,3,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,319,2.0.0,1511847,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,23,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,320,2.0.0,1514545,66d74b9d2a9bfcaf3ddbe8a3,4,18,2680,,,,,,,,,"<img src= ""rock_img/I_Basalt_06.jpg"" style=""width:8cm; height:7.06cm;""><p>What type of rock is this?</p>",5,class_response,2,test,24,Pegmatite,Basalt,6,FALSE,6,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,321,2.0.0,1515050,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,24,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,322,2.0.0,1521655,66d74b9d2a9bfcaf3ddbe8a3,4,18,6593,,,,,,,,,"<img src= ""rock_img/I_Peridotite_15.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>",5,class_response,2,test,25,Pegmatite,Peridotite,15,FALSE,6,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,323,2.0.0,1522159,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,25,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,324,2.0.0,1525197,66d74b9d2a9bfcaf3ddbe8a3,4,18,3029,,,,,,,,,"<img src= ""rock_img/I_Diorite_14.jpg"" style=""width:8cm; height:5.71cm;""><p>What type of rock is this?</p>",6,class_response,2,test,26,Diorite,Diorite,14,TRUE,3,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,325,2.0.0,1525702,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,26,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,326,2.0.0,1527996,66d74b9d2a9bfcaf3ddbe8a3,4,18,2281,,,,,,,,,"<img src= ""rock_img/I_Peridotite_05.jpg"" style=""width:8cm; height:7.1499999999999995cm;""><p>What type of rock is this?</p>",3,class_response,2,test,27,Gabbro,Peridotite,5,FALSE,4,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,327,2.0.0,1528502,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,27,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,328,2.0.0,1529947,66d74b9d2a9bfcaf3ddbe8a3,4,18,1439,,,,,,,,,"<img src= ""rock_img/I_Pumice_06.jpg"" style=""width:8cm; height:6.9399999999999995cm;""><p>What type of rock is this?</p>",0,class_response,2,test,28,Pumice,Pumice,6,TRUE,8,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,329,2.0.0,1530451,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,330,2.0.0,1532199,66d74b9d2a9bfcaf3ddbe8a3,4,18,1736,,,,,,,,,"<img src= ""rock_img/I_Andesite_07.jpg"" style=""width:8cm; height:5.93cm;""><p>What type of rock is this?</p>",1,class_response,2,test,29,Basalt,Andesite,7,FALSE,2,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,331,2.0.0,1532704,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,29,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,332,2.0.0,1537333,66d74b9d2a9bfcaf3ddbe8a3,4,18,4620,,,,,,,,,"<img src= ""rock_img/I_Obsidian_09.jpg"" style=""width:8cm; height:5cm;""><p>What type of rock is this?</p>",5,class_response,2,test,30,Pegmatite,Obsidian,9,FALSE,6,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,333,2.0.0,1537840,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,30,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,334,2.0.0,1541063,66d74b9d2a9bfcaf3ddbe8a3,4,18,3208,,,,,,,,,"<img src= ""rock_img/I_Gabbro_11.jpg"" style=""width:8cm; height:6.2cm;""><p>What type of rock is this?</p>",2,class_response,2,test,31,Diorite,Gabbro,11,FALSE,3,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,335,2.0.0,1541569,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,31,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,336,2.0.0,1549496,66d74b9d2a9bfcaf3ddbe8a3,4,18,7919,,,,,,,,,"<img src= ""rock_img/I_Pumice_16.jpg"" style=""width:8cm; height:6.79cm;""><p>What type of rock is this?</p>",7,class_response,2,test,32,Pumice,Pumice,16,TRUE,8,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,337,2.0.0,1550000,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,32,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,338,2.0.0,1552432,66d74b9d2a9bfcaf3ddbe8a3,4,18,2422,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_15.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>",5,class_response,2,test,33,Pegmatite,Pegmatite,15,TRUE,6,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,339,2.0.0,1552937,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,33,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,340,2.0.0,1554658,66d74b9d2a9bfcaf3ddbe8a3,4,18,1711,,,,,,,,,"<img src= ""rock_img/I_Obsidian_16.jpg"" style=""width:8cm; height:9.3cm;""><p>What type of rock is this?</p>",4,class_response,2,test,34,Obsidian,Obsidian,16,TRUE,5,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,341,2.0.0,1555163,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,34,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,342,2.0.0,1558569,66d74b9d2a9bfcaf3ddbe8a3,4,18,3394,,,,,,,,,"<img src= ""rock_img/I_Andesite_11.jpg"" style=""width:8cm; height:4.92cm;""><p>What type of rock is this?</p>",0,class_response,2,test,35,Andesite,Andesite,11,TRUE,1,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,343,2.0.0,1559073,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,35,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,344,2.0.0,1561275,66d74b9d2a9bfcaf3ddbe8a3,4,18,2196,,,,,,,,,"<img src= ""rock_img/I_Andesite_03.jpg"" style=""width:8cm; height:5.73cm;""><p>What type of rock is this?</p>",1,class_response,2,test,36,Basalt,Andesite,3,FALSE,2,1,,,,,,,,,,,,,,,,,,
