width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_type,trial_index,plugin_version,time_elapsed,subjID,condition,stimID,rt,url,success,value,timeout,failed_images,failed_audio,failed_video,view_history,stimulus,response,trialType,cycle,phase,trial,resp,cat,token,corr,resp_num,cat_num,rt_ref,rt_paired,ref_cat_num,paired_cat_num,ref_cat,paired_cat,text_Peridotite,text_Basalt,time_obs,time_resp,text_Pumice,text_Diorite,time_fb1,time_fb2,text_Pegmatite,text_Andesite,text_Gabbro,text_Obsidian
,,,,,,,,,,,html-keyboard-response,355,2.0.0,1230059,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,41,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,356,2.0.0,1231771,6556e5fa9feed5dca96b6dcd,4,6,1710,,,,,,,,,"<img src= ""rock_img/I_Diorite_12.jpg"" style=""width:8cm; height:4.88cm;""><p>What type of rock is this?</p>",6,class_response,2,test,42,Peridotite,Diorite,12,FALSE,7,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,357,2.0.0,1232273,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,42,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,358,2.0.0,1233414,6556e5fa9feed5dca96b6dcd,4,6,1138,,,,,,,,,"<img src= ""rock_img/I_Obsidian_14.jpg"" style=""width:8cm; height:7.64cm;""><p>What type of rock is this?</p>",4,class_response,2,test,43,Obsidian,Obsidian,14,TRUE,5,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,359,2.0.0,1233916,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,43,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,360,2.0.0,1236601,6556e5fa9feed5dca96b6dcd,4,6,2683,,,,,,,,,"<img src= ""rock_img/I_Peridotite_06.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>",6,class_response,2,test,44,Peridotite,Peridotite,6,TRUE,7,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,361,2.0.0,1237103,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,44,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,362,2.0.0,1238290,6556e5fa9feed5dca96b6dcd,4,6,1185,,,,,,,,,"<img src= ""rock_img/I_Obsidian_02.jpg"" style=""width:8cm; height:7.51cm;""><p>What type of rock is this?</p>",4,class_response,2,test,45,Obsidian,Obsidian,2,TRUE,5,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,363,2.0.0,1238792,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,45,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,364,2.0.0,1239879,6556e5fa9feed5dca96b6dcd,4,6,1085,,,,,,,,,"<img src= ""rock_img/I_Obsidian_08.jpg"" style=""width:8cm; height:7.39cm;""><p>What type of rock is this?</p>",4,class_response,2,test,46,Obsidian,Obsidian,8,TRUE,5,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,365,2.0.0,1240381,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,46,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,366,2.0.0,1241404,6556e5fa9feed5dca96b6dcd,4,6,1021,,,,,,,,,"<img src= ""rock_img/I_Obsidian_12.jpg"" style=""width:8cm; height:6.53cm;""><p>What type of rock is this?</p>",4,class_response,2,test,47,Obsidian,Obsidian,12,TRUE,5,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,367,2.0.0,1241907,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,47,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,368,2.0.0,1243084,6556e5fa9feed5dca96b6dcd,4,6,1175,,,,,,,,,"<img src= ""rock_img/I_Basalt_16.jpg"" style=""width:8cm; height:7.659999999999999cm;""><p>What type of rock is this?</p>",1,class_response,2,test,48,Basalt,Basalt,16,TRUE,2,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,369,2.0.0,1243587,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,48,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,370,2.0.0,1257826,6556e5fa9feed5dca96b6dcd,4,6,,,,,,,,,,,,cycle_feedback,,,,,,,,,,,,,,,,,,,,,,8300.1,5929.2,,,,
,,,,,,,,,,,html-button-response,372,2.0.0,1259537,6556e5fa9feed5dca96b6dcd,4,6,1709,,,,,,,,,,0,start_train,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,374,2.0.0,1262581,6556e5fa9feed5dca96b6dcd,4,6,3042,,,,,,,,,"<img src= ""rock_img/I_Basalt_11.jpg"" style=""width:8cm; height:5.359999999999999cm;""><p>What type of rock is this?</p>",1,class_response,3,train,1,Basalt,Basalt,11,TRUE,2,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,375,2.0.0,1265214,6556e5fa9feed5dca96b6dcd,4,6,2631,,,,,,,,,"<img src= rock_img/I_Basalt_11.jpg style=""width:8cm; height:5.359999999999999cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>",0,corr_feedback,3,train,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,376,2.0.0,1267719,6556e5fa9feed5dca96b6dcd,4,6,2503,,,,,,,,,"<img src= ""rock_img/I_Pumice_02.jpg"" style=""width:8cm; height:7.3999999999999995cm;""><p>What type of rock is this?</p>",7,class_response,3,train,2,Pumice,Pumice,2,TRUE,8,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,377,2.0.0,1268570,6556e5fa9feed5dca96b6dcd,4,6,849,,,,,,,,,"<img src= rock_img/I_Pumice_02.jpg style=""width:8cm; height:7.3999999999999995cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>",0,corr_feedback,3,train,2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,378,2.0.0,1270011,6556e5fa9feed5dca96b6dcd,4,6,1440,,,,,,,,,"<img src= ""rock_img/I_Peridotite_08.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>",6,class_response,3,train,3,Peridotite,Peridotite,8,TRUE,7,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,379,2.0.0,1270570,6556e5fa9feed5dca96b6dcd,4,6,557,,,,,,,,,"<img src= rock_img/I_Peridotite_08.jpg style=""width:8cm; height:6.7cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>",0,corr_feedback,3,train,3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,380,2.0.0,1273717,6556e5fa9feed5dca96b6dcd,4,6,3145,,,,,,,,,"<img src= ""rock_img/I_Diorite_08.jpg"" style=""width:8cm; height:6.37cm;""><p>What type of rock is this?</p>",0,class_response,3,train,4,Andesite,Diorite,8,FALSE,1,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,381,2.0.0,1275444,6556e5fa9feed5dca96b6dcd,4,6,1725,,,,,,,,,"<img src= rock_img/I_Diorite_08.jpg style=""width:8cm; height:6.37cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>",0,corr_feedback,3,train,4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,382,2.0.0,1276925,6556e5fa9feed5dca96b6dcd,4,6,1479,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_03.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>",6,class_response,3,train,5,Peridotite,Pegmatite,3,FALSE,7,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,383,2.0.0,1277936,6556e5fa9feed5dca96b6dcd,4,6,1009,,,,,,,,,"<img src= rock_img/I_Pegmatite_03.jpg style=""width:8cm; height:5.239999999999999cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>",0,corr_feedback,3,train,5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,384,2.0.0,1279302,6556e5fa9feed5dca96b6dcd,4,6,1364,,,,,,,,,"<img src= ""rock_img/I_Obsidian_10.jpg"" style=""width:8cm; height:6.260000000000001cm;""><p>What type of rock is this?</p>",5,class_response,3,train,6,Pegmatite,Obsidian,10,FALSE,6,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,385,2.0.0,1281055,6556e5fa9feed5dca96b6dcd,4,6,1751,,,,,,,,,"<img src= rock_img/I_Obsidian_10.jpg style=""width:8cm; height:6.260000000000001cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>",0,corr_feedback,3,train,6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,386,2.0.0,1283124,6556e5fa9feed5dca96b6dcd,4,6,2066,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_05.jpg"" style=""width:8cm; height:7.300000000000001cm;""><p>What type of rock is this?</p>",4,class_response,3,train,7,Obsidian,Pegmatite,5,FALSE,5,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,387,2.0.0,1284066,6556e5fa9feed5dca96b6dcd,4,6,941,,,,,,,,,"<img src= rock_img/I_Pegmatite_05.jpg style=""width:8cm; height:7.300000000000001cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>",0,corr_feedback,3,train,7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,388,2.0.0,1285931,6556e5fa9feed5dca96b6dcd,4,6,1863,,,,,,,,,"<img src= ""rock_img/I_Andesite_16.jpg"" style=""width:8cm; height:6.010000000000001cm;""><p>What type of rock is this?</p>",1,class_response,3,train,8,Basalt,Andesite,16,FALSE,2,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,389,2.0.0,1286843,6556e5fa9feed5dca96b6dcd,4,6,910,,,,,,,,,"<img src= rock_img/I_Andesite_16.jpg style=""width:8cm; height:6.010000000000001cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>",0,corr_feedback,3,train,8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,390,2.0.0,1288667,6556e5fa9feed5dca96b6dcd,4,6,1822,,,,,,,,,"<img src= ""rock_img/I_Diorite_14.jpg"" style=""width:8cm; height:5.71cm;""><p>What type of rock is this?</p>",2,class_response,3,train,9,Diorite,Diorite,14,TRUE,3,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,391,2.0.0,1289777,6556e5fa9feed5dca96b6dcd,4,6,1108,,,,,,,,,"<img src= rock_img/I_Diorite_14.jpg style=""width:8cm; height:5.71cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>",0,corr_feedback,3,train,9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,392,2.0.0,1291121,6556e5fa9feed5dca96b6dcd,4,6,1342,,,,,,,,,"<img src= ""rock_img/I_Basalt_14.jpg"" style=""width:8cm; height:5.82cm;""><p>What type of rock is this?</p>",1,class_response,3,train,10,Basalt,Basalt,14,TRUE,2,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,393,2.0.0,1292274,6556e5fa9feed5dca96b6dcd,4,6,1151,,,,,,,,,"<img src= rock_img/I_Basalt_14.jpg style=""width:8cm; height:5.82cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>",0,corr_feedback,3,train,10,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,394,2.0.0,1294431,6556e5fa9feed5dca96b6dcd,4,6,2155,,,,,,,,,"<img src= ""rock_img/I_Gabbro_09.jpg"" style=""width:8cm; height:7.279999999999999cm;""><p>What type of rock is this?</p>",1,class_response,3,train,11,Basalt,Gabbro,9,FALSE,2,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,395,2.0.0,1295362,6556e5fa9feed5dca96b6dcd,4,6,930,,,,,,,,,"<img src= rock_img/I_Gabbro_09.jpg style=""width:8cm; height:7.279999999999999cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>",0,corr_feedback,3,train,11,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,396,2.0.0,1296683,6556e5fa9feed5dca96b6dcd,4,6,1319,,,,,,,,,"<img src= ""rock_img/I_Gabbro_12.jpg"" style=""width:8cm; height:7.800000000000001cm;""><p>What type of rock is this?</p>",1,class_response,3,train,12,Basalt,Gabbro,12,FALSE,2,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,397,2.0.0,1297335,6556e5fa9feed5dca96b6dcd,4,6,651,,,,,,,,,"<img src= rock_img/I_Gabbro_12.jpg style=""width:8cm; height:7.800000000000001cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>",0,corr_feedback,3,train,12,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,399,2.0.0,1298540,6556e5fa9feed5dca96b6dcd,4,6,1202,,,,,,,,,,0,start_train,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,400,2.0.0,1300312,6556e5fa9feed5dca96b6dcd,4,6,,,,,,,,,,,,cat_selection,3,train,1,,,,,,,1139.6,630,4,2,Gabbro,Basalt,,,,,,,,,,,,
,,,,,,,,,,,paired-cat-display,401,1.0.0,1432826,6556e5fa9feed5dca96b6dcd,4,6,,,,,,,,,,,,paired_cat_display,3,train,1,,,,,,,,,,,,,,"ridges, neutral in color, solid throughout",5642.9,126872.4,,,,,,,"bumps, neutral in color, slight specks",
,,,,,,,,,,,html-button-response,402,2.0.0,1436445,6556e5fa9feed5dca96b6dcd,4,6,,,,,,,,,,,,cat_selection,3,train,2,,,,,,,3025.6,591.5,1,6,Andesite,Pegmatite,,,,,,,,,,,,
,,,,,,,,,,,paired-cat-display,403,1.0.0,1460547,6556e5fa9feed5dca96b6dcd,4,6,,,,,,,,,,,,paired_cat_display,3,train,2,,,,,,,,,,,,,,,5584.7,18514.2,,,,,"colorful, lines of color","specks scattered, neutral colors",,
,,,,,,,,,,,html-button-response,404,2.0.0,1467210,6556e5fa9feed5dca96b6dcd,4,6,,,,,,,,,,,,cat_selection,3,train,3,,,,,,,4632.2,2029.4,5,6,Obsidian,Pegmatite,,,,,,,,,,,,
,,,,,,,,,,,paired-cat-display,405,1.0.0,1486470,6556e5fa9feed5dca96b6dcd,4,6,,,,,,,,,,,,paired_cat_display,3,train,3,,,,,,,,,,,,,,,5907.2,13349.5,,,,,"slices of color, colorful",,,"slick, shiny, black"
,,,,,,,,,,,html-button-response,407,2.0.0,1487638,6556e5fa9feed5dca96b6dcd,4,6,1165,,,,,,,,,,0,start_test,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,408,2.0.0,1493446,6556e5fa9feed5dca96b6dcd,4,6,5806,,,,,,,,,"<img src= ""rock_img/I_Diorite_06.jpg"" style=""width:8cm; height:6.03cm;""><p>What type of rock is this?</p>",2,class_response,3,test,1,Diorite,Diorite,6,TRUE,3,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,409,2.0.0,1493948,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,410,2.0.0,1499420,6556e5fa9feed5dca96b6dcd,4,6,5469,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_07.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>",5,class_response,3,test,2,Pegmatite,Pegmatite,7,TRUE,6,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,411,2.0.0,1499922,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,412,2.0.0,1501302,6556e5fa9feed5dca96b6dcd,4,6,1377,,,,,,,,,"<img src= ""rock_img/I_Pumice_03.jpg"" style=""width:8cm; height:6.64cm;""><p>What type of rock is this?</p>",7,class_response,3,test,3,Pumice,Pumice,3,TRUE,8,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,413,2.0.0,1501805,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,414,2.0.0,1503982,6556e5fa9feed5dca96b6dcd,4,6,2174,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_06.jpg"" style=""width:8cm; height:5.17cm;""><p>What type of rock is this?</p>",3,class_response,3,test,4,Gabbro,Pegmatite,6,FALSE,4,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,415,2.0.0,1504488,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,416,2.0.0,1506386,6556e5fa9feed5dca96b6dcd,4,6,1896,,,,,,,,,"<img src= ""rock_img/I_Pumice_13.jpg"" style=""width:8cm; height:8.200000000000001cm;""><p>What type of rock is this?</p>",7,class_response,3,test,5,Pumice,Pumice,13,TRUE,8,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,417,2.0.0,1506890,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,418,2.0.0,1510533,6556e5fa9feed5dca96b6dcd,4,6,3641,,,,,,,,,"<img src= ""rock_img/I_Basalt_16.jpg"" style=""width:8cm; height:7.659999999999999cm;""><p>What type of rock is this?</p>",1,class_response,3,test,6,Basalt,Basalt,16,TRUE,2,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,419,2.0.0,1511036,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,420,2.0.0,1513514,6556e5fa9feed5dca96b6dcd,4,6,2475,,,,,,,,,"<img src= ""rock_img/I_Diorite_12.jpg"" style=""width:8cm; height:4.88cm;""><p>What type of rock is this?</p>",6,class_response,3,test,7,Peridotite,Diorite,12,FALSE,7,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,421,2.0.0,1514016,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,422,2.0.0,1515310,6556e5fa9feed5dca96b6dcd,4,6,1292,,,,,,,,,"<img src= ""rock_img/I_Basalt_12.jpg"" style=""width:8cm; height:6.010000000000001cm;""><p>What type of rock is this?</p>",7,class_response,3,test,8,Pumice,Basalt,12,FALSE,8,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,423,2.0.0,1515814,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,424,2.0.0,1517786,6556e5fa9feed5dca96b6dcd,4,6,1969,,,,,,,,,"<img src= ""rock_img/I_Peridotite_05.jpg"" style=""width:8cm; height:7.1499999999999995cm;""><p>What type of rock is this?</p>",6,class_response,3,test,9,Peridotite,Peridotite,5,TRUE,7,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,425,2.0.0,1518289,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,426,2.0.0,1522672,6556e5fa9feed5dca96b6dcd,4,6,4381,,,,,,,,,"<img src= ""rock_img/I_Basalt_10.jpg"" style=""width:8cm; height:5.85cm;""><p>What type of rock is this?</p>",1,class_response,3,test,10,Basalt,Basalt,10,TRUE,2,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,427,2.0.0,1523177,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,10,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,428,2.0.0,1524732,6556e5fa9feed5dca96b6dcd,4,6,1552,,,,,,,,,"<img src= ""rock_img/I_Peridotite_06.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>",6,class_response,3,test,11,Peridotite,Peridotite,6,TRUE,7,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,429,2.0.0,1525235,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,11,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,430,2.0.0,1526705,6556e5fa9feed5dca96b6dcd,4,6,1468,,,,,,,,,"<img src= ""rock_img/I_Pumice_09.jpg"" style=""width:8cm; height:6.44cm;""><p>What type of rock is this?</p>",7,class_response,3,test,12,Pumice,Pumice,9,TRUE,8,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,431,2.0.0,1527208,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,12,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,432,2.0.0,1530863,6556e5fa9feed5dca96b6dcd,4,6,3653,,,,,,,,,"<img src= ""rock_img/I_Gabbro_13.jpg"" style=""width:8cm; height:5.08cm;""><p>What type of rock is this?</p>",3,class_response,3,test,13,Gabbro,Gabbro,13,TRUE,4,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,433,2.0.0,1531365,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,13,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,434,2.0.0,1533708,6556e5fa9feed5dca96b6dcd,4,6,2340,,,,,,,,,"<img src= ""rock_img/I_Andesite_06.jpg"" style=""width:8cm; height:6.840000000000001cm;""><p>What type of rock is this?</p>",3,class_response,3,test,14,Gabbro,Andesite,6,FALSE,4,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,435,2.0.0,1534211,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,14,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,436,2.0.0,1535917,6556e5fa9feed5dca96b6dcd,4,6,1703,,,,,,,,,"<img src= ""rock_img/I_Diorite_10.jpg"" style=""width:8cm; height:5.949999999999999cm;""><p>What type of rock is this?</p>",6,class_response,3,test,15,Peridotite,Diorite,10,FALSE,7,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,437,2.0.0,1536418,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,15,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,438,2.0.0,1538180,6556e5fa9feed5dca96b6dcd,4,6,1760,,,,,,,,,"<img src= ""rock_img/I_Basalt_02.jpg"" style=""width:8cm; height:6.45cm;""><p>What type of rock is this?</p>",1,class_response,3,test,16,Basalt,Basalt,2,TRUE,2,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,439,2.0.0,1538685,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,16,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,440,2.0.0,1539957,6556e5fa9feed5dca96b6dcd,4,6,1270,,,,,,,,,"<img src= ""rock_img/I_Obsidian_07.jpg"" style=""width:8cm; height:4.76cm;""><p>What type of rock is this?</p>",4,class_response,3,test,17,Obsidian,Obsidian,7,TRUE,5,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,441,2.0.0,1540461,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,17,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,442,2.0.0,1541627,6556e5fa9feed5dca96b6dcd,4,6,1164,,,,,,,,,"<img src= ""rock_img/I_Pumice_08.jpg"" style=""width:8cm; height:6.67cm;""><p>What type of rock is this?</p>",7,class_response,3,test,18,Pumice,Pumice,8,TRUE,8,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,443,2.0.0,1542132,6556e5fa9feed5dca96b6dcd,4,6,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,3,test,18,,,,,,,,,,,,,,,,,,,,,,,,
