width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_type,trial_index,plugin_version,time_elapsed,subjID,condition,stimID,rt,url,success,value,timeout,failed_images,failed_audio,failed_video,view_history,stimulus,response,trialType,cycle,phase,trial,resp,cat,token,corr,resp_num,cat_num,ref_cat_num,paired_cat_num,time_obs,ref_cat,paired_cat,ref_prob_dist,paired_prob_dist,text_Andesite,text_Basalt,time_resp,text_Gabbro,text_Pegmatite,time_fb1,time_fb2,text_Obsidian,text_Diorite,text_Peridotite
,,,,,,,,,,,html-button-response,262,2.0.0,1261821,666359d51e208f9165a348a8,3,51,1750,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_12.jpg"" style=""width:8cm; height:5.7cm;""><p>What type of rock is this?</p>",5,class_response,2,train,12,Pegmatite,Pegmatite,12,TRUE,6,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,263,2.0.0,1262758,666359d51e208f9165a348a8,3,51,937,,,,,,,,,"<img src= rock_img/I_Pegmatite_12.jpg style=""width:8cm; height:5.7cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>",0,corr_feedback,2,train,12,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,265,2.0.0,1264663,666359d51e208f9165a348a8,3,51,1903,,,,,,,,,,0,start_train,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,266,2.0.0,1270234,666359d51e208f9165a348a8,3,51,,,,,,,,,,,,cat_selection,2,train,1,,,,,,,2,5,5569.1,Basalt,Obsidian,"[0.12035083337746562,0.1906894612331135,0.16243917068005964,0.15552014730528957,0.056357031842614334,0.0745158858604998,0.17310480426920152,0.06702266543175621]","[0.07938008229871488,null,0.022444416123572838,0.16298688460354965,0.605023033281551,0.022063662635762225,0.028551501671482495,0.07955041938536699]",,,,,,,,,,
,,,,,,,,,,,paired-cat-display,267,1.0.0,1338983,666359d51e208f9165a348a8,3,51,,,,,,,,,,,,paired_cat_display,2,train,1,,,,,,,,,10531,,,,,,"dark shades, rough finish",58202.5,,,,,"dark shades, smooth finish",,
,,,,,,,,,,,html-button-response,268,2.0.0,1346926,666359d51e208f9165a348a8,3,51,,,,,,,,,,,,cat_selection,2,train,2,,,,,,,1,3,7941.5,Andesite,Diorite,"[0.12035083337746562,0.1906894612331135,0.16243917068005964,0.15552014730528957,0.056357031842614334,0.0745158858604998,0.17310480426920152,0.06702266543175621]","[null,0.38276281331249706,0.3262351420342442,0.0780870234144528,0.029390349199315248,0.02209942089917338,0.07974098400105904,0.08168426713925822]",,,,,,,,,,
,,,,,,,,,,,paired-cat-display,269,1.0.0,1404554,666359d51e208f9165a348a8,3,51,,,,,,,,,,,,paired_cat_display,2,train,2,,,,,,,,,20242,,,,,"varied shades, smaller crystals",,37373.4,,,,,,"varied shades, bigger crystals",
,,,,,,,,,,,html-button-response,270,2.0.0,1408171,666359d51e208f9165a348a8,3,51,,,,,,,,,,,,cat_selection,2,train,3,,,,,,,3,7,3614.9,Diorite,Peridotite,"[0.12035083337746562,0.1906894612331135,0.16243917068005964,0.15552014730528957,0.056357031842614334,0.0745158858604998,0.17310480426920152,0.06702266543175621]","[0.2886120127143132,0.08580232815799532,null,0.2560042367143053,0.029067196913261206,0.03186787163923492,0.22785804919289054,0.08078830466799966]",,,,,,,,,,
,,,,,,,,,,,paired-cat-display,271,1.0.0,1480871,666359d51e208f9165a348a8,3,51,,,,,,,,,,,,paired_cat_display,2,train,3,,,,,,,,,8890.9,,,,,,,63792.7,,,,,,"varied shades, big crystals","yellowish shades, may have holes"
,,,,,,,,,,,html-button-response,273,2.0.0,1482884,666359d51e208f9165a348a8,3,51,2010,,,,,,,,,,0,start_test,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,274,2.0.0,1485258,666359d51e208f9165a348a8,3,51,2373,,,,,,,,,"<img src= ""rock_img/I_Basalt_04.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>",1,class_response,2,test,1,Basalt,Basalt,4,TRUE,2,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,275,2.0.0,1485772,666359d51e208f9165a348a8,3,51,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,276,2.0.0,1501722,666359d51e208f9165a348a8,3,51,15949,,,,,,,,,"<img src= ""rock_img/I_Andesite_02.jpg"" style=""width:8cm; height:8.5cm;""><p>What type of rock is this?</p>",6,class_response,2,test,2,Peridotite,Andesite,2,FALSE,7,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,277,2.0.0,1502237,666359d51e208f9165a348a8,3,51,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,278,2.0.0,1506032,666359d51e208f9165a348a8,3,51,3794,,,,,,,,,"<img src= ""rock_img/I_Peridotite_08.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>",6,class_response,2,test,3,Peridotite,Peridotite,8,TRUE,7,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,279,2.0.0,1506535,666359d51e208f9165a348a8,3,51,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,280,2.0.0,1520130,666359d51e208f9165a348a8,3,51,13593,,,,,,,,,"<img src= ""rock_img/I_Diorite_10.jpg"" style=""width:8cm; height:5.949999999999999cm;""><p>What type of rock is this?</p>",0,class_response,2,test,4,Andesite,Diorite,10,FALSE,1,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,281,2.0.0,1520642,666359d51e208f9165a348a8,3,51,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,282,2.0.0,1523908,666359d51e208f9165a348a8,3,51,3264,,,,,,,,,"<img src= ""rock_img/I_Peridotite_16.jpg"" style=""width:8cm; height:6.989999999999999cm;""><p>What type of rock is this?</p>",6,class_response,2,test,5,Peridotite,Peridotite,16,TRUE,7,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,283,2.0.0,1524412,666359d51e208f9165a348a8,3,51,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,5,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,284,2.0.0,1535336,666359d51e208f9165a348a8,3,51,10923,,,,,,,,,"<img src= ""rock_img/I_Gabbro_09.jpg"" style=""width:8cm; height:7.279999999999999cm;""><p>What type of rock is this?</p>",3,class_response,2,test,6,Gabbro,Gabbro,9,TRUE,4,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,285,2.0.0,1535839,666359d51e208f9165a348a8,3,51,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,286,2.0.0,1539049,666359d51e208f9165a348a8,3,51,3208,,,,,,,,,"<img src= ""rock_img/I_Andesite_10.jpg"" style=""width:8cm; height:4.16cm;""><p>What type of rock is this?</p>",1,class_response,2,test,7,Basalt,Andesite,10,FALSE,2,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,287,2.0.0,1539562,666359d51e208f9165a348a8,3,51,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,288,2.0.0,1547749,666359d51e208f9165a348a8,3,51,8186,,,,,,,,,"<img src= ""rock_img/I_Andesite_04.jpg"" style=""width:8cm; height:5.96cm;""><p>What type of rock is this?</p>",0,class_response,2,test,8,Andesite,Andesite,4,TRUE,1,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,289,2.0.0,1548264,666359d51e208f9165a348a8,3,51,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,290,2.0.0,1550241,666359d51e208f9165a348a8,3,51,1976,,,,,,,,,"<img src= ""rock_img/I_Peridotite_07.jpg"" style=""width:8cm; height:4.83cm;""><p>What type of rock is this?</p>",6,class_response,2,test,9,Peridotite,Peridotite,7,TRUE,7,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,291,2.0.0,1550744,666359d51e208f9165a348a8,3,51,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,9,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,292,2.0.0,1554983,666359d51e208f9165a348a8,3,51,4238,,,,,,,,,"<img src= ""rock_img/I_Basalt_14.jpg"" style=""width:8cm; height:5.82cm;""><p>What type of rock is this?</p>",3,class_response,2,test,10,Gabbro,Basalt,14,FALSE,4,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,293,2.0.0,1555488,666359d51e208f9165a348a8,3,51,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,10,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,294,2.0.0,1562642,666359d51e208f9165a348a8,3,51,7152,,,,,,,,,"<img src= ""rock_img/I_Diorite_13.jpg"" style=""width:8cm; height:6.29cm;""><p>What type of rock is this?</p>",2,class_response,2,test,11,Diorite,Diorite,13,TRUE,3,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,295,2.0.0,1563145,666359d51e208f9165a348a8,3,51,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,11,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,296,2.0.0,1565326,666359d51e208f9165a348a8,3,51,2180,,,,,,,,,"<img src= ""rock_img/I_Pumice_15.jpg"" style=""width:8cm; height:7.86cm;""><p>What type of rock is this?</p>",7,class_response,2,test,12,Pumice,Pumice,15,TRUE,8,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,297,2.0.0,1565829,666359d51e208f9165a348a8,3,51,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,12,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,298,2.0.0,1567766,666359d51e208f9165a348a8,3,51,1936,,,,,,,,,"<img src= ""rock_img/I_Gabbro_10.jpg"" style=""width:8cm; height:5.680000000000001cm;""><p>What type of rock is this?</p>",1,class_response,2,test,13,Basalt,Gabbro,10,FALSE,2,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,299,2.0.0,1568282,666359d51e208f9165a348a8,3,51,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,13,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,300,2.0.0,1583578,666359d51e208f9165a348a8,3,51,15295,,,,,,,,,"<img src= ""rock_img/I_Diorite_12.jpg"" style=""width:8cm; height:4.88cm;""><p>What type of rock is this?</p>",0,class_response,2,test,14,Andesite,Diorite,12,FALSE,1,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,301,2.0.0,1584081,666359d51e208f9165a348a8,3,51,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,14,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,302,2.0.0,1586874,666359d51e208f9165a348a8,3,51,2792,,,,,,,,,"<img src= ""rock_img/I_Diorite_08.jpg"" style=""width:8cm; height:6.37cm;""><p>What type of rock is this?</p>",2,class_response,2,test,15,Diorite,Diorite,8,TRUE,3,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,303,2.0.0,1587378,666359d51e208f9165a348a8,3,51,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,15,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,304,2.0.0,1589372,666359d51e208f9165a348a8,3,51,1993,,,,,,,,,"<img src= ""rock_img/I_Pumice_09.jpg"" style=""width:8cm; height:6.44cm;""><p>What type of rock is this?</p>",7,class_response,2,test,16,Pumice,Pumice,9,TRUE,8,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,305,2.0.0,1589887,666359d51e208f9165a348a8,3,51,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,16,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,306,2.0.0,1602756,666359d51e208f9165a348a8,3,51,12868,,,,,,,,,"<img src= ""rock_img/I_Pumice_02.jpg"" style=""width:8cm; height:7.3999999999999995cm;""><p>What type of rock is this?</p>",7,class_response,2,test,17,Pumice,Pumice,2,TRUE,8,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,307,2.0.0,1603271,666359d51e208f9165a348a8,3,51,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,17,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,308,2.0.0,1606942,666359d51e208f9165a348a8,3,51,3669,,,,,,,,,"<img src= ""rock_img/I_Diorite_16.jpg"" style=""width:8cm; height:6.74cm;""><p>What type of rock is this?</p>",2,class_response,2,test,18,Diorite,Diorite,16,TRUE,3,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,309,2.0.0,1607458,666359d51e208f9165a348a8,3,51,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,18,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,310,2.0.0,1609710,666359d51e208f9165a348a8,3,51,2251,,,,,,,,,"<img src= ""rock_img/I_Pumice_05.jpg"" style=""width:8cm; height:7.25cm;""><p>What type of rock is this?</p>",7,class_response,2,test,19,Pumice,Pumice,5,TRUE,8,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,311,2.0.0,1610223,666359d51e208f9165a348a8,3,51,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,19,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,312,2.0.0,1614019,666359d51e208f9165a348a8,3,51,3795,,,,,,,,,"<img src= ""rock_img/I_Peridotite_12.jpg"" style=""width:8cm; height:4.54cm;""><p>What type of rock is this?</p>",0,class_response,2,test,20,Andesite,Peridotite,12,FALSE,1,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,313,2.0.0,1614534,666359d51e208f9165a348a8,3,51,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,20,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,314,2.0.0,1616406,666359d51e208f9165a348a8,3,51,1870,,,,,,,,,"<img src= ""rock_img/I_Peridotite_06.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>",6,class_response,2,test,21,Peridotite,Peridotite,6,TRUE,7,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,315,2.0.0,1616909,666359d51e208f9165a348a8,3,51,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,21,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,316,2.0.0,1618707,666359d51e208f9165a348a8,3,51,1797,,,,,,,,,"<img src= ""rock_img/I_Basalt_09.jpg"" style=""width:8cm; height:6.2cm;""><p>What type of rock is this?</p>",1,class_response,2,test,22,Basalt,Basalt,9,TRUE,2,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,317,2.0.0,1619209,666359d51e208f9165a348a8,3,51,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,22,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,318,2.0.0,1622375,666359d51e208f9165a348a8,3,51,3164,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_13.jpg"" style=""width:8cm; height:4.95cm;""><p>What type of rock is this?</p>",5,class_response,2,test,23,Pegmatite,Pegmatite,13,TRUE,6,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,319,2.0.0,1622891,666359d51e208f9165a348a8,3,51,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,23,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,320,2.0.0,1626932,666359d51e208f9165a348a8,3,51,4039,,,,,,,,,"<img src= ""rock_img/I_Gabbro_01.jpg"" style=""width:8cm; height:5.21cm;""><p>What type of rock is this?</p>",3,class_response,2,test,24,Gabbro,Gabbro,1,TRUE,4,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,321,2.0.0,1627447,666359d51e208f9165a348a8,3,51,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,24,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,322,2.0.0,1636695,666359d51e208f9165a348a8,3,51,9247,,,,,,,,,"<img src= ""rock_img/I_Pumice_13.jpg"" style=""width:8cm; height:8.200000000000001cm;""><p>What type of rock is this?</p>",7,class_response,2,test,25,Pumice,Pumice,13,TRUE,8,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,323,2.0.0,1637210,666359d51e208f9165a348a8,3,51,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,25,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,324,2.0.0,1638723,666359d51e208f9165a348a8,3,51,1512,,,,,,,,,"<img src= ""rock_img/I_Obsidian_04.jpg"" style=""width:8cm; height:6.930000000000001cm;""><p>What type of rock is this?</p>",4,class_response,2,test,26,Obsidian,Obsidian,4,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,325,2.0.0,1639229,666359d51e208f9165a348a8,3,51,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,26,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,326,2.0.0,1640869,666359d51e208f9165a348a8,3,51,1639,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_10.jpg"" style=""width:8cm; height:4.16cm;""><p>What type of rock is this?</p>",5,class_response,2,test,27,Pegmatite,Pegmatite,10,TRUE,6,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,327,2.0.0,1641380,666359d51e208f9165a348a8,3,51,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,27,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,328,2.0.0,1643853,666359d51e208f9165a348a8,3,51,2472,,,,,,,,,"<img src= ""rock_img/I_Diorite_09.jpg"" style=""width:8cm; height:5.27cm;""><p>What type of rock is this?</p>",2,class_response,2,test,28,Diorite,Diorite,9,TRUE,3,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,329,2.0.0,1644367,666359d51e208f9165a348a8,3,51,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,28,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,330,2.0.0,1657160,666359d51e208f9165a348a8,3,51,12792,,,,,,,,,"<img src= ""rock_img/I_Gabbro_14.jpg"" style=""width:8cm; height:8.48cm;""><p>What type of rock is this?</p>",3,class_response,2,test,29,Gabbro,Gabbro,14,TRUE,4,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,331,2.0.0,1657662,666359d51e208f9165a348a8,3,51,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,29,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,332,2.0.0,1659257,666359d51e208f9165a348a8,3,51,1594,,,,,,,,,"<img src= ""rock_img/I_Obsidian_08.jpg"" style=""width:8cm; height:7.39cm;""><p>What type of rock is this?</p>",4,class_response,2,test,30,Obsidian,Obsidian,8,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,333,2.0.0,1659769,666359d51e208f9165a348a8,3,51,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,30,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,334,2.0.0,1667789,666359d51e208f9165a348a8,3,51,8019,,,,,,,,,"<img src= ""rock_img/I_Andesite_14.jpg"" style=""width:8cm; height:5.449999999999999cm;""><p>What type of rock is this?</p>",5,class_response,2,test,31,Pegmatite,Andesite,14,FALSE,6,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,335,2.0.0,1668300,666359d51e208f9165a348a8,3,51,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,31,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,336,2.0.0,1672072,666359d51e208f9165a348a8,3,51,3770,,,,,,,,,"<img src= ""rock_img/I_Andesite_07.jpg"" style=""width:8cm; height:5.93cm;""><p>What type of rock is this?</p>",0,class_response,2,test,32,Andesite,Andesite,7,TRUE,1,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,337,2.0.0,1672576,666359d51e208f9165a348a8,3,51,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,32,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,338,2.0.0,1673992,666359d51e208f9165a348a8,3,51,1415,,,,,,,,,"<img src= ""rock_img/I_Obsidian_16.jpg"" style=""width:8cm; height:9.3cm;""><p>What type of rock is this?</p>",4,class_response,2,test,33,Obsidian,Obsidian,16,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,339,2.0.0,1674494,666359d51e208f9165a348a8,3,51,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,33,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,340,2.0.0,1676279,666359d51e208f9165a348a8,3,51,1784,,,,,,,,,"<img src= ""rock_img/I_Basalt_10.jpg"" style=""width:8cm; height:5.85cm;""><p>What type of rock is this?</p>",1,class_response,2,test,34,Basalt,Basalt,10,TRUE,2,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,341,2.0.0,1676781,666359d51e208f9165a348a8,3,51,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,34,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,342,2.0.0,1678282,666359d51e208f9165a348a8,3,51,1500,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_08.jpg"" style=""width:8cm; height:7.68cm;""><p>What type of rock is this?</p>",5,class_response,2,test,35,Pegmatite,Pegmatite,8,TRUE,6,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,343,2.0.0,1678797,666359d51e208f9165a348a8,3,51,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,35,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,344,2.0.0,1680396,666359d51e208f9165a348a8,3,51,1598,,,,,,,,,"<img src= ""rock_img/I_Obsidian_06.jpg"" style=""width:8cm; height:6.8cm;""><p>What type of rock is this?</p>",5,class_response,2,test,36,Pegmatite,Obsidian,6,FALSE,6,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,345,2.0.0,1680911,666359d51e208f9165a348a8,3,51,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,36,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,346,2.0.0,1682471,666359d51e208f9165a348a8,3,51,1559,,,,,,,,,"<img src= ""rock_img/I_Basalt_06.jpg"" style=""width:8cm; height:7.06cm;""><p>What type of rock is this?</p>",1,class_response,2,test,37,Basalt,Basalt,6,TRUE,2,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,347,2.0.0,1682979,666359d51e208f9165a348a8,3,51,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,37,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,348,2.0.0,1690547,666359d51e208f9165a348a8,3,51,7567,,,,,,,,,"<img src= ""rock_img/I_Gabbro_13.jpg"" style=""width:8cm; height:5.08cm;""><p>What type of rock is this?</p>",0,class_response,2,test,38,Andesite,Gabbro,13,FALSE,1,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,349,2.0.0,1691049,666359d51e208f9165a348a8,3,51,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,38,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,350,2.0.0,1694057,666359d51e208f9165a348a8,3,51,3007,,,,,,,,,"<img src= ""rock_img/I_Peridotite_05.jpg"" style=""width:8cm; height:7.1499999999999995cm;""><p>What type of rock is this?</p>",6,class_response,2,test,39,Peridotite,Peridotite,5,TRUE,7,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,351,2.0.0,1694563,666359d51e208f9165a348a8,3,51,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,39,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,352,2.0.0,1696194,666359d51e208f9165a348a8,3,51,1630,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_05.jpg"" style=""width:8cm; height:7.300000000000001cm;""><p>What type of rock is this?</p>",5,class_response,2,test,40,Pegmatite,Pegmatite,5,TRUE,6,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,353,2.0.0,1696696,666359d51e208f9165a348a8,3,51,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,40,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,354,2.0.0,1698367,666359d51e208f9165a348a8,3,51,1669,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_03.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>",5,class_response,2,test,41,Pegmatite,Pegmatite,3,TRUE,6,6,,,,,,,,,,,,,,,,,
