width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_type,trial_index,plugin_version,time_elapsed,subjID,condition,stimID,rt,url,success,value,timeout,failed_images,failed_audio,failed_video,view_history,stimulus,response,trialType,cycle,phase,trial,resp,cat,token,corr,resp_num,cat_num,ref_cat_num,paired_cat_num,time_obs,ref_cat,paired_cat,ref_prob_dist,paired_prob_dist,text_Diorite,text_Gabbro,time_resp,text_Peridotite,text_Basalt,text_Pumice,time_fb1,time_fb2,text_Andesite,text_Pegmatite
,,,,,,,,,,,html-keyboard-response,161,2.0.0,709821,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,11,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,162,2.0.0,711905,614b3d6a4f76b8dfc939adf0,3,5,2080,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_03.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>",4,class_response,1,test,12,Obsidian,Pegmatite,3,FALSE,5,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,163,2.0.0,712417,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,12,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,164,2.0.0,722256,614b3d6a4f76b8dfc939adf0,3,5,9836,,,,,,,,,"<img src= ""rock_img/I_Peridotite_16.jpg"" style=""width:8cm; height:6.989999999999999cm;""><p>What type of rock is this?</p>",6,class_response,1,test,13,Peridotite,Peridotite,16,TRUE,7,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,165,2.0.0,722766,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,13,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,166,2.0.0,726637,614b3d6a4f76b8dfc939adf0,3,5,3867,,,,,,,,,"<img src= ""rock_img/I_Diorite_07.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>",2,class_response,1,test,14,Diorite,Diorite,7,TRUE,3,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,167,2.0.0,727141,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,14,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,168,2.0.0,728474,614b3d6a4f76b8dfc939adf0,3,5,1329,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_12.jpg"" style=""width:8cm; height:5.7cm;""><p>What type of rock is this?</p>",2,class_response,1,test,15,Diorite,Pegmatite,12,FALSE,3,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,169,2.0.0,728984,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,15,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,170,2.0.0,730249,614b3d6a4f76b8dfc939adf0,3,5,1262,,,,,,,,,"<img src= ""rock_img/I_Obsidian_16.jpg"" style=""width:8cm; height:9.3cm;""><p>What type of rock is this?</p>",4,class_response,1,test,16,Obsidian,Obsidian,16,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,171,2.0.0,730752,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,16,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,172,2.0.0,734842,614b3d6a4f76b8dfc939adf0,3,5,4085,,,,,,,,,"<img src= ""rock_img/I_Basalt_04.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>",1,class_response,1,test,17,Basalt,Basalt,4,TRUE,2,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,173,2.0.0,735343,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,17,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,174,2.0.0,738498,614b3d6a4f76b8dfc939adf0,3,5,3152,,,,,,,,,"<img src= ""rock_img/I_Diorite_16.jpg"" style=""width:8cm; height:6.74cm;""><p>What type of rock is this?</p>",2,class_response,1,test,18,Diorite,Diorite,16,TRUE,3,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,175,2.0.0,739011,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,18,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,176,2.0.0,743193,614b3d6a4f76b8dfc939adf0,3,5,4177,,,,,,,,,"<img src= ""rock_img/I_Andesite_01.jpg"" style=""width:8cm; height:5.87cm;""><p>What type of rock is this?</p>",2,class_response,1,test,19,Diorite,Andesite,1,FALSE,3,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,177,2.0.0,743695,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,19,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,178,2.0.0,747946,614b3d6a4f76b8dfc939adf0,3,5,4247,,,,,,,,,"<img src= ""rock_img/I_Andesite_03.jpg"" style=""width:8cm; height:5.73cm;""><p>What type of rock is this?</p>",2,class_response,1,test,20,Diorite,Andesite,3,FALSE,3,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,179,2.0.0,748452,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,20,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,180,2.0.0,750088,614b3d6a4f76b8dfc939adf0,3,5,1633,,,,,,,,,"<img src= ""rock_img/I_Peridotite_02.jpg"" style=""width:8cm; height:5.859999999999999cm;""><p>What type of rock is this?</p>",6,class_response,1,test,21,Peridotite,Peridotite,2,TRUE,7,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,181,2.0.0,750595,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,21,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,182,2.0.0,754824,614b3d6a4f76b8dfc939adf0,3,5,4226,,,,,,,,,"<img src= ""rock_img/I_Andesite_02.jpg"" style=""width:8cm; height:8.5cm;""><p>What type of rock is this?</p>",2,class_response,1,test,22,Diorite,Andesite,2,FALSE,3,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,183,2.0.0,755329,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,22,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,184,2.0.0,759560,614b3d6a4f76b8dfc939adf0,3,5,4229,,,,,,,,,"<img src= ""rock_img/I_Andesite_06.jpg"" style=""width:8cm; height:6.840000000000001cm;""><p>What type of rock is this?</p>",2,class_response,1,test,23,Diorite,Andesite,6,FALSE,3,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,185,2.0.0,760062,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,23,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,186,2.0.0,761576,614b3d6a4f76b8dfc939adf0,3,5,1511,,,,,,,,,"<img src= ""rock_img/I_Diorite_12.jpg"" style=""width:8cm; height:4.88cm;""><p>What type of rock is this?</p>",2,class_response,1,test,24,Diorite,Diorite,12,TRUE,3,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,187,2.0.0,762081,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,24,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,188,2.0.0,767720,614b3d6a4f76b8dfc939adf0,3,5,5636,,,,,,,,,"<img src= ""rock_img/I_Andesite_09.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>",2,class_response,1,test,25,Diorite,Andesite,9,FALSE,3,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,189,2.0.0,768224,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,25,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,190,2.0.0,781418,614b3d6a4f76b8dfc939adf0,3,5,13190,,,,,,,,,"<img src= ""rock_img/I_Diorite_15.jpg"" style=""width:8cm; height:5.54cm;""><p>What type of rock is this?</p>",2,class_response,1,test,26,Diorite,Diorite,15,TRUE,3,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,191,2.0.0,781927,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,26,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,192,2.0.0,783636,614b3d6a4f76b8dfc939adf0,3,5,1705,,,,,,,,,"<img src= ""rock_img/I_Peridotite_10.jpg"" style=""width:8cm; height:5.390000000000001cm;""><p>What type of rock is this?</p>",6,class_response,1,test,27,Peridotite,Peridotite,10,TRUE,7,7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,193,2.0.0,784141,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,27,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,194,2.0.0,787776,614b3d6a4f76b8dfc939adf0,3,5,3633,,,,,,,,,"<img src= ""rock_img/I_Gabbro_03.jpg"" style=""width:8cm; height:8.52cm;""><p>What type of rock is this?</p>",2,class_response,1,test,28,Diorite,Gabbro,3,FALSE,3,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,195,2.0.0,788279,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,28,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,196,2.0.0,789456,614b3d6a4f76b8dfc939adf0,3,5,1174,,,,,,,,,"<img src= ""rock_img/I_Diorite_11.jpg"" style=""width:8cm; height:7.11cm;""><p>What type of rock is this?</p>",2,class_response,1,test,29,Diorite,Diorite,11,TRUE,3,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,197,2.0.0,789970,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,29,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,198,2.0.0,791546,614b3d6a4f76b8dfc939adf0,3,5,1571,,,,,,,,,"<img src= ""rock_img/I_Obsidian_05.jpg"" style=""width:8cm; height:6.33cm;""><p>What type of rock is this?</p>",4,class_response,1,test,30,Obsidian,Obsidian,5,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,199,2.0.0,792050,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,30,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,200,2.0.0,793011,614b3d6a4f76b8dfc939adf0,3,5,957,,,,,,,,,"<img src= ""rock_img/I_Obsidian_11.jpg"" style=""width:8cm; height:6.05cm;""><p>What type of rock is this?</p>",4,class_response,1,test,31,Obsidian,Obsidian,11,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,201,2.0.0,793516,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,31,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,202,2.0.0,800129,614b3d6a4f76b8dfc939adf0,3,5,6610,,,,,,,,,"<img src= ""rock_img/I_Basalt_16.jpg"" style=""width:8cm; height:7.659999999999999cm;""><p>What type of rock is this?</p>",1,class_response,1,test,32,Basalt,Basalt,16,TRUE,2,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,203,2.0.0,800630,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,32,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,204,2.0.0,803337,614b3d6a4f76b8dfc939adf0,3,5,2703,,,,,,,,,"<img src= ""rock_img/I_Basalt_01.jpg"" style=""width:8cm; height:7.880000000000001cm;""><p>What type of rock is this?</p>",1,class_response,1,test,33,Basalt,Basalt,1,TRUE,2,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,205,2.0.0,803842,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,33,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,206,2.0.0,805233,614b3d6a4f76b8dfc939adf0,3,5,1387,,,,,,,,,"<img src= ""rock_img/I_Pumice_09.jpg"" style=""width:8cm; height:6.44cm;""><p>What type of rock is this?</p>",7,class_response,1,test,34,Pumice,Pumice,9,TRUE,8,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,207,2.0.0,805746,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,34,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,208,2.0.0,808921,614b3d6a4f76b8dfc939adf0,3,5,3172,,,,,,,,,"<img src= ""rock_img/I_Basalt_12.jpg"" style=""width:8cm; height:6.010000000000001cm;""><p>What type of rock is this?</p>",7,class_response,1,test,35,Pumice,Basalt,12,FALSE,8,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,209,2.0.0,809431,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,35,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,210,2.0.0,810842,614b3d6a4f76b8dfc939adf0,3,5,1407,,,,,,,,,"<img src= ""rock_img/I_Obsidian_09.jpg"" style=""width:8cm; height:5cm;""><p>What type of rock is this?</p>",4,class_response,1,test,36,Obsidian,Obsidian,9,TRUE,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,211,2.0.0,811356,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,36,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,212,2.0.0,813169,614b3d6a4f76b8dfc939adf0,3,5,1810,,,,,,,,,"<img src= ""rock_img/I_Gabbro_15.jpg"" style=""width:8cm; height:6.29cm;""><p>What type of rock is this?</p>",2,class_response,1,test,37,Diorite,Gabbro,15,FALSE,3,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,213,2.0.0,813684,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,37,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,214,2.0.0,824992,614b3d6a4f76b8dfc939adf0,3,5,11306,,,,,,,,,"<img src= ""rock_img/I_Andesite_11.jpg"" style=""width:8cm; height:4.92cm;""><p>What type of rock is this?</p>",3,class_response,1,test,38,Gabbro,Andesite,11,FALSE,4,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,215,2.0.0,825505,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,38,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,216,2.0.0,827514,614b3d6a4f76b8dfc939adf0,3,5,2005,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_07.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>",2,class_response,1,test,39,Diorite,Pegmatite,7,FALSE,3,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,217,2.0.0,828015,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,39,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,218,2.0.0,828929,614b3d6a4f76b8dfc939adf0,3,5,911,,,,,,,,,"<img src= ""rock_img/I_Diorite_09.jpg"" style=""width:8cm; height:5.27cm;""><p>What type of rock is this?</p>",2,class_response,1,test,40,Diorite,Diorite,9,TRUE,3,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,219,2.0.0,829442,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,40,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,220,2.0.0,830625,614b3d6a4f76b8dfc939adf0,3,5,1181,,,,,,,,,"<img src= ""rock_img/I_Pumice_05.jpg"" style=""width:8cm; height:7.25cm;""><p>What type of rock is this?</p>",7,class_response,1,test,41,Pumice,Pumice,5,TRUE,8,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,221,2.0.0,831134,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,41,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,222,2.0.0,837179,614b3d6a4f76b8dfc939adf0,3,5,6042,,,,,,,,,"<img src= ""rock_img/I_Gabbro_05.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>",2,class_response,1,test,42,Diorite,Gabbro,5,FALSE,3,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,223,2.0.0,837685,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,42,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,224,2.0.0,839324,614b3d6a4f76b8dfc939adf0,3,5,1634,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_11.jpg"" style=""width:8cm; height:8.14cm;""><p>What type of rock is this?</p>",4,class_response,1,test,43,Obsidian,Pegmatite,11,FALSE,5,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,225,2.0.0,839824,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,43,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,226,2.0.0,841819,614b3d6a4f76b8dfc939adf0,3,5,1991,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_16.jpg"" style=""width:8cm; height:5.8cm;""><p>What type of rock is this?</p>",2,class_response,1,test,44,Diorite,Pegmatite,16,FALSE,3,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,227,2.0.0,842329,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,44,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,228,2.0.0,850538,614b3d6a4f76b8dfc939adf0,3,5,8204,,,,,,,,,"<img src= ""rock_img/I_Gabbro_08.jpg"" style=""width:8cm; height:5.15cm;""><p>What type of rock is this?</p>",7,class_response,1,test,45,Pumice,Gabbro,8,FALSE,8,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,229,2.0.0,851048,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,45,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,230,2.0.0,862890,614b3d6a4f76b8dfc939adf0,3,5,11838,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_09.jpg"" style=""width:8cm; height:4.03cm;""><p>What type of rock is this?</p>",0,class_response,1,test,46,Andesite,Pegmatite,9,FALSE,1,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,231,2.0.0,863398,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,46,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,232,2.0.0,864801,614b3d6a4f76b8dfc939adf0,3,5,1400,,,,,,,,,"<img src= ""rock_img/I_Pumice_10.jpg"" style=""width:8cm; height:7.609999999999999cm;""><p>What type of rock is this?</p>",7,class_response,1,test,47,Pumice,Pumice,10,TRUE,8,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,233,2.0.0,865306,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,47,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,234,2.0.0,870744,614b3d6a4f76b8dfc939adf0,3,5,5436,,,,,,,,,"<img src= ""rock_img/I_Basalt_02.jpg"" style=""width:8cm; height:6.45cm;""><p>What type of rock is this?</p>",3,class_response,1,test,48,Gabbro,Basalt,2,FALSE,4,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,235,2.0.0,871253,614b3d6a4f76b8dfc939adf0,3,5,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,48,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,236,2.0.0,895922,614b3d6a4f76b8dfc939adf0,3,5,,,,,,,,,,,,cycle_feedback,,,,,,,,,,,,,,,,,,,,,,,7326.3,17335.9,,
,,,,,,,,,,,html-button-response,238,2.0.0,897226,614b3d6a4f76b8dfc939adf0,3,5,1300,,,,,,,,,,0,start_train,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,240,2.0.0,900930,614b3d6a4f76b8dfc939adf0,3,5,3700,,,,,,,,,"<img src= ""rock_img/I_Basalt_09.jpg"" style=""width:8cm; height:6.2cm;""><p>What type of rock is this?</p>",3,class_response,2,train,1,Gabbro,Basalt,9,FALSE,4,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,241,2.0.0,902308,614b3d6a4f76b8dfc939adf0,3,5,1375,,,,,,,,,"<img src= rock_img/I_Basalt_09.jpg style=""width:8cm; height:6.2cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>",0,corr_feedback,2,train,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,242,2.0.0,904001,614b3d6a4f76b8dfc939adf0,3,5,1691,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_05.jpg"" style=""width:8cm; height:7.300000000000001cm;""><p>What type of rock is this?</p>",4,class_response,2,train,2,Obsidian,Pegmatite,5,FALSE,5,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,243,2.0.0,904882,614b3d6a4f76b8dfc939adf0,3,5,877,,,,,,,,,"<img src= rock_img/I_Pegmatite_05.jpg style=""width:8cm; height:7.300000000000001cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>",0,corr_feedback,2,train,2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,244,2.0.0,906522,614b3d6a4f76b8dfc939adf0,3,5,1637,,,,,,,,,"<img src= ""rock_img/I_Pumice_14.jpg"" style=""width:8cm; height:6.39cm;""><p>What type of rock is this?</p>",7,class_response,2,train,3,Pumice,Pumice,14,TRUE,8,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,245,2.0.0,907458,614b3d6a4f76b8dfc939adf0,3,5,933,,,,,,,,,"<img src= rock_img/I_Pumice_14.jpg style=""width:8cm; height:6.39cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>",0,corr_feedback,2,train,3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,246,2.0.0,909225,614b3d6a4f76b8dfc939adf0,3,5,1764,,,,,,,,,"<img src= ""rock_img/I_Andesite_14.jpg"" style=""width:8cm; height:5.449999999999999cm;""><p>What type of rock is this?</p>",2,class_response,2,train,4,Diorite,Andesite,14,FALSE,3,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,247,2.0.0,910164,614b3d6a4f76b8dfc939adf0,3,5,936,,,,,,,,,"<img src= rock_img/I_Andesite_14.jpg style=""width:8cm; height:5.449999999999999cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>",0,corr_feedback,2,train,4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,248,2.0.0,913682,614b3d6a4f76b8dfc939adf0,3,5,3514,,,,,,,,,"<img src= ""rock_img/I_Gabbro_11.jpg"" style=""width:8cm; height:6.2cm;""><p>What type of rock is this?</p>",2,class_response,2,train,5,Diorite,Gabbro,11,FALSE,3,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,249,2.0.0,914546,614b3d6a4f76b8dfc939adf0,3,5,861,,,,,,,,,"<img src= rock_img/I_Gabbro_11.jpg style=""width:8cm; height:6.2cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>",0,corr_feedback,2,train,5,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,250,2.0.0,915930,614b3d6a4f76b8dfc939adf0,3,5,1381,,,,,,,,,"<img src= ""rock_img/I_Peridotite_08.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>",3,class_response,2,train,6,Gabbro,Peridotite,8,FALSE,4,7,,,,,,,,,,,,,,,,,
