width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_type,trial_index,plugin_version,time_elapsed,subjID,condition,stimID,rt,url,success,value,timeout,failed_images,failed_audio,failed_video,view_history,stimulus,response,trialType,cycle,phase,trial,resp,cat,token,corr,resp_num,cat_num,rt_ref,rt_paired,ref_cat_num,paired_cat_num,ref_cat,paired_cat,text_Diorite,text_Andesite,time_obs,time_resp,text_Pumice,text_Gabbro,text_Basalt,time_fb1,time_fb2,text_Peridotite,text_Obsidian,text_Pegmatite
,,,,,,,,,,,html-button-response,265,2.0.0,1426554,664521e03117b782ed4fff45,4,24,2216,,,,,,,,,,0,start_train,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,266,2.0.0,1442670,664521e03117b782ed4fff45,4,24,,,,,,,,,,,,cat_selection,2,train,1,,,,,,,3212.4,12901,4,1,Gabbro,Andesite,,,,,,,,,,,,
,,,,,,,,,,,paired-cat-display,267,1.0.0,1474267,664521e03117b782ed4fff45,4,24,,,,,,,,,,,,paired_cat_display,2,train,1,,,,,,,,,,,,,,Has more uniform specks,12695.3,18898,,Does not have many specks,,,,,,
,,,,,,,,,,,html-button-response,268,2.0.0,1492266,664521e03117b782ed4fff45,4,24,,,,,,,,,,,,cat_selection,2,train,2,,,,,,,17486.2,511.2,7,4,Peridotite,Gabbro,,,,,,,,,,,,
,,,,,,,,,,,paired-cat-display,269,1.0.0,1511812,664521e03117b782ed4fff45,4,24,,,,,,,,,,,,paired_cat_display,2,train,2,,,,,,,,,,,,,,,7552.6,11990.5,,usually darkly colored,,,,is greener in color. ,,
,,,,,,,,,,,html-button-response,270,2.0.0,1555362,664521e03117b782ed4fff45,4,24,,,,,,,,,,,,cat_selection,2,train,3,,,,,,,40643.1,2906.3,5,6,Obsidian,Pegmatite,,,,,,,,,,,,
,,,,,,,,,,,paired-cat-display,271,1.0.0,1570216,664521e03117b782ed4fff45,4,24,,,,,,,,,,,,paired_cat_display,2,train,3,,,,,,,,,,,,,,,6008.1,8842.6,,,,,,,is usually shiny and dark,has different colors
,,,,,,,,,,,html-button-response,273,2.0.0,1572808,664521e03117b782ed4fff45,4,24,2590,,,,,,,,,,0,start_test,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,274,2.0.0,1577042,664521e03117b782ed4fff45,4,24,4232,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_05.jpg"" style=""width:8cm; height:7.300000000000001cm;""><p>What type of rock is this?</p>",5,class_response,2,test,1,Pegmatite,Pegmatite,5,TRUE,6,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,275,2.0.0,1577544,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,276,2.0.0,1585565,664521e03117b782ed4fff45,4,24,8017,,,,,,,,,"<img src= ""rock_img/I_Andesite_10.jpg"" style=""width:8cm; height:4.16cm;""><p>What type of rock is this?</p>",3,class_response,2,test,2,Gabbro,Andesite,10,FALSE,4,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,277,2.0.0,1586067,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,278,2.0.0,1587356,664521e03117b782ed4fff45,4,24,1287,,,,,,,,,"<img src= ""rock_img/I_Diorite_16.jpg"" style=""width:8cm; height:6.74cm;""><p>What type of rock is this?</p>",2,class_response,2,test,3,Diorite,Diorite,16,TRUE,3,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,279,2.0.0,1587858,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,280,2.0.0,1590303,664521e03117b782ed4fff45,4,24,2442,,,,,,,,,"<img src= ""rock_img/I_Gabbro_01.jpg"" style=""width:8cm; height:5.21cm;""><p>What type of rock is this?</p>",0,class_response,2,test,4,Andesite,Gabbro,1,FALSE,1,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,281,2.0.0,1590804,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,282,2.0.0,1591837,664521e03117b782ed4fff45,4,24,1031,,,,,,,,,"<img src= ""rock_img/I_Diorite_10.jpg"" style=""width:8cm; height:5.949999999999999cm;""><p>What type of rock is this?</p>",0,class_response,2,test,5,Andesite,Diorite,10,FALSE,1,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,283,2.0.0,1592339,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,284,2.0.0,1593614,664521e03117b782ed4fff45,4,24,1273,,,,,,,,,"<img src= ""rock_img/I_Andesite_07.jpg"" style=""width:8cm; height:5.93cm;""><p>What type of rock is this?</p>",2,class_response,2,test,6,Diorite,Andesite,7,FALSE,3,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,285,2.0.0,1594116,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,286,2.0.0,1595335,664521e03117b782ed4fff45,4,24,1217,,,,,,,,,"<img src= ""rock_img/I_Basalt_01.jpg"" style=""width:8cm; height:7.880000000000001cm;""><p>What type of rock is this?</p>",1,class_response,2,test,7,Basalt,Basalt,1,TRUE,2,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,287,2.0.0,1595836,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,288,2.0.0,1601742,664521e03117b782ed4fff45,4,24,5903,,,,,,,,,"<img src= ""rock_img/I_Andesite_04.jpg"" style=""width:8cm; height:5.96cm;""><p>What type of rock is this?</p>",0,class_response,2,test,8,Andesite,Andesite,4,TRUE,1,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,289,2.0.0,1602244,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,290,2.0.0,1604073,664521e03117b782ed4fff45,4,24,1827,,,,,,,,,"<img src= ""rock_img/I_Basalt_04.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>",1,class_response,2,test,9,Basalt,Basalt,4,TRUE,2,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,291,2.0.0,1604575,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,292,2.0.0,1616217,664521e03117b782ed4fff45,4,24,11640,,,,,,,,,"<img src= ""rock_img/I_Andesite_11.jpg"" style=""width:8cm; height:4.92cm;""><p>What type of rock is this?</p>",0,class_response,2,test,10,Andesite,Andesite,11,TRUE,1,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,293,2.0.0,1616718,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,10,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,294,2.0.0,1618497,664521e03117b782ed4fff45,4,24,1776,,,,,,,,,"<img src= ""rock_img/I_Pumice_02.jpg"" style=""width:8cm; height:7.3999999999999995cm;""><p>What type of rock is this?</p>",7,class_response,2,test,11,Pumice,Pumice,2,TRUE,8,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,295,2.0.0,1618999,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,11,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,296,2.0.0,1621215,664521e03117b782ed4fff45,4,24,2214,,,,,,,,,"<img src= ""rock_img/I_Andesite_14.jpg"" style=""width:8cm; height:5.449999999999999cm;""><p>What type of rock is this?</p>",0,class_response,2,test,12,Andesite,Andesite,14,TRUE,1,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,297,2.0.0,1621717,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,12,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,298,2.0.0,1627092,664521e03117b782ed4fff45,4,24,5373,,,,,,,,,"<img src= ""rock_img/I_Peridotite_12.jpg"" style=""width:8cm; height:4.54cm;""><p>What type of rock is this?</p>",2,class_response,2,test,13,Diorite,Peridotite,12,FALSE,3,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,299,2.0.0,1627593,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,13,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,300,2.0.0,1635635,664521e03117b782ed4fff45,4,24,8039,,,,,,,,,"<img src= ""rock_img/I_Peridotite_08.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>",6,class_response,2,test,14,Peridotite,Peridotite,8,TRUE,7,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,301,2.0.0,1636137,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,14,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,302,2.0.0,1641138,664521e03117b782ed4fff45,4,24,4999,,,,,,,,,"<img src= ""rock_img/I_Peridotite_07.jpg"" style=""width:8cm; height:4.83cm;""><p>What type of rock is this?</p>",3,class_response,2,test,15,Gabbro,Peridotite,7,FALSE,4,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,303,2.0.0,1641641,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,15,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,304,2.0.0,1651308,664521e03117b782ed4fff45,4,24,9665,,,,,,,,,"<img src= ""rock_img/I_Pumice_13.jpg"" style=""width:8cm; height:8.200000000000001cm;""><p>What type of rock is this?</p>",7,class_response,2,test,16,Pumice,Pumice,13,TRUE,8,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,305,2.0.0,1651811,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,16,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,306,2.0.0,1653639,664521e03117b782ed4fff45,4,24,1825,,,,,,,,,"<img src= ""rock_img/I_Diorite_12.jpg"" style=""width:8cm; height:4.88cm;""><p>What type of rock is this?</p>",2,class_response,2,test,17,Diorite,Diorite,12,TRUE,3,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,307,2.0.0,1654141,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,17,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,308,2.0.0,1656218,664521e03117b782ed4fff45,4,24,2075,,,,,,,,,"<img src= ""rock_img/I_Diorite_13.jpg"" style=""width:8cm; height:6.29cm;""><p>What type of rock is this?</p>",2,class_response,2,test,18,Diorite,Diorite,13,TRUE,3,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,309,2.0.0,1656721,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,18,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,310,2.0.0,1662887,664521e03117b782ed4fff45,4,24,6164,,,,,,,,,"<img src= ""rock_img/I_Gabbro_14.jpg"" style=""width:8cm; height:8.48cm;""><p>What type of rock is this?</p>",3,class_response,2,test,19,Gabbro,Gabbro,14,TRUE,4,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,311,2.0.0,1663389,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,312,2.0.0,1664503,664521e03117b782ed4fff45,4,24,1113,,,,,,,,,"<img src= ""rock_img/I_Pumice_09.jpg"" style=""width:8cm; height:6.44cm;""><p>What type of rock is this?</p>",7,class_response,2,test,20,Pumice,Pumice,9,TRUE,8,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,313,2.0.0,1665005,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,20,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,314,2.0.0,1667595,664521e03117b782ed4fff45,4,24,2588,,,,,,,,,"<img src= ""rock_img/I_Basalt_06.jpg"" style=""width:8cm; height:7.06cm;""><p>What type of rock is this?</p>",1,class_response,2,test,21,Basalt,Basalt,6,TRUE,2,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,315,2.0.0,1668098,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,21,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,316,2.0.0,1669145,664521e03117b782ed4fff45,4,24,1045,,,,,,,,,"<img src= ""rock_img/I_Obsidian_06.jpg"" style=""width:8cm; height:6.8cm;""><p>What type of rock is this?</p>",4,class_response,2,test,22,Obsidian,Obsidian,6,TRUE,5,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,317,2.0.0,1669646,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,22,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,318,2.0.0,1671530,664521e03117b782ed4fff45,4,24,1882,,,,,,,,,"<img src= ""rock_img/I_Pumice_05.jpg"" style=""width:8cm; height:7.25cm;""><p>What type of rock is this?</p>",7,class_response,2,test,23,Pumice,Pumice,5,TRUE,8,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,319,2.0.0,1672031,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,23,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,320,2.0.0,1673527,664521e03117b782ed4fff45,4,24,1493,,,,,,,,,"<img src= ""rock_img/I_Diorite_09.jpg"" style=""width:8cm; height:5.27cm;""><p>What type of rock is this?</p>",2,class_response,2,test,24,Diorite,Diorite,9,TRUE,3,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,321,2.0.0,1674029,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,24,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,322,2.0.0,1675409,664521e03117b782ed4fff45,4,24,1378,,,,,,,,,"<img src= ""rock_img/I_Basalt_10.jpg"" style=""width:8cm; height:5.85cm;""><p>What type of rock is this?</p>",1,class_response,2,test,25,Basalt,Basalt,10,TRUE,2,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,323,2.0.0,1675911,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,25,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,324,2.0.0,1682316,664521e03117b782ed4fff45,4,24,6402,,,,,,,,,"<img src= ""rock_img/I_Diorite_08.jpg"" style=""width:8cm; height:6.37cm;""><p>What type of rock is this?</p>",2,class_response,2,test,26,Diorite,Diorite,8,TRUE,3,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,325,2.0.0,1682818,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,26,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,326,2.0.0,1684507,664521e03117b782ed4fff45,4,24,1686,,,,,,,,,"<img src= ""rock_img/I_Peridotite_06.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>",6,class_response,2,test,27,Peridotite,Peridotite,6,TRUE,7,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,327,2.0.0,1685008,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,27,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,328,2.0.0,1686154,664521e03117b782ed4fff45,4,24,1144,,,,,,,,,"<img src= ""rock_img/I_Obsidian_16.jpg"" style=""width:8cm; height:9.3cm;""><p>What type of rock is this?</p>",4,class_response,2,test,28,Obsidian,Obsidian,16,TRUE,5,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,329,2.0.0,1686655,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,330,2.0.0,1688970,664521e03117b782ed4fff45,4,24,2313,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_10.jpg"" style=""width:8cm; height:4.16cm;""><p>What type of rock is this?</p>",5,class_response,2,test,29,Pegmatite,Pegmatite,10,TRUE,6,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,331,2.0.0,1689472,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,29,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,332,2.0.0,1690992,664521e03117b782ed4fff45,4,24,1517,,,,,,,,,"<img src= ""rock_img/I_Pumice_15.jpg"" style=""width:8cm; height:7.86cm;""><p>What type of rock is this?</p>",7,class_response,2,test,30,Pumice,Pumice,15,TRUE,8,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,333,2.0.0,1691493,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,30,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,334,2.0.0,1702679,664521e03117b782ed4fff45,4,24,11184,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_13.jpg"" style=""width:8cm; height:4.95cm;""><p>What type of rock is this?</p>",5,class_response,2,test,31,Pegmatite,Pegmatite,13,TRUE,6,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,335,2.0.0,1703181,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,31,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,336,2.0.0,1706552,664521e03117b782ed4fff45,4,24,3369,,,,,,,,,"<img src= ""rock_img/I_Gabbro_10.jpg"" style=""width:8cm; height:5.680000000000001cm;""><p>What type of rock is this?</p>",3,class_response,2,test,32,Gabbro,Gabbro,10,TRUE,4,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,337,2.0.0,1707053,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,32,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,338,2.0.0,1712356,664521e03117b782ed4fff45,4,24,5301,,,,,,,,,"<img src= ""rock_img/I_Gabbro_13.jpg"" style=""width:8cm; height:5.08cm;""><p>What type of rock is this?</p>",3,class_response,2,test,33,Gabbro,Gabbro,13,TRUE,4,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,339,2.0.0,1712857,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,33,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,340,2.0.0,1713906,664521e03117b782ed4fff45,4,24,1047,,,,,,,,,"<img src= ""rock_img/I_Obsidian_04.jpg"" style=""width:8cm; height:6.930000000000001cm;""><p>What type of rock is this?</p>",4,class_response,2,test,34,Obsidian,Obsidian,4,TRUE,5,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,341,2.0.0,1714408,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,34,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,342,2.0.0,1715564,664521e03117b782ed4fff45,4,24,1154,,,,,,,,,"<img src= ""rock_img/I_Basalt_09.jpg"" style=""width:8cm; height:6.2cm;""><p>What type of rock is this?</p>",1,class_response,2,test,35,Basalt,Basalt,9,TRUE,2,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,343,2.0.0,1716066,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,35,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,344,2.0.0,1718006,664521e03117b782ed4fff45,4,24,1938,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_15.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>",5,class_response,2,test,36,Pegmatite,Pegmatite,15,TRUE,6,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,345,2.0.0,1718508,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,36,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,346,2.0.0,1720724,664521e03117b782ed4fff45,4,24,2214,,,,,,,,,"<img src= ""rock_img/I_Gabbro_09.jpg"" style=""width:8cm; height:7.279999999999999cm;""><p>What type of rock is this?</p>",3,class_response,2,test,37,Gabbro,Gabbro,9,TRUE,4,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,347,2.0.0,1721226,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,37,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,348,2.0.0,1722875,664521e03117b782ed4fff45,4,24,1647,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_08.jpg"" style=""width:8cm; height:7.68cm;""><p>What type of rock is this?</p>",5,class_response,2,test,38,Pegmatite,Pegmatite,8,TRUE,6,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,349,2.0.0,1723377,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,350,2.0.0,1724994,664521e03117b782ed4fff45,4,24,1614,,,,,,,,,"<img src= ""rock_img/I_Andesite_02.jpg"" style=""width:8cm; height:8.5cm;""><p>What type of rock is this?</p>",0,class_response,2,test,39,Andesite,Andesite,2,TRUE,1,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,351,2.0.0,1725495,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,39,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,352,2.0.0,1726682,664521e03117b782ed4fff45,4,24,1185,,,,,,,,,"<img src= ""rock_img/I_Obsidian_11.jpg"" style=""width:8cm; height:6.05cm;""><p>What type of rock is this?</p>",4,class_response,2,test,40,Obsidian,Obsidian,11,TRUE,5,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,353,2.0.0,1727184,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,40,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,354,2.0.0,1728022,664521e03117b782ed4fff45,4,24,836,,,,,,,,,"<img src= ""rock_img/I_Obsidian_08.jpg"" style=""width:8cm; height:7.39cm;""><p>What type of rock is this?</p>",4,class_response,2,test,41,Obsidian,Obsidian,8,TRUE,5,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,355,2.0.0,1728524,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,41,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,356,2.0.0,1729791,664521e03117b782ed4fff45,4,24,1265,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_03.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>",5,class_response,2,test,42,Pegmatite,Pegmatite,3,TRUE,6,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,357,2.0.0,1730293,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,42,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,358,2.0.0,1734256,664521e03117b782ed4fff45,4,24,3960,,,,,,,,,"<img src= ""rock_img/I_Peridotite_16.jpg"" style=""width:8cm; height:6.989999999999999cm;""><p>What type of rock is this?</p>",6,class_response,2,test,43,Peridotite,Peridotite,16,TRUE,7,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,359,2.0.0,1734758,664521e03117b782ed4fff45,4,24,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,2,test,43,,,,,,,,,,,,,,,,,,,,,,,,
