"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","ref_cat_num","paired_cat_num","time_obs","ref_cat","paired_cat","ref_prob_dist","paired_prob_dist","text_Diorite","text_Pegmatite","time_resp","text_Basalt","text_Gabbro","text_Andesite","time_fb1","time_fb2","text_Peridotite"
"","","","","","","","","","","","html-keyboard-response","483","2.0.0","1879392","5f50b1bbe29c992335098fb1","3","27","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","38","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","484","2.0.0","1880544","5f50b1bbe29c992335098fb1","3","27","1150","","","","","","","","","<img src= ""rock_img/I_Pegmatite_08.jpg"" style=""width:8cm; height:7.68cm;""><p>What type of rock is this?</p>","5","class_response","3","test","39","Pegmatite","Pegmatite","08","true","6","6","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","485","2.0.0","1881057","5f50b1bbe29c992335098fb1","3","27","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","39","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","486","2.0.0","1887790","5f50b1bbe29c992335098fb1","3","27","6732","","","","","","","","","<img src= ""rock_img/I_Andesite_01.jpg"" style=""width:8cm; height:5.87cm;""><p>What type of rock is this?</p>","2","class_response","3","test","40","Diorite","Andesite","01","false","3","1","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","487","2.0.0","1888300","5f50b1bbe29c992335098fb1","3","27","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","40","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","488","2.0.0","1890824","5f50b1bbe29c992335098fb1","3","27","2521","","","","","","","","","<img src= ""rock_img/I_Gabbro_03.jpg"" style=""width:8cm; height:8.52cm;""><p>What type of rock is this?</p>","0","class_response","3","test","41","Andesite","Gabbro","03","false","1","4","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","489","2.0.0","1891330","5f50b1bbe29c992335098fb1","3","27","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","41","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","490","2.0.0","1892472","5f50b1bbe29c992335098fb1","3","27","1140","","","","","","","","","<img src= ""rock_img/I_Pegmatite_11.jpg"" style=""width:8cm; height:8.14cm;""><p>What type of rock is this?</p>","5","class_response","3","test","42","Pegmatite","Pegmatite","11","true","6","6","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","491","2.0.0","1892978","5f50b1bbe29c992335098fb1","3","27","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","42","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","492","2.0.0","1902397","5f50b1bbe29c992335098fb1","3","27","9416","","","","","","","","","<img src= ""rock_img/I_Diorite_10.jpg"" style=""width:8cm; height:5.949999999999999cm;""><p>What type of rock is this?</p>","6","class_response","3","test","43","Peridotite","Diorite","10","false","7","3","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","493","2.0.0","1902903","5f50b1bbe29c992335098fb1","3","27","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","43","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","494","2.0.0","1905976","5f50b1bbe29c992335098fb1","3","27","3071","","","","","","","","","<img src= ""rock_img/I_Basalt_06.jpg"" style=""width:8cm; height:7.06cm;""><p>What type of rock is this?</p>","1","class_response","3","test","44","Basalt","Basalt","06","true","2","2","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","495","2.0.0","1906482","5f50b1bbe29c992335098fb1","3","27","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","44","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","496","2.0.0","1909772","5f50b1bbe29c992335098fb1","3","27","3288","","","","","","","","","<img src= ""rock_img/I_Peridotite_12.jpg"" style=""width:8cm; height:4.54cm;""><p>What type of rock is this?</p>","6","class_response","3","test","45","Peridotite","Peridotite","12","true","7","7","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","497","2.0.0","1910284","5f50b1bbe29c992335098fb1","3","27","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","45","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","498","2.0.0","1911589","5f50b1bbe29c992335098fb1","3","27","1302","","","","","","","","","<img src= ""rock_img/I_Pumice_09.jpg"" style=""width:8cm; height:6.44cm;""><p>What type of rock is this?</p>","7","class_response","3","test","46","Pumice","Pumice","09","true","8","8","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","499","2.0.0","1912095","5f50b1bbe29c992335098fb1","3","27","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","46","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","500","2.0.0","1914200","5f50b1bbe29c992335098fb1","3","27","2104","","","","","","","","","<img src= ""rock_img/I_Andesite_16.jpg"" style=""width:8cm; height:6.010000000000001cm;""><p>What type of rock is this?</p>","0","class_response","3","test","47","Andesite","Andesite","16","true","1","1","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","501","2.0.0","1914707","5f50b1bbe29c992335098fb1","3","27","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","47","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","502","2.0.0","1922930","5f50b1bbe29c992335098fb1","3","27","8221","","","","","","","","","<img src= ""rock_img/I_Gabbro_15.jpg"" style=""width:8cm; height:6.29cm;""><p>What type of rock is this?</p>","3","class_response","3","test","48","Gabbro","Gabbro","15","true","4","4","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","503","2.0.0","1923445","5f50b1bbe29c992335098fb1","3","27","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","48","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","504","2.0.0","1928696","5f50b1bbe29c992335098fb1","3","27","","","","","","","","","","","","cycle_feedback","","","","","","","","","","","","","","","","","","","","","","","3119.2000000476837","2125.5",""
"","","","","","","","","","","","html-button-response","506","2.0.0","1929998","5f50b1bbe29c992335098fb1","3","27","1301","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","508","2.0.0","1931868","5f50b1bbe29c992335098fb1","3","27","1869","","","","","","","","","<img src= ""rock_img/I_Andesite_11.jpg"" style=""width:8cm; height:4.92cm;""><p>What type of rock is this?</p>","0","class_response","4","train","1","Andesite","Andesite","11","true","1","1","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","509","2.0.0","1932830","5f50b1bbe29c992335098fb1","3","27","961","","","","","","","","","<img src= rock_img/I_Andesite_11.jpg style=""width:8cm; height:4.92cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","4","train","1","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","510","2.0.0","1935932","5f50b1bbe29c992335098fb1","3","27","3101","","","","","","","","","<img src= ""rock_img/I_Diorite_09.jpg"" style=""width:8cm; height:5.27cm;""><p>What type of rock is this?</p>","2","class_response","4","train","2","Diorite","Diorite","09","true","3","3","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","511","2.0.0","1939167","5f50b1bbe29c992335098fb1","3","27","3233","","","","","","","","","<img src= rock_img/I_Diorite_09.jpg style=""width:8cm; height:5.27cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>","0","corr_feedback","4","train","2","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","512","2.0.0","1941484","5f50b1bbe29c992335098fb1","3","27","2316","","","","","","","","","<img src= ""rock_img/I_Diorite_12.jpg"" style=""width:8cm; height:4.88cm;""><p>What type of rock is this?</p>","6","class_response","4","train","3","Peridotite","Diorite","12","false","7","3","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","513","2.0.0","1942724","5f50b1bbe29c992335098fb1","3","27","1239","","","","","","","","","<img src= rock_img/I_Diorite_12.jpg style=""width:8cm; height:4.88cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>","0","corr_feedback","4","train","3","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","514","2.0.0","1944064","5f50b1bbe29c992335098fb1","3","27","1339","","","","","","","","","<img src= ""rock_img/I_Pumice_10.jpg"" style=""width:8cm; height:7.609999999999999cm;""><p>What type of rock is this?</p>","7","class_response","4","train","4","Pumice","Pumice","10","true","8","8","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","515","2.0.0","1944956","5f50b1bbe29c992335098fb1","3","27","891","","","","","","","","","<img src= rock_img/I_Pumice_10.jpg style=""width:8cm; height:7.609999999999999cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","4","train","4","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","516","2.0.0","1947520","5f50b1bbe29c992335098fb1","3","27","2563","","","","","","","","","<img src= ""rock_img/I_Gabbro_01.jpg"" style=""width:8cm; height:5.21cm;""><p>What type of rock is this?</p>","3","class_response","4","train","5","Gabbro","Gabbro","01","true","4","4","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","517","2.0.0","1948998","5f50b1bbe29c992335098fb1","3","27","1476","","","","","","","","","<img src= rock_img/I_Gabbro_01.jpg style=""width:8cm; height:5.21cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","4","train","5","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","518","2.0.0","1950322","5f50b1bbe29c992335098fb1","3","27","1323","","","","","","","","","<img src= ""rock_img/I_Peridotite_13.jpg"" style=""width:8cm; height:7.58cm;""><p>What type of rock is this?</p>","6","class_response","4","train","6","Peridotite","Peridotite","13","true","7","7","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","519","2.0.0","1951292","5f50b1bbe29c992335098fb1","3","27","969","","","","","","","","","<img src= rock_img/I_Peridotite_13.jpg style=""width:8cm; height:7.58cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","4","train","6","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","520","2.0.0","1952678","5f50b1bbe29c992335098fb1","3","27","1385","","","","","","","","","<img src= ""rock_img/I_Obsidian_09.jpg"" style=""width:8cm; height:5cm;""><p>What type of rock is this?</p>","4","class_response","4","train","7","Obsidian","Obsidian","09","true","5","5","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","521","2.0.0","1953395","5f50b1bbe29c992335098fb1","3","27","714","","","","","","","","","<img src= rock_img/I_Obsidian_09.jpg style=""width:8cm; height:5cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","4","train","7","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","522","2.0.0","1954556","5f50b1bbe29c992335098fb1","3","27","1160","","","","","","","","","<img src= ""rock_img/I_Pegmatite_10.jpg"" style=""width:8cm; height:4.16cm;""><p>What type of rock is this?</p>","5","class_response","4","train","8","Pegmatite","Pegmatite","10","true","6","6","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","523","2.0.0","1955366","5f50b1bbe29c992335098fb1","3","27","809","","","","","","","","","<img src= rock_img/I_Pegmatite_10.jpg style=""width:8cm; height:4.16cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","4","train","8","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","524","2.0.0","1956636","5f50b1bbe29c992335098fb1","3","27","1269","","","","","","","","","<img src= ""rock_img/I_Obsidian_10.jpg"" style=""width:8cm; height:6.260000000000001cm;""><p>What type of rock is this?</p>","4","class_response","4","train","9","Obsidian","Obsidian","10","true","5","5","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","525","2.0.0","1957328","5f50b1bbe29c992335098fb1","3","27","690","","","","","","","","","<img src= rock_img/I_Obsidian_10.jpg style=""width:8cm; height:6.260000000000001cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","4","train","9","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","526","2.0.0","1958445","5f50b1bbe29c992335098fb1","3","27","1115","","","","","","","","","<img src= ""rock_img/I_Basalt_08.jpg"" style=""width:8cm; height:10.44cm;""><p>What type of rock is this?</p>","1","class_response","4","train","10","Basalt","Basalt","08","true","2","2","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","527","2.0.0","1959184","5f50b1bbe29c992335098fb1","3","27","738","","","","","","","","","<img src= rock_img/I_Basalt_08.jpg style=""width:8cm; height:10.44cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","4","train","10","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","528","2.0.0","1965912","5f50b1bbe29c992335098fb1","3","27","6727","","","","","","","","","<img src= ""rock_img/I_Andesite_07.jpg"" style=""width:8cm; height:5.93cm;""><p>What type of rock is this?</p>","0","class_response","4","train","11","Andesite","Andesite","07","true","1","1","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","529","2.0.0","1966966","5f50b1bbe29c992335098fb1","3","27","1053","","","","","","","","","<img src= rock_img/I_Andesite_07.jpg style=""width:8cm; height:5.93cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","4","train","11","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","530","2.0.0","1969322","5f50b1bbe29c992335098fb1","3","27","2355","","","","","","","","","<img src= ""rock_img/I_Gabbro_14.jpg"" style=""width:8cm; height:8.48cm;""><p>What type of rock is this?</p>","3","class_response","4","train","12","Gabbro","Gabbro","14","true","4","4","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","531","2.0.0","1970154","5f50b1bbe29c992335098fb1","3","27","831","","","","","","","","","<img src= rock_img/I_Gabbro_14.jpg style=""width:8cm; height:8.48cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","4","train","12","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","533","2.0.0","1971308","5f50b1bbe29c992335098fb1","3","27","1153","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","534","2.0.0","1973132","5f50b1bbe29c992335098fb1","3","27","","","","","","","","","","","","cat_selection","4","train","1","","","","","","","2","4","1822.7000000476837","Basalt","Gabbro","[0.19255787640777242,0.13644995814584976,0.12158592929575332,0.2128900758847985,0.09424507616110495,0.06226342943390654,0.12321239586383752,0.056795258806976855]","[0.05659711984515091,null,0.006988108250464641,0.3280949052850746,0.02508169129766226,0.006869559985501402,0.008889560026651337,0.5674790553094948]","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","535","1.0.0","2018432","5f50b1bbe29c992335098fb1","3","27","","","","","","","","","","","","paired_cat_display","4","train","1","","","","","","","","","5888.299999952316","","","","","","","39409.09999996424","dark, moon rocks, smooth texture, smooth edges","dirty, road/yard rocks, bumpy","","","",""
"","","","","","","","","","","","html-button-response","536","2.0.0","2020002","5f50b1bbe29c992335098fb1","3","27","","","","","","","","","","","","cat_selection","4","train","2","","","","","","","3","7","1568.3999999761581","Diorite","Peridotite","[0.19255787640777242,0.13644995814584976,0.12158592929575332,0.2128900758847985,0.09424507616110495,0.06226342943390654,0.12321239586383752,0.056795258806976855]","[0.023594233613654907,0.05540849810983927,null,0.2699029859213785,0.009050122642936743,0.041804109883149136,0.5942156651024617,0.006024384726579781]","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","537","1.0.0","2047596","5f50b1bbe29c992335098fb1","3","27","","","","","","","","","","","","paired_cat_display","4","train","2","","","","","","","","","7944.399999976158","","","","","dark black, uniform spots","","19647","","","","","","green color, different non typical colors and textures"
"","","","","","","","","","","","html-button-response","538","2.0.0","2049082","5f50b1bbe29c992335098fb1","3","27","","","","","","","","","","","","cat_selection","4","train","3","","","","","","","1","4","1484.699999988079","Andesite","Gabbro","[0.19255787640777242,0.13644995814584976,0.12158592929575332,0.2128900758847985,0.09424507616110495,0.06226342943390654,0.12321239586383752,0.056795258806976855]","[null,0.20389479657630874,0.25480032209313414,0.162279389831155,0.033062230869038256,0.3036737241679484,0.03279799302581756,0.009491543436597893]","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","539","1.0.0","2079952","5f50b1bbe29c992335098fb1","3","27","","","","","","","","","","","","paired_cat_display","4","train","3","","","","","","","","","6020.399999976158","","","","","","","24847.19999998808","","irregular edges, rough texture, road/yard rocks","white spots, gravel looking, straight edges","","",""
"","","","","","","","","","","","html-button-response","541","2.0.0","2081046","5f50b1bbe29c992335098fb1","3","27","1093","","","","","","","","","","0","start_test","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","542","2.0.0","2087874","5f50b1bbe29c992335098fb1","3","27","6827","","","","","","","","","<img src= ""rock_img/I_Gabbro_03.jpg"" style=""width:8cm; height:8.52cm;""><p>What type of rock is this?</p>","0","class_response","4","test","1","Andesite","Gabbro","03","false","1","4","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","543","2.0.0","2088388","5f50b1bbe29c992335098fb1","3","27","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","1","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","544","2.0.0","2090069","5f50b1bbe29c992335098fb1","3","27","1678","","","","","","","","","<img src= ""rock_img/I_Peridotite_02.jpg"" style=""width:8cm; height:5.859999999999999cm;""><p>What type of rock is this?</p>","6","class_response","4","test","2","Peridotite","Peridotite","02","true","7","7","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","545","2.0.0","2090570","5f50b1bbe29c992335098fb1","3","27","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","2","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","546","2.0.0","2098092","5f50b1bbe29c992335098fb1","3","27","7521","","","","","","","","","<img src= ""rock_img/I_Basalt_16.jpg"" style=""width:8cm; height:7.659999999999999cm;""><p>What type of rock is this?</p>","3","class_response","4","test","3","Gabbro","Basalt","16","false","4","2","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","547","2.0.0","2098603","5f50b1bbe29c992335098fb1","3","27","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","3","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","548","2.0.0","2099931","5f50b1bbe29c992335098fb1","3","27","1326","","","","","","","","","<img src= ""rock_img/I_Pumice_08.jpg"" style=""width:8cm; height:6.67cm;""><p>What type of rock is this?</p>","7","class_response","4","test","4","Pumice","Pumice","08","true","8","8","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","549","2.0.0","2100443","5f50b1bbe29c992335098fb1","3","27","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","4","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","550","2.0.0","2113734","5f50b1bbe29c992335098fb1","3","27","13289","","","","","","","","","<img src= ""rock_img/I_Andesite_01.jpg"" style=""width:8cm; height:5.87cm;""><p>What type of rock is this?</p>","2","class_response","4","test","5","Diorite","Andesite","01","false","3","1","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","551","2.0.0","2114239","5f50b1bbe29c992335098fb1","3","27","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","5","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","552","2.0.0","2118592","5f50b1bbe29c992335098fb1","3","27","4351","","","","","","","","","<img src= ""rock_img/I_Peridotite_05.jpg"" style=""width:8cm; height:7.1499999999999995cm;""><p>What type of rock is this?</p>","6","class_response","4","test","6","Peridotite","Peridotite","05","true","7","7","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","553","2.0.0","2119107","5f50b1bbe29c992335098fb1","3","27","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","6","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","554","2.0.0","2120346","5f50b1bbe29c992335098fb1","3","27","1237","","","","","","","","","<img src= ""rock_img/I_Basalt_02.jpg"" style=""width:8cm; height:6.45cm;""><p>What type of rock is this?</p>","1","class_response","4","test","7","Basalt","Basalt","02","true","2","2","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","555","2.0.0","2120855","5f50b1bbe29c992335098fb1","3","27","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","7","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","556","2.0.0","2125150","5f50b1bbe29c992335098fb1","3","27","4294","","","","","","","","","<img src= ""rock_img/I_Gabbro_15.jpg"" style=""width:8cm; height:6.29cm;""><p>What type of rock is this?</p>","3","class_response","4","test","8","Gabbro","Gabbro","15","true","4","4","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","557","2.0.0","2125667","5f50b1bbe29c992335098fb1","3","27","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","8","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","558","2.0.0","2126914","5f50b1bbe29c992335098fb1","3","27","1245","","","","","","","","","<img src= ""rock_img/I_Diorite_02.jpg"" style=""width:8cm; height:6.27cm;""><p>What type of rock is this?</p>","2","class_response","4","test","9","Diorite","Diorite","02","true","3","3","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","559","2.0.0","2127417","5f50b1bbe29c992335098fb1","3","27","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","9","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","560","2.0.0","2128922","5f50b1bbe29c992335098fb1","3","27","1504","","","","","","","","","<img src= ""rock_img/I_Andesite_04.jpg"" style=""width:8cm; height:5.96cm;""><p>What type of rock is this?</p>","0","class_response","4","test","10","Andesite","Andesite","04","true","1","1","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","561","2.0.0","2129431","5f50b1bbe29c992335098fb1","3","27","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","10","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","562","2.0.0","2132349","5f50b1bbe29c992335098fb1","3","27","2915","","","","","","","","","<img src= ""rock_img/I_Diorite_14.jpg"" style=""width:8cm; height:5.71cm;""><p>What type of rock is this?</p>","2","class_response","4","test","11","Diorite","Diorite","14","true","3","3","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","563","2.0.0","2132861","5f50b1bbe29c992335098fb1","3","27","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","11","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","564","2.0.0","2134082","5f50b1bbe29c992335098fb1","3","27","1220","","","","","","","","","<img src= ""rock_img/I_Pumice_09.jpg"" style=""width:8cm; height:6.44cm;""><p>What type of rock is this?</p>","7","class_response","4","test","12","Pumice","Pumice","09","true","8","8","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","565","2.0.0","2134592","5f50b1bbe29c992335098fb1","3","27","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","12","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","566","2.0.0","2135698","5f50b1bbe29c992335098fb1","3","27","1104","","","","","","","","","<img src= ""rock_img/I_Pumice_15.jpg"" style=""width:8cm; height:7.86cm;""><p>What type of rock is this?</p>","7","class_response","4","test","13","Pumice","Pumice","15","true","8","8","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","567","2.0.0","2136207","5f50b1bbe29c992335098fb1","3","27","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","13","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","568","2.0.0","2137422","5f50b1bbe29c992335098fb1","3","27","1213","","","","","","","","","<img src= ""rock_img/I_Obsidian_14.jpg"" style=""width:8cm; height:7.64cm;""><p>What type of rock is this?</p>","4","class_response","4","test","14","Obsidian","Obsidian","14","true","5","5","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","569","2.0.0","2137932","5f50b1bbe29c992335098fb1","3","27","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","14","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","570","2.0.0","2139124","5f50b1bbe29c992335098fb1","3","27","1190","","","","","","","","","<img src= ""rock_img/I_Pumice_13.jpg"" style=""width:8cm; height:8.200000000000001cm;""><p>What type of rock is this?</p>","7","class_response","4","test","15","Pumice","Pumice","13","true","8","8","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","571","2.0.0","2139637","5f50b1bbe29c992335098fb1","3","27","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","15","","","","","","","","","","","","","","","","","","","","","",""
