"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","ref_cat_num","paired_cat_num","time_obs","ref_cat","paired_cat","ref_prob_dist","paired_prob_dist","text_Andesite","text_Gabbro","time_resp","text_Diorite","text_Pegmatite","text_Peridotite","time_fb1","time_fb2","text_Basalt"
"","","","","","","","","","","","html-button-response","251","2.0.0","2334447","663a7af013938e6bbfb065d5","3","52","4087","","","","","","","","","<img src= rock_img/I_Andesite_05.jpg style=""width:8cm; height:4.12cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","2","train","6","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","252","2.0.0","2336015","663a7af013938e6bbfb065d5","3","52","1567","","","","","","","","","<img src= ""rock_img/I_Gabbro_15.jpg"" style=""width:8cm; height:6.29cm;""><p>What type of rock is this?</p>","4","class_response","2","train","7","Obsidian","Gabbro","15","false","5","4","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","253","2.0.0","2338847","663a7af013938e6bbfb065d5","3","52","2831","","","","","","","","","<img src= rock_img/I_Gabbro_15.jpg style=""width:8cm; height:6.29cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","2","train","7","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","254","2.0.0","2341143","663a7af013938e6bbfb065d5","3","52","2295","","","","","","","","","<img src= ""rock_img/I_Obsidian_07.jpg"" style=""width:8cm; height:4.76cm;""><p>What type of rock is this?</p>","2","class_response","2","train","8","Diorite","Obsidian","07","false","3","5","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","255","2.0.0","2344487","663a7af013938e6bbfb065d5","3","52","3343","","","","","","","","","<img src= rock_img/I_Obsidian_07.jpg style=""width:8cm; height:4.76cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","2","train","8","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","256","2.0.0","2345575","663a7af013938e6bbfb065d5","3","52","1087","","","","","","","","","<img src= ""rock_img/I_Obsidian_12.jpg"" style=""width:8cm; height:6.53cm;""><p>What type of rock is this?</p>","4","class_response","2","train","9","Obsidian","Obsidian","12","true","5","5","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","257","2.0.0","2346375","663a7af013938e6bbfb065d5","3","52","799","","","","","","","","","<img src= rock_img/I_Obsidian_12.jpg style=""width:8cm; height:6.53cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","2","train","9","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","258","2.0.0","2347336","663a7af013938e6bbfb065d5","3","52","959","","","","","","","","","<img src= ""rock_img/I_Basalt_02.jpg"" style=""width:8cm; height:6.45cm;""><p>What type of rock is this?</p>","1","class_response","2","train","10","Basalt","Basalt","02","true","2","2","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","259","2.0.0","2348503","663a7af013938e6bbfb065d5","3","52","1167","","","","","","","","","<img src= rock_img/I_Basalt_02.jpg style=""width:8cm; height:6.45cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","2","train","10","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","260","2.0.0","2349359","663a7af013938e6bbfb065d5","3","52","855","","","","","","","","","<img src= ""rock_img/I_Basalt_09.jpg"" style=""width:8cm; height:6.2cm;""><p>What type of rock is this?</p>","1","class_response","2","train","11","Basalt","Basalt","09","true","2","2","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","261","2.0.0","2350191","663a7af013938e6bbfb065d5","3","52","831","","","","","","","","","<img src= rock_img/I_Basalt_09.jpg style=""width:8cm; height:6.2cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","2","train","11","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","262","2.0.0","2351263","663a7af013938e6bbfb065d5","3","52","1071","","","","","","","","","<img src= ""rock_img/I_Pumice_09.jpg"" style=""width:8cm; height:6.44cm;""><p>What type of rock is this?</p>","7","class_response","2","train","12","Pumice","Pumice","09","true","8","8","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","263","2.0.0","2352023","663a7af013938e6bbfb065d5","3","52","759","","","","","","","","","<img src= rock_img/I_Pumice_09.jpg style=""width:8cm; height:6.44cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","2","train","12","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","265","2.0.0","2366119","663a7af013938e6bbfb065d5","3","52","14095","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","266","2.0.0","2369839","663a7af013938e6bbfb065d5","3","52","","","","","","","","","","","","cat_selection","2","train","1","","","","","","","6","7","3719","Pegmatite","Peridotite","[0.18058973060351013,0.0937750658518378,0.14373496048889736,0.18058973060351013,0.020065525622612237,0.14373496048889736,0.15383569644002715,0.083674329900708]","[0.10192983530272443,0.024149318022503093,0.2102283383809616,0.13195978992362795,0.028108402403122356,null,0.4828966996807159,0.02072761628634462]","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","267","1.0.0","2617175","663a7af013938e6bbfb065d5","3","52","","","","","","","","","","","","paired_cat_display","2","train","1","","","","","","","","","221622.19999999925","","","","","","","25711.199999999255","","Pegmatite has irregular black spots in most cases","Peridotite has a somewhat greenish hue","","",""
"","","","","","","","","","","","html-button-response","268","2.0.0","2618751","663a7af013938e6bbfb065d5","3","52","","","","","","","","","","","","cat_selection","2","train","2","","","","","","","3","7","1574.9000000003725","Diorite","Peridotite","[0.18058973060351013,0.0937750658518378,0.14373496048889736,0.18058973060351013,0.020065525622612237,0.14373496048889736,0.15383569644002715,0.083674329900708]","[0.178178622007601,0.10116212244392023,null,0.03182980421577508,0.0290671969132612,0.1331639498503657,0.5072491770447767,0.019349127524299972]","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","269","1.0.0","2648655","663a7af013938e6bbfb065d5","3","52","","","","","","","","","","","","paired_cat_display","2","train","2","","","","","","","","","7966.799999998882","","","","","","","21935.200000001118","Diorite has a somewhat two-tone contrast","","Peridotite has a greenish hue","","",""
"","","","","","","","","","","","html-button-response","270","2.0.0","2649839","663a7af013938e6bbfb065d5","3","52","","","","","","","","","","","","cat_selection","2","train","3","","","","","","","4","6","1183.0999999996275","Gabbro","Pegmatite","[0.18058973060351013,0.0937750658518378,0.14373496048889736,0.18058973060351013,0.020065525622612237,0.14373496048889736,0.15383569644002715,0.083674329900708]","[0.21296469990865344,0.07682668235030482,0.12985049264273377,null,0.030613073088030688,0.36388131040117,0.1631865226140669,0.022677218995040355]","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","271","1.0.0","2707687","663a7af013938e6bbfb065d5","3","52","","","","","","","","","","","","paired_cat_display","2","train","3","","","","","","","","","38590.59999999963","","","","","","Gabbro seems to have two tones but they are much more homogenized","19255.5","","Pegmatite has irregular black spots","","","",""
"","","","","","","","","","","","html-button-response","273","2.0.0","2710855","663a7af013938e6bbfb065d5","3","52","3167","","","","","","","","","","0","start_test","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","274","2.0.0","2712135","663a7af013938e6bbfb065d5","3","52","1279","","","","","","","","","<img src= ""rock_img/I_Obsidian_08.jpg"" style=""width:8cm; height:7.39cm;""><p>What type of rock is this?</p>","4","class_response","2","test","1","Obsidian","Obsidian","08","true","5","5","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","275","2.0.0","2712638","663a7af013938e6bbfb065d5","3","52","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","1","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","276","2.0.0","2717711","663a7af013938e6bbfb065d5","3","52","5071","","","","","","","","","<img src= ""rock_img/I_Pumice_14.jpg"" style=""width:8cm; height:6.39cm;""><p>What type of rock is this?</p>","7","class_response","2","test","2","Pumice","Pumice","14","true","8","8","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","277","2.0.0","2718225","663a7af013938e6bbfb065d5","3","52","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","2","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","278","2.0.0","2723543","663a7af013938e6bbfb065d5","3","52","5315","","","","","","","","","<img src= ""rock_img/I_Pegmatite_15.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>","5","class_response","2","test","3","Pegmatite","Pegmatite","15","true","6","6","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","279","2.0.0","2724048","663a7af013938e6bbfb065d5","3","52","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","3","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","280","2.0.0","2730591","663a7af013938e6bbfb065d5","3","52","6540","","","","","","","","","<img src= ""rock_img/I_Andesite_11.jpg"" style=""width:8cm; height:4.92cm;""><p>What type of rock is this?</p>","3","class_response","2","test","4","Gabbro","Andesite","11","false","4","1","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","281","2.0.0","2731104","663a7af013938e6bbfb065d5","3","52","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","4","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","282","2.0.0","2732551","663a7af013938e6bbfb065d5","3","52","1444","","","","","","","","","<img src= ""rock_img/I_Pumice_03.jpg"" style=""width:8cm; height:6.64cm;""><p>What type of rock is this?</p>","7","class_response","2","test","5","Pumice","Pumice","03","true","8","8","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","283","2.0.0","2733056","663a7af013938e6bbfb065d5","3","52","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","5","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","284","2.0.0","2737943","663a7af013938e6bbfb065d5","3","52","4885","","","","","","","","","<img src= ""rock_img/I_Basalt_12.jpg"" style=""width:8cm; height:6.010000000000001cm;""><p>What type of rock is this?</p>","1","class_response","2","test","6","Basalt","Basalt","12","true","2","2","","","","","","","","","","","","","","","",""
