"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","ref_cat_num","paired_cat_num","time_obs","ref_cat","paired_cat","ref_prob_dist","paired_prob_dist","text_Gabbro","text_Peridotite","time_resp","text_Diorite","text_Andesite","time_fb1","time_fb2","text_Pegmatite","text_Basalt","text_Pumice"
"","","","","","","","","","","","html-button-response","93","2.0.0","301951","662190146ef67bab626e48cb","3","25","1209","","","","","","","","","<img src= ""rock_img/I_Andesite_05.jpg"" style=""width:8cm; height:4.12cm;""><p>What type of rock is this?</p>","0","class_response","0","test","44","Andesite","Andesite","05","true","1","1","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","94","2.0.0","302453","662190146ef67bab626e48cb","3","25","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","44","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","95","2.0.0","303234","662190146ef67bab626e48cb","3","25","777","","","","","","","","","<img src= ""rock_img/I_Andesite_16.jpg"" style=""width:8cm; height:6.010000000000001cm;""><p>What type of rock is this?</p>","5","class_response","0","test","45","Pegmatite","Andesite","16","false","6","1","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","96","2.0.0","303736","662190146ef67bab626e48cb","3","25","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","45","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","97","2.0.0","304518","662190146ef67bab626e48cb","3","25","778","","","","","","","","","<img src= ""rock_img/I_Pegmatite_16.jpg"" style=""width:8cm; height:5.8cm;""><p>What type of rock is this?</p>","6","class_response","0","test","46","Peridotite","Pegmatite","16","false","7","6","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","98","2.0.0","305021","662190146ef67bab626e48cb","3","25","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","46","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","99","2.0.0","305572","662190146ef67bab626e48cb","3","25","547","","","","","","","","","<img src= ""rock_img/I_Pegmatite_07.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>","2","class_response","0","test","47","Diorite","Pegmatite","07","false","3","6","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","100","2.0.0","306076","662190146ef67bab626e48cb","3","25","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","47","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","101","2.0.0","306652","662190146ef67bab626e48cb","3","25","572","","","","","","","","","<img src= ""rock_img/I_Pumice_13.jpg"" style=""width:8cm; height:8.200000000000001cm;""><p>What type of rock is this?</p>","1","class_response","0","test","48","Basalt","Pumice","13","false","2","8","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","102","2.0.0","307156","662190146ef67bab626e48cb","3","25","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","48","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","103","2.0.0","349791","662190146ef67bab626e48cb","3","25","42610","","","","","","","","[{""page_index"":0,""viewing_time"":36918},{""page_index"":1,""viewing_time"":5692}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","104","2.0.0","354339","662190146ef67bab626e48cb","3","25","4544","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","106","2.0.0","361451","662190146ef67bab626e48cb","3","25","7109","","","","","","","","","<img src= ""rock_img/I_Basalt_01.jpg"" style=""width:8cm; height:7.880000000000001cm;""><p>What type of rock is this?</p>","6","class_response","1","train","1","Peridotite","Basalt","01","false","7","2","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","107","2.0.0","363934","662190146ef67bab626e48cb","3","25","2481","","","","","","","","","<img src= rock_img/I_Basalt_01.jpg style=""width:8cm; height:7.880000000000001cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","1","train","1","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","108","2.0.0","366446","662190146ef67bab626e48cb","3","25","2509","","","","","","","","","<img src= ""rock_img/I_Gabbro_12.jpg"" style=""width:8cm; height:7.800000000000001cm;""><p>What type of rock is this?</p>","2","class_response","1","train","2","Diorite","Gabbro","12","false","3","4","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","109","2.0.0","369161","662190146ef67bab626e48cb","3","25","2713","","","","","","","","","<img src= rock_img/I_Gabbro_12.jpg style=""width:8cm; height:7.800000000000001cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","1","train","2","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","110","2.0.0","371670","662190146ef67bab626e48cb","3","25","2505","","","","","","","","","<img src= ""rock_img/I_Pegmatite_06.jpg"" style=""width:8cm; height:5.17cm;""><p>What type of rock is this?</p>","2","class_response","1","train","3","Diorite","Pegmatite","06","false","3","6","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","111","2.0.0","373849","662190146ef67bab626e48cb","3","25","2175","","","","","","","","","<img src= rock_img/I_Pegmatite_06.jpg style=""width:8cm; height:5.17cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","1","train","3","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","112","2.0.0","377169","662190146ef67bab626e48cb","3","25","3316","","","","","","","","","<img src= ""rock_img/I_Gabbro_05.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>","0","class_response","1","train","4","Andesite","Gabbro","05","false","1","4","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","113","2.0.0","378397","662190146ef67bab626e48cb","3","25","1225","","","","","","","","","<img src= rock_img/I_Gabbro_05.jpg style=""width:8cm; height:6cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","1","train","4","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","114","2.0.0","379467","662190146ef67bab626e48cb","3","25","1066","","","","","","","","","<img src= ""rock_img/I_Obsidian_04.jpg"" style=""width:8cm; height:6.930000000000001cm;""><p>What type of rock is this?</p>","4","class_response","1","train","5","Obsidian","Obsidian","04","true","5","5","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","115","2.0.0","380484","662190146ef67bab626e48cb","3","25","1014","","","","","","","","","<img src= rock_img/I_Obsidian_04.jpg style=""width:8cm; height:6.930000000000001cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","1","train","5","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","116","2.0.0","382978","662190146ef67bab626e48cb","3","25","2489","","","","","","","","","<img src= ""rock_img/I_Peridotite_13.jpg"" style=""width:8cm; height:7.58cm;""><p>What type of rock is this?</p>","5","class_response","1","train","6","Pegmatite","Peridotite","13","false","6","7","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","117","2.0.0","384288","662190146ef67bab626e48cb","3","25","1306","","","","","","","","","<img src= rock_img/I_Peridotite_13.jpg style=""width:8cm; height:7.58cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","1","train","6","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","118","2.0.0","389327","662190146ef67bab626e48cb","3","25","5034","","","","","","","","","<img src= ""rock_img/I_Basalt_09.jpg"" style=""width:8cm; height:6.2cm;""><p>What type of rock is this?</p>","1","class_response","1","train","7","Basalt","Basalt","09","true","2","2","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","119","2.0.0","391311","662190146ef67bab626e48cb","3","25","1980","","","","","","","","","<img src= rock_img/I_Basalt_09.jpg style=""width:8cm; height:6.2cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","1","train","7","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","120","2.0.0","395833","662190146ef67bab626e48cb","3","25","4518","","","","","","","","","<img src= ""rock_img/I_Diorite_07.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>","0","class_response","1","train","8","Andesite","Diorite","07","false","1","3","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","121","2.0.0","397492","662190146ef67bab626e48cb","3","25","1656","","","","","","","","","<img src= rock_img/I_Diorite_07.jpg style=""width:8cm; height:5.239999999999999cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>","0","corr_feedback","1","train","8","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","122","2.0.0","399574","662190146ef67bab626e48cb","3","25","2077","","","","","","","","","<img src= ""rock_img/I_Pumice_08.jpg"" style=""width:8cm; height:6.67cm;""><p>What type of rock is this?</p>","7","class_response","1","train","9","Pumice","Pumice","08","true","8","8","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","123","2.0.0","400718","662190146ef67bab626e48cb","3","25","1142","","","","","","","","","<img src= rock_img/I_Pumice_08.jpg style=""width:8cm; height:6.67cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","1","train","9","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","124","2.0.0","405029","662190146ef67bab626e48cb","3","25","4306","","","","","","","","","<img src= ""rock_img/I_Andesite_10.jpg"" style=""width:8cm; height:4.16cm;""><p>What type of rock is this?</p>","6","class_response","1","train","10","Peridotite","Andesite","10","false","7","1","","","","","","","","","","","","","","","","",""
