"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","ref_cat_num","paired_cat_num","time_obs","ref_cat","paired_cat","ref_prob_dist","paired_prob_dist","text_Basalt","text_Pegmatite","time_resp","text_Diorite","text_Peridotite","time_fb1","time_fb2","text_Obsidian"
"","","","","","","","","","","","html-button-response","504","2.0.0","1369638","672ff35fc68be1c3a2a49e58","3","36","","","","","","","","","","","","cycle_feedback","","","","","","","","","","","","","","","","","","","","","","4031.199999988079","1757.5",""
"","","","","","","","","","","","html-button-response","506","2.0.0","1371256","672ff35fc68be1c3a2a49e58","3","36","1614","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","508","2.0.0","1379062","672ff35fc68be1c3a2a49e58","3","36","7802","","","","","","","","","<img src= ""rock_img/I_Pegmatite_06.jpg"" style=""width:8cm; height:5.17cm;""><p>What type of rock is this?</p>","5","class_response","4","train","1","Pegmatite","Pegmatite","06","true","6","6","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","509","2.0.0","1379951","672ff35fc68be1c3a2a49e58","3","36","885","","","","","","","","","<img src= rock_img/I_Pegmatite_06.jpg style=""width:8cm; height:5.17cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","4","train","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","510","2.0.0","1382599","672ff35fc68be1c3a2a49e58","3","36","2644","","","","","","","","","<img src= ""rock_img/I_Gabbro_14.jpg"" style=""width:8cm; height:8.48cm;""><p>What type of rock is this?</p>","1","class_response","4","train","2","Basalt","Gabbro","14","false","2","4","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","511","2.0.0","1383495","672ff35fc68be1c3a2a49e58","3","36","893","","","","","","","","","<img src= rock_img/I_Gabbro_14.jpg style=""width:8cm; height:8.48cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","4","train","2","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","512","2.0.0","1385271","672ff35fc68be1c3a2a49e58","3","36","1773","","","","","","","","","<img src= ""rock_img/I_Obsidian_10.jpg"" style=""width:8cm; height:6.260000000000001cm;""><p>What type of rock is this?</p>","4","class_response","4","train","3","Obsidian","Obsidian","10","true","5","5","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","513","2.0.0","1386263","672ff35fc68be1c3a2a49e58","3","36","989","","","","","","","","","<img src= rock_img/I_Obsidian_10.jpg style=""width:8cm; height:6.260000000000001cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","4","train","3","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","514","2.0.0","1387511","672ff35fc68be1c3a2a49e58","3","36","1244","","","","","","","","","<img src= ""rock_img/I_Obsidian_02.jpg"" style=""width:8cm; height:7.51cm;""><p>What type of rock is this?</p>","4","class_response","4","train","4","Obsidian","Obsidian","02","true","5","5","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","515","2.0.0","1388311","672ff35fc68be1c3a2a49e58","3","36","797","","","","","","","","","<img src= rock_img/I_Obsidian_02.jpg style=""width:8cm; height:7.51cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","4","train","4","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","516","2.0.0","1392647","672ff35fc68be1c3a2a49e58","3","36","4333","","","","","","","","","<img src= ""rock_img/I_Basalt_12.jpg"" style=""width:8cm; height:6.010000000000001cm;""><p>What type of rock is this?</p>","1","class_response","4","train","5","Basalt","Basalt","12","true","2","2","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","517","2.0.0","1393407","672ff35fc68be1c3a2a49e58","3","36","756","","","","","","","","","<img src= rock_img/I_Basalt_12.jpg style=""width:8cm; height:6.010000000000001cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","4","train","5","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","518","2.0.0","1399743","672ff35fc68be1c3a2a49e58","3","36","6333","","","","","","","","","<img src= ""rock_img/I_Gabbro_13.jpg"" style=""width:8cm; height:5.08cm;""><p>What type of rock is this?</p>","2","class_response","4","train","6","Diorite","Gabbro","13","false","3","4","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","519","2.0.0","1400567","672ff35fc68be1c3a2a49e58","3","36","821","","","","","","","","","<img src= rock_img/I_Gabbro_13.jpg style=""width:8cm; height:5.08cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","4","train","6","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","520","2.0.0","1403088","672ff35fc68be1c3a2a49e58","3","36","2518","","","","","","","","","<img src= ""rock_img/I_Andesite_06.jpg"" style=""width:8cm; height:6.840000000000001cm;""><p>What type of rock is this?</p>","2","class_response","4","train","7","Diorite","Andesite","06","false","3","1","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","521","2.0.0","1404295","672ff35fc68be1c3a2a49e58","3","36","1203","","","","","","","","","<img src= rock_img/I_Andesite_06.jpg style=""width:8cm; height:6.840000000000001cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","4","train","7","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","522","2.0.0","1405592","672ff35fc68be1c3a2a49e58","3","36","1293","","","","","","","","","<img src= ""rock_img/I_Peridotite_08.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>","5","class_response","4","train","8","Pegmatite","Peridotite","08","false","6","7","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","523","2.0.0","1406392","672ff35fc68be1c3a2a49e58","3","36","796","","","","","","","","","<img src= rock_img/I_Peridotite_08.jpg style=""width:8cm; height:6.7cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","4","train","8","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","524","2.0.0","1408751","672ff35fc68be1c3a2a49e58","3","36","2356","","","","","","","","","<img src= ""rock_img/I_Andesite_03.jpg"" style=""width:8cm; height:5.73cm;""><p>What type of rock is this?</p>","1","class_response","4","train","9","Basalt","Andesite","03","false","2","1","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","525","2.0.0","1409600","672ff35fc68be1c3a2a49e58","3","36","845","","","","","","","","","<img src= rock_img/I_Andesite_03.jpg style=""width:8cm; height:5.73cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","4","train","9","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","526","2.0.0","1411688","672ff35fc68be1c3a2a49e58","3","36","2084","","","","","","","","","<img src= ""rock_img/I_Pumice_10.jpg"" style=""width:8cm; height:7.609999999999999cm;""><p>What type of rock is this?</p>","0","class_response","4","train","10","Andesite","Pumice","10","false","1","8","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","527","2.0.0","1412680","672ff35fc68be1c3a2a49e58","3","36","988","","","","","","","","","<img src= rock_img/I_Pumice_10.jpg style=""width:8cm; height:7.609999999999999cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","4","train","10","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","528","2.0.0","1414488","672ff35fc68be1c3a2a49e58","3","36","1805","","","","","","","","","<img src= ""rock_img/I_Diorite_12.jpg"" style=""width:8cm; height:4.88cm;""><p>What type of rock is this?</p>","2","class_response","4","train","11","Diorite","Diorite","12","true","3","3","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","529","2.0.0","1415349","672ff35fc68be1c3a2a49e58","3","36","858","","","","","","","","","<img src= rock_img/I_Diorite_12.jpg style=""width:8cm; height:4.88cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>","0","corr_feedback","4","train","11","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","530","2.0.0","1416560","672ff35fc68be1c3a2a49e58","3","36","1207","","","","","","","","","<img src= ""rock_img/I_Peridotite_05.jpg"" style=""width:8cm; height:7.1499999999999995cm;""><p>What type of rock is this?</p>","1","class_response","4","train","12","Basalt","Peridotite","05","false","2","7","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","531","2.0.0","1417398","672ff35fc68be1c3a2a49e58","3","36","834","","","","","","","","","<img src= rock_img/I_Peridotite_05.jpg style=""width:8cm; height:7.1499999999999995cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","4","train","12","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","533","2.0.0","1418911","672ff35fc68be1c3a2a49e58","3","36","1509","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","534","2.0.0","1420319","672ff35fc68be1c3a2a49e58","3","36","","","","","","","","","","","","cat_selection","4","train","1","","","","","","","3","7","1404","Diorite","Peridotite","[0.17513131038318377,0.13488168410998777,0.12338760949107219,0.1631444442187186,0.022430847116970323,0.1460497030127033,0.17072158875720347,0.0642528129101606]","[0.026782432839806886,0.2638749475981047,null,0.009910265262695749,0.11621400483722849,0.5501981894349713,0.02699577530061325,0.006024384726579782]","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","535","1.0.0","1476699","672ff35fc68be1c3a2a49e58","3","36","","","","","","","","","","","","paired_cat_display","4","train","1","","","","","","","","","13627.400000035763","","","","","","","42750.299999952316","rough, rounded,  ug","rougher, irregular shaped, ugly","","",""
"","","","","","","","","","","","html-button-response","536","2.0.0","1478606","672ff35fc68be1c3a2a49e58","3","36","","","","","","","","","","","","cat_selection","4","train","2","","","","","","","3","6","1902.9000000357628","Diorite","Pegmatite","[0.17513131038318377,0.13488168410998777,0.12338760949107219,0.1631444442187186,0.022430847116970323,0.1460497030127033,0.17072158875720347,0.0642528129101606]","[0.026782432839806886,0.2638749475981047,null,0.009910265262695749,0.11621400483722849,0.5501981894349713,0.02699577530061325,0.006024384726579782]","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","537","1.0.0","1517589","672ff35fc68be1c3a2a49e58","3","36","","","","","","","","","","","","paired_cat_display","4","train","2","","","","","","","","","5860.699999988079","","","","","","marlbed, sort of regular shaped","33120.30000001192","speckled, uneven, g","","","",""
"","","","","","","","","","","","html-button-response","538","2.0.0","1520110","672ff35fc68be1c3a2a49e58","3","36","","","","","","","","","","","","cat_selection","4","train","3","","","","","","","2","5","2517.5","Basalt","Obsidian","[0.17513131038318377,0.13488168410998777,0.12338760949107219,0.1631444442187186,0.022430847116970323,0.1460497030127033,0.17072158875720347,0.0642528129101606]","[0.00877413145287134,null,0.22662987801650558,0.024463992443380118,0.5115016572516217,0.08780873628093196,0.1319944383517029,0.008827166202986472]","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","539","1.0.0","1552492","672ff35fc68be1c3a2a49e58","3","36","","","","","","","","","","","","paired_cat_display","4","train","3","","","","","","","","","5749.5","","","","","rough, ugly, so","","26630.19999998808","","","","","shiny, black, pretty"
"","","","","","","","","","","","html-button-response","541","2.0.0","1561895","672ff35fc68be1c3a2a49e58","3","36","9399","","","","","","","","","","0","start_test","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","542","2.0.0","1564367","672ff35fc68be1c3a2a49e58","3","36","2468","","","","","","","","","<img src= ""rock_img/I_Pumice_02.jpg"" style=""width:8cm; height:7.3999999999999995cm;""><p>What type of rock is this?</p>","7","class_response","4","test","1","Pumice","Pumice","02","true","8","8","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","543","2.0.0","1564869","672ff35fc68be1c3a2a49e58","3","36","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","544","2.0.0","1566502","672ff35fc68be1c3a2a49e58","3","36","1629","","","","","","","","","<img src= ""rock_img/I_Pumice_13.jpg"" style=""width:8cm; height:8.200000000000001cm;""><p>What type of rock is this?</p>","2","class_response","4","test","2","Diorite","Pumice","13","false","3","8","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","545","2.0.0","1567010","672ff35fc68be1c3a2a49e58","3","36","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","2","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","546","2.0.0","1568644","672ff35fc68be1c3a2a49e58","3","36","1630","","","","","","","","","<img src= ""rock_img/I_Pumice_06.jpg"" style=""width:8cm; height:6.9399999999999995cm;""><p>What type of rock is this?</p>","7","class_response","4","test","3","Pumice","Pumice","06","true","8","8","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","547","2.0.0","1569155","672ff35fc68be1c3a2a49e58","3","36","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","3","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","548","2.0.0","1570741","672ff35fc68be1c3a2a49e58","3","36","1581","","","","","","","","","<img src= ""rock_img/I_Andesite_07.jpg"" style=""width:8cm; height:5.93cm;""><p>What type of rock is this?</p>","1","class_response","4","test","4","Basalt","Andesite","07","false","2","1","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","549","2.0.0","1571242","672ff35fc68be1c3a2a49e58","3","36","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","4","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","550","2.0.0","1574151","672ff35fc68be1c3a2a49e58","3","36","2905","","","","","","","","","<img src= ""rock_img/I_Basalt_09.jpg"" style=""width:8cm; height:6.2cm;""><p>What type of rock is this?</p>","6","class_response","4","test","5","Peridotite","Basalt","09","false","7","2","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","551","2.0.0","1574665","672ff35fc68be1c3a2a49e58","3","36","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","5","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","552","2.0.0","1576863","672ff35fc68be1c3a2a49e58","3","36","2194","","","","","","","","","<img src= ""rock_img/I_Andesite_14.jpg"" style=""width:8cm; height:5.449999999999999cm;""><p>What type of rock is this?</p>","5","class_response","4","test","6","Pegmatite","Andesite","14","false","6","1","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","553","2.0.0","1577367","672ff35fc68be1c3a2a49e58","3","36","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","6","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","554","2.0.0","1579325","672ff35fc68be1c3a2a49e58","3","36","1955","","","","","","","","","<img src= ""rock_img/I_Basalt_01.jpg"" style=""width:8cm; height:7.880000000000001cm;""><p>What type of rock is this?</p>","2","class_response","4","test","7","Diorite","Basalt","01","false","3","2","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","555","2.0.0","1579832","672ff35fc68be1c3a2a49e58","3","36","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","7","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","556","2.0.0","1581557","672ff35fc68be1c3a2a49e58","3","36","1721","","","","","","","","","<img src= ""rock_img/I_Peridotite_02.jpg"" style=""width:8cm; height:5.859999999999999cm;""><p>What type of rock is this?</p>","0","class_response","4","test","8","Andesite","Peridotite","02","false","1","7","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","557","2.0.0","1582059","672ff35fc68be1c3a2a49e58","3","36","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","8","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","558","2.0.0","1583581","672ff35fc68be1c3a2a49e58","3","36","1519","","","","","","","","","<img src= ""rock_img/I_Diorite_11.jpg"" style=""width:8cm; height:7.11cm;""><p>What type of rock is this?</p>","2","class_response","4","test","9","Diorite","Diorite","11","true","3","3","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","559","2.0.0","1584089","672ff35fc68be1c3a2a49e58","3","36","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","9","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","560","2.0.0","1585597","672ff35fc68be1c3a2a49e58","3","36","1505","","","","","","","","","<img src= ""rock_img/I_Gabbro_03.jpg"" style=""width:8cm; height:8.52cm;""><p>What type of rock is this?</p>","3","class_response","4","test","10","Gabbro","Gabbro","03","true","4","4","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","561","2.0.0","1586100","672ff35fc68be1c3a2a49e58","3","36","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","10","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","562","2.0.0","1587373","672ff35fc68be1c3a2a49e58","3","36","1270","","","","","","","","","<img src= ""rock_img/I_Basalt_06.jpg"" style=""width:8cm; height:7.06cm;""><p>What type of rock is this?</p>","4","class_response","4","test","11","Obsidian","Basalt","06","false","5","2","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","563","2.0.0","1587890","672ff35fc68be1c3a2a49e58","3","36","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","11","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","564","2.0.0","1589670","672ff35fc68be1c3a2a49e58","3","36","1777","","","","","","","","","<img src= ""rock_img/I_Andesite_10.jpg"" style=""width:8cm; height:4.16cm;""><p>What type of rock is this?</p>","1","class_response","4","test","12","Basalt","Andesite","10","false","2","1","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","565","2.0.0","1590186","672ff35fc68be1c3a2a49e58","3","36","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","12","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","566","2.0.0","1593878","672ff35fc68be1c3a2a49e58","3","36","3688","","","","","","","","","<img src= ""rock_img/I_Peridotite_07.jpg"" style=""width:8cm; height:4.83cm;""><p>What type of rock is this?</p>","3","class_response","4","test","13","Gabbro","Peridotite","07","false","4","7","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","567","2.0.0","1594382","672ff35fc68be1c3a2a49e58","3","36","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","13","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","568","2.0.0","1597462","672ff35fc68be1c3a2a49e58","3","36","3077","","","","","","","","","<img src= ""rock_img/I_Basalt_02.jpg"" style=""width:8cm; height:6.45cm;""><p>What type of rock is this?</p>","6","class_response","4","test","14","Peridotite","Basalt","02","false","7","2","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","569","2.0.0","1597971","672ff35fc68be1c3a2a49e58","3","36","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","14","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","570","2.0.0","1600870","672ff35fc68be1c3a2a49e58","3","36","2896","","","","","","","","","<img src= ""rock_img/I_Peridotite_15.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>","2","class_response","4","test","15","Diorite","Peridotite","15","false","3","7","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","571","2.0.0","1601373","672ff35fc68be1c3a2a49e58","3","36","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","15","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","572","2.0.0","1603582","672ff35fc68be1c3a2a49e58","3","36","2206","","","","","","","","","<img src= ""rock_img/I_Pegmatite_08.jpg"" style=""width:8cm; height:7.68cm;""><p>What type of rock is this?</p>","4","class_response","4","test","16","Obsidian","Pegmatite","08","false","5","6","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","573","2.0.0","1604084","672ff35fc68be1c3a2a49e58","3","36","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","16","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","574","2.0.0","1607357","672ff35fc68be1c3a2a49e58","3","36","3270","","","","","","","","","<img src= ""rock_img/I_Andesite_09.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>","2","class_response","4","test","17","Diorite","Andesite","09","false","3","1","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","575","2.0.0","1607862","672ff35fc68be1c3a2a49e58","3","36","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","17","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","576","2.0.0","1611820","672ff35fc68be1c3a2a49e58","3","36","3955","","","","","","","","","<img src= ""rock_img/I_Peridotite_14.jpg"" style=""width:8cm; height:5.3cm;""><p>What type of rock is this?</p>","1","class_response","4","test","18","Basalt","Peridotite","14","false","2","7","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","577","2.0.0","1612322","672ff35fc68be1c3a2a49e58","3","36","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","18","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","578","2.0.0","1613740","672ff35fc68be1c3a2a49e58","3","36","1415","","","","","","","","","<img src= ""rock_img/I_Pegmatite_16.jpg"" style=""width:8cm; height:5.8cm;""><p>What type of rock is this?</p>","7","class_response","4","test","19","Pumice","Pegmatite","16","false","8","6","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","579","2.0.0","1614251","672ff35fc68be1c3a2a49e58","3","36","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","19","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","580","2.0.0","1616213","672ff35fc68be1c3a2a49e58","3","36","1958","","","","","","","","","<img src= ""rock_img/I_Diorite_14.jpg"" style=""width:8cm; height:5.71cm;""><p>What type of rock is this?</p>","2","class_response","4","test","20","Diorite","Diorite","14","true","3","3","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","581","2.0.0","1616723","672ff35fc68be1c3a2a49e58","3","36","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","20","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","582","2.0.0","1618054","672ff35fc68be1c3a2a49e58","3","36","1328","","","","","","","","","<img src= ""rock_img/I_Gabbro_08.jpg"" style=""width:8cm; height:5.15cm;""><p>What type of rock is this?</p>","3","class_response","4","test","21","Gabbro","Gabbro","08","true","4","4","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","583","2.0.0","1618568","672ff35fc68be1c3a2a49e58","3","36","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","21","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","584","2.0.0","1619797","672ff35fc68be1c3a2a49e58","3","36","1226","","","","","","","","","<img src= ""rock_img/I_Peridotite_12.jpg"" style=""width:8cm; height:4.54cm;""><p>What type of rock is this?</p>","6","class_response","4","test","22","Peridotite","Peridotite","12","true","7","7","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","585","2.0.0","1620314","672ff35fc68be1c3a2a49e58","3","36","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","22","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","586","2.0.0","1623927","672ff35fc68be1c3a2a49e58","3","36","3610","","","","","","","","","<img src= ""rock_img/I_Diorite_16.jpg"" style=""width:8cm; height:6.74cm;""><p>What type of rock is this?</p>","1","class_response","4","test","23","Basalt","Diorite","16","false","2","3","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","587","2.0.0","1624440","672ff35fc68be1c3a2a49e58","3","36","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","23","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","588","2.0.0","1626043","672ff35fc68be1c3a2a49e58","3","36","1601","","","","","","","","","<img src= ""rock_img/I_Pegmatite_11.jpg"" style=""width:8cm; height:8.14cm;""><p>What type of rock is this?</p>","4","class_response","4","test","24","Obsidian","Pegmatite","11","false","5","6","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","589","2.0.0","1626552","672ff35fc68be1c3a2a49e58","3","36","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","24","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","590","2.0.0","1629380","672ff35fc68be1c3a2a49e58","3","36","2825","","","","","","","","","<img src= ""rock_img/I_Andesite_02.jpg"" style=""width:8cm; height:8.5cm;""><p>What type of rock is this?</p>","7","class_response","4","test","25","Pumice","Andesite","02","false","8","1","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","591","2.0.0","1629883","672ff35fc68be1c3a2a49e58","3","36","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","25","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","592","2.0.0","1631420","672ff35fc68be1c3a2a49e58","3","36","1534","","","","","","","","","<img src= ""rock_img/I_Gabbro_11.jpg"" style=""width:8cm; height:6.2cm;""><p>What type of rock is this?</p>","6","class_response","4","test","26","Peridotite","Gabbro","11","false","7","4","","","","","","","","","","","","","","",""
