"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","ref_cat_num","paired_cat_num","time_obs","ref_cat","paired_cat","ref_prob_dist","paired_prob_dist","text_Basalt","text_Pumice","time_resp","text_Diorite","text_Gabbro","text_Pegmatite","text_Peridotite","time_fb1","time_fb2","text_Andesite"
"","","","","","","","","","","","html-button-response","259","2.0.0","1017126","61474a17f798ccc4e40383da","3","37","1507","","","","","","","","","<img src= rock_img/I_Obsidian_06.jpg style=""width:8cm; height:6.8cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","2","train","10","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","260","2.0.0","1019076","61474a17f798ccc4e40383da","3","37","1949","","","","","","","","","<img src= ""rock_img/I_Andesite_11.jpg"" style=""width:8cm; height:4.92cm;""><p>What type of rock is this?</p>","3","class_response","2","train","11","Gabbro","Andesite","11","false","4","1","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","261","2.0.0","1019976","61474a17f798ccc4e40383da","3","37","899","","","","","","","","","<img src= rock_img/I_Andesite_11.jpg style=""width:8cm; height:4.92cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","2","train","11","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","262","2.0.0","1024506","61474a17f798ccc4e40383da","3","37","4529","","","","","","","","","<img src= ""rock_img/I_Gabbro_08.jpg"" style=""width:8cm; height:5.15cm;""><p>What type of rock is this?</p>","2","class_response","2","train","12","Diorite","Gabbro","08","false","3","4","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","263","2.0.0","1025600","61474a17f798ccc4e40383da","3","37","1093","","","","","","","","","<img src= rock_img/I_Gabbro_08.jpg style=""width:8cm; height:5.15cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","2","train","12","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","265","2.0.0","1026496","61474a17f798ccc4e40383da","3","37","895","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","266","2.0.0","1027868","61474a17f798ccc4e40383da","3","37","","","","","","","","","","","","cat_selection","2","train","1","","","","","","","1","4","1370.7000000476837","Andesite","Gabbro","[0.15990621268684205,0.14179817531059352,0.09362431448441313,0.20409414482179467,0.06211560929358967,0.11571828055188943,0.11571828055188943,0.10702498229898806]","[null,0.08856316635553697,0.0832348093637005,0.36454130316513905,0.029390349199315248,0.02209942089917338,0.19736846673319397,0.2148024842839409]","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","267","1.0.0","1085866","61474a17f798ccc4e40383da","3","37","","","","","","","","","","","","paired_cat_display","2","train","1","","","","","","","","","6666.600000023842","","","","","","","51329.5","","Textured like peridotite but not greenish in hue. ""normal rock""","","","","","Andesite looks like cement you'd find in a driveway. Basically concrete with rock chunks in it."
"","","","","","","","","","","","html-button-response","268","2.0.0","1087600","61474a17f798ccc4e40383da","3","37","","","","","","","","","","","","cat_selection","2","train","2","","","","","","","2","8","1732.7000000476837","Basalt","Pumice","[0.15990621268684205,0.14179817531059352,0.09362431448441313,0.20409414482179467,0.06211560929358967,0.11571828055188943,0.11571828055188943,0.10702498229898806]","[0.028180768012298477,null,0.022444416123572838,0.40723446509959815,0.02935809787592339,0.022063662635762225,0.028551501671482495,0.4621670885813625]","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","269","1.0.0","1117030","61474a17f798ccc4e40383da","3","37","","","","","","","","","","","","paired_cat_display","2","train","2","","","","","","","","","5632.899999976158","","","","","Deep uniform colors with smooth edges.","light colors with spongy appearance like rocks in a beach.","23795.200000047684","","","","","","",""
"","","","","","","","","","","","html-button-response","270","2.0.0","1118880","61474a17f798ccc4e40383da","3","37","","","","","","","","","","","","cat_selection","2","train","3","","","","","","","2","4","1849.7000000476837","Basalt","Gabbro","[0.15990621268684205,0.14179817531059352,0.09362431448441313,0.20409414482179467,0.06211560929358967,0.11571828055188943,0.11571828055188943,0.10702498229898806]","[0.028180768012298477,null,0.022444416123572838,0.40723446509959815,0.02935809787592339,0.022063662635762225,0.028551501671482495,0.4621670885813625]","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","271","1.0.0","1161523","61474a17f798ccc4e40383da","3","37","","","","","","","","","","","","paired_cat_display","2","train","3","","","","","","","","","5632.200000047684","","","","","Uniform dark colors with smoother edges","","37008.699999928474","","Not chunky like adesite but not smooth like basalt. Similar to peridotite but less green.","","","","",""
"","","","","","","","","","","","html-button-response","273","2.0.0","1162757","61474a17f798ccc4e40383da","3","37","1233","","","","","","","","","","0","start_test","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","274","2.0.0","1164695","61474a17f798ccc4e40383da","3","37","1937","","","","","","","","","<img src= ""rock_img/I_Gabbro_12.jpg"" style=""width:8cm; height:7.800000000000001cm;""><p>What type of rock is this?</p>","1","class_response","2","test","1","Basalt","Gabbro","12","false","2","4","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","275","2.0.0","1165197","61474a17f798ccc4e40383da","3","37","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","1","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","276","2.0.0","1166418","61474a17f798ccc4e40383da","3","37","1220","","","","","","","","","<img src= ""rock_img/I_Obsidian_07.jpg"" style=""width:8cm; height:4.76cm;""><p>What type of rock is this?</p>","4","class_response","2","test","2","Obsidian","Obsidian","07","true","5","5","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","277","2.0.0","1166927","61474a17f798ccc4e40383da","3","37","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","2","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","278","2.0.0","1168094","61474a17f798ccc4e40383da","3","37","1165","","","","","","","","","<img src= ""rock_img/I_Pumice_13.jpg"" style=""width:8cm; height:8.200000000000001cm;""><p>What type of rock is this?</p>","7","class_response","2","test","3","Pumice","Pumice","13","true","8","8","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","279","2.0.0","1168599","61474a17f798ccc4e40383da","3","37","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","3","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","280","2.0.0","1169973","61474a17f798ccc4e40383da","3","37","1372","","","","","","","","","<img src= ""rock_img/I_Diorite_12.jpg"" style=""width:8cm; height:4.88cm;""><p>What type of rock is this?</p>","2","class_response","2","test","4","Diorite","Diorite","12","true","3","3","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","281","2.0.0","1170478","61474a17f798ccc4e40383da","3","37","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","4","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","282","2.0.0","1171615","61474a17f798ccc4e40383da","3","37","1136","","","","","","","","","<img src= ""rock_img/I_Obsidian_12.jpg"" style=""width:8cm; height:6.53cm;""><p>What type of rock is this?</p>","4","class_response","2","test","5","Obsidian","Obsidian","12","true","5","5","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","283","2.0.0","1172128","61474a17f798ccc4e40383da","3","37","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","5","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","284","2.0.0","1175558","61474a17f798ccc4e40383da","3","37","3428","","","","","","","","","<img src= ""rock_img/I_Gabbro_11.jpg"" style=""width:8cm; height:6.2cm;""><p>What type of rock is this?</p>","3","class_response","2","test","6","Gabbro","Gabbro","11","true","4","4","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","285","2.0.0","1176061","61474a17f798ccc4e40383da","3","37","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","6","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","286","2.0.0","1177406","61474a17f798ccc4e40383da","3","37","1342","","","","","","","","","<img src= ""rock_img/I_Peridotite_14.jpg"" style=""width:8cm; height:5.3cm;""><p>What type of rock is this?</p>","6","class_response","2","test","7","Peridotite","Peridotite","14","true","7","7","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","287","2.0.0","1177911","61474a17f798ccc4e40383da","3","37","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","7","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","288","2.0.0","1178980","61474a17f798ccc4e40383da","3","37","1067","","","","","","","","","<img src= ""rock_img/I_Diorite_06.jpg"" style=""width:8cm; height:6.03cm;""><p>What type of rock is this?</p>","2","class_response","2","test","8","Diorite","Diorite","06","true","3","3","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","289","2.0.0","1179481","61474a17f798ccc4e40383da","3","37","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","8","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","290","2.0.0","1180644","61474a17f798ccc4e40383da","3","37","1161","","","","","","","","","<img src= ""rock_img/I_Pegmatite_03.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>","5","class_response","2","test","9","Pegmatite","Pegmatite","03","true","6","6","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","291","2.0.0","1181146","61474a17f798ccc4e40383da","3","37","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","9","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","292","2.0.0","1187542","61474a17f798ccc4e40383da","3","37","6394","","","","","","","","","<img src= ""rock_img/I_Gabbro_15.jpg"" style=""width:8cm; height:6.29cm;""><p>What type of rock is this?</p>","3","class_response","2","test","10","Gabbro","Gabbro","15","true","4","4","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","293","2.0.0","1188045","61474a17f798ccc4e40383da","3","37","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","10","","","","","","","","","","","","","","","","","","","","","","",""
