"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","ref_cat_num","paired_cat_num","time_obs","ref_cat","paired_cat","ref_prob_dist","paired_prob_dist","text_Andesite","text_Peridotite","time_resp","text_Gabbro","text_Pumice","text_Diorite","time_fb1","time_fb2","text_Pegmatite","text_Basalt"
"","","","","","","","","","","","html-button-response","400","2.0.0","1362364","60fdf18884991b2263f75eec","3","15","","","","","","","","","","","","cat_selection","3","train","1","","","","","","","3","6","1046","Diorite","Pegmatite","[0.1612429297727707,0.10633527364416934,0.18315638362325729,0.16546500002594813,0.032705831166184175,0.14732089570716278,0.10588255292269311,0.09789113313781442]","[0.013395137029181431,0.04675761544921363,null,0.050826536498122056,0.015840045889596182,0.2448933786853789,0.5507810224154873,0.07750626403302059]","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","401","1.0.0","1392242","60fdf18884991b2263f75eec","3","15","","","","","","","","","","","","paired_cat_display","3","train","1","","","","","","","","","5948.900000035763","","","","","","","23927.5","","","Spots, contrast, Oreo-like","","","Contrast is not in spots but rather sections at a time",""
"","","","","","","","","","","","html-button-response","402","2.0.0","1393502","60fdf18884991b2263f75eec","3","15","","","","","","","","","","","","cat_selection","3","train","2","","","","","","","3","7","1258.5","Diorite","Peridotite","[0.1612429297727707,0.10633527364416934,0.18315638362325729,0.16546500002594813,0.032705831166184175,0.14732089570716278,0.10588255292269311,0.09789113313781442]","[0.013395137029181431,0.04675761544921363,null,0.050826536498122056,0.015840045889596182,0.2448933786853789,0.5507810224154873,0.07750626403302059]","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","403","1.0.0","1414438","60fdf18884991b2263f75eec","3","15","","","","","","","","","","","","paired_cat_display","3","train","2","","","","","","","","","6096.400000035763","","","","","","Moss-like, Greenish, contrast","14837.600000023842","","","Spots, contrast, Oreo-like","","","",""
"","","","","","","","","","","","html-button-response","404","2.0.0","1415732","60fdf18884991b2263f75eec","3","15","","","","","","","","","","","","cat_selection","3","train","3","","","","","","","4","7","1292.199999988079","Gabbro","Peridotite","[0.1612429297727707,0.10633527364416934,0.18315638362325729,0.16546500002594813,0.032705831166184175,0.14732089570716278,0.10588255292269311,0.09789113313781442]","[0.08121382723978929,0.047446545177791045,0.014959777095802566,null,0.016682464565915486,0.12469442086909364,0.6691640911181805,0.045838873933427504]","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","405","1.0.0","1447299","60fdf18884991b2263f75eec","3","15","","","","","","","","","","","","paired_cat_display","3","train","3","","","","","","","","","7142.5","","","","","","Moss-like, green-ish, mountain-looking","24422.5","Dark, texture not that noticeable","","","","","",""
"","","","","","","","","","","","html-button-response","407","2.0.0","1448255","60fdf18884991b2263f75eec","3","15","955","","","","","","","","","","0","start_test","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","408","2.0.0","1451011","60fdf18884991b2263f75eec","3","15","2755","","","","","","","","","<img src= ""rock_img/I_Pumice_05.jpg"" style=""width:8cm; height:7.25cm;""><p>What type of rock is this?</p>","7","class_response","3","test","1","Pumice","Pumice","05","true","8","8","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","409","2.0.0","1451514","60fdf18884991b2263f75eec","3","15","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","1","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","410","2.0.0","1457953","60fdf18884991b2263f75eec","3","15","6438","","","","","","","","","<img src= ""rock_img/I_Andesite_05.jpg"" style=""width:8cm; height:4.12cm;""><p>What type of rock is this?</p>","3","class_response","3","test","2","Gabbro","Andesite","05","false","4","1","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","411","2.0.0","1458454","60fdf18884991b2263f75eec","3","15","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","2","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","412","2.0.0","1474220","60fdf18884991b2263f75eec","3","15","15765","","","","","","","","","<img src= ""rock_img/I_Diorite_15.jpg"" style=""width:8cm; height:5.54cm;""><p>What type of rock is this?</p>","6","class_response","3","test","3","Peridotite","Diorite","15","false","7","3","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","413","2.0.0","1474722","60fdf18884991b2263f75eec","3","15","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","3","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","414","2.0.0","1501275","60fdf18884991b2263f75eec","3","15","26552","","","","","","","","","<img src= ""rock_img/I_Peridotite_14.jpg"" style=""width:8cm; height:5.3cm;""><p>What type of rock is this?</p>","0","class_response","3","test","4","Andesite","Peridotite","14","false","1","7","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","415","2.0.0","1501776","60fdf18884991b2263f75eec","3","15","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","4","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","416","2.0.0","1543260","60fdf18884991b2263f75eec","3","15","41482","","","","","","","","","<img src= ""rock_img/I_Pumice_15.jpg"" style=""width:8cm; height:7.86cm;""><p>What type of rock is this?</p>","3","class_response","3","test","5","Gabbro","Pumice","15","false","4","8","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","417","2.0.0","1543761","60fdf18884991b2263f75eec","3","15","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","5","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","418","2.0.0","1544801","60fdf18884991b2263f75eec","3","15","1039","","","","","","","","","<img src= ""rock_img/I_Obsidian_11.jpg"" style=""width:8cm; height:6.05cm;""><p>What type of rock is this?</p>","4","class_response","3","test","6","Obsidian","Obsidian","11","true","5","5","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","419","2.0.0","1545302","60fdf18884991b2263f75eec","3","15","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","6","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","420","2.0.0","1559426","60fdf18884991b2263f75eec","3","15","14122","","","","","","","","","<img src= ""rock_img/I_Diorite_10.jpg"" style=""width:8cm; height:5.949999999999999cm;""><p>What type of rock is this?</p>","6","class_response","3","test","7","Peridotite","Diorite","10","false","7","3","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","421","2.0.0","1559928","60fdf18884991b2263f75eec","3","15","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","7","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","422","2.0.0","1561574","60fdf18884991b2263f75eec","3","15","1646","","","","","","","","","<img src= ""rock_img/I_Gabbro_08.jpg"" style=""width:8cm; height:5.15cm;""><p>What type of rock is this?</p>","1","class_response","3","test","8","Basalt","Gabbro","08","false","2","4","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","423","2.0.0","1562075","60fdf18884991b2263f75eec","3","15","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","8","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","424","2.0.0","1565456","60fdf18884991b2263f75eec","3","15","3379","","","","","","","","","<img src= ""rock_img/I_Gabbro_01.jpg"" style=""width:8cm; height:5.21cm;""><p>What type of rock is this?</p>","3","class_response","3","test","9","Gabbro","Gabbro","01","true","4","4","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","425","2.0.0","1565957","60fdf18884991b2263f75eec","3","15","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","9","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","426","2.0.0","1569044","60fdf18884991b2263f75eec","3","15","3086","","","","","","","","","<img src= ""rock_img/I_Peridotite_16.jpg"" style=""width:8cm; height:6.989999999999999cm;""><p>What type of rock is this?</p>","6","class_response","3","test","10","Peridotite","Peridotite","16","true","7","7","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","427","2.0.0","1569546","60fdf18884991b2263f75eec","3","15","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","10","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","428","2.0.0","1572318","60fdf18884991b2263f75eec","3","15","2770","","","","","","","","","<img src= ""rock_img/I_Andesite_10.jpg"" style=""width:8cm; height:4.16cm;""><p>What type of rock is this?</p>","0","class_response","3","test","11","Andesite","Andesite","10","true","1","1","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","429","2.0.0","1572820","60fdf18884991b2263f75eec","3","15","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","11","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","430","2.0.0","1582184","60fdf18884991b2263f75eec","3","15","9363","","","","","","","","","<img src= ""rock_img/I_Diorite_11.jpg"" style=""width:8cm; height:7.11cm;""><p>What type of rock is this?</p>","2","class_response","3","test","12","Diorite","Diorite","11","true","3","3","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","431","2.0.0","1582685","60fdf18884991b2263f75eec","3","15","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","12","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","432","2.0.0","1588203","60fdf18884991b2263f75eec","3","15","5517","","","","","","","","","<img src= ""rock_img/I_Gabbro_05.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>","6","class_response","3","test","13","Peridotite","Gabbro","05","false","7","4","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","433","2.0.0","1588704","60fdf18884991b2263f75eec","3","15","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","13","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","434","2.0.0","1590351","60fdf18884991b2263f75eec","3","15","1646","","","","","","","","","<img src= ""rock_img/I_Basalt_05.jpg"" style=""width:8cm; height:8.18cm;""><p>What type of rock is this?</p>","1","class_response","3","test","14","Basalt","Basalt","05","true","2","2","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","435","2.0.0","1590853","60fdf18884991b2263f75eec","3","15","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","14","","","","","","","","","","","","","","","","","","","","","","",""
